# setPoint, prevCurrent, Current
50.000,0.000,3.636
50.000,3.636,3.631
50.000,3.631,3.655
50.000,3.655,3.658
50.000,3.658,3.644
50.000,3.644,3.639
50.000,3.639,3.638
50.000,3.638,3.630
50.000,3.630,3.654
50.000,3.654,3.642
50.000,3.642,3.657
50.000,3.657,3.655
50.000,3.655,3.635
50.000,3.635,3.649
50.000,3.649,3.650
50.000,3.650,3.648
50.000,3.648,3.633
50.000,3.633,3.640
50.000,3.640,3.627
50.000,3.627,3.643
50.000,3.643,3.635
50.000,3.635,3.646
50.000,3.646,3.647
50.000,3.647,3.637
50.000,3.637,3.661
50.000,3.661,3.677
50.000,3.677,3.688
50.000,3.688,3.688
50.000,3.688,3.690
50.000,3.690,3.681
50.000,3.681,3.711
50.000,3.711,3.692
50.000,3.692,3.716
50.000,3.716,3.672
50.000,3.672,3.705
50.000,3.705,3.657
50.000,3.657,3.678
50.000,3.678,3.672
50.000,3.672,3.685
50.000,3.685,3.685
50.000,3.685,3.715
50.000,3.715,3.726
50.000,3.726,3.713
50.000,3.713,3.713
50.000,3.713,3.685
50.000,3.685,3.734
50.000,3.734,3.714
50.000,3.714,3.702
50.000,3.702,3.694
50.000,3.694,3.714
50.000,3.714,3.721
50.000,3.721,3.690
50.000,3.690,3.694
50.000,3.694,3.688
50.000,3.688,3.725
50.000,3.725,3.724
50.000,3.724,3.736
50.000,3.736,3.709
50.000,3.709,3.693
50.000,3.693,3.728
50.000,3.728,3.728
50.000,3.728,3.700
50.000,3.700,3.717
50.000,3.717,3.716
50.000,3.716,3.729
50.000,3.729,3.728
50.000,3.728,3.724
50.000,3.724,3.708
50.000,3.708,3.684
50.000,3.684,3.682
50.000,3.682,3.712
50.000,3.712,3.724
50.000,3.724,3.726
50.000,3.726,3.755
50.000,3.755,3.740
50.000,3.740,3.731
50.000,3.731,3.750
50.000,3.750,3.767
50.000,3.767,3.724
50.000,3.724,3.756
50.000,3.756,3.746
50.000,3.746,3.768
50.000,3.768,3.754
50.000,3.754,3.759
50.000,3.759,3.761
50.000,3.761,3.749
50.000,3.749,3.775
50.000,3.775,3.735
50.000,3.735,3.761
50.000,3.761,3.753
50.000,3.753,3.767
50.000,3.767,3.775
50.000,3.775,3.753
50.000,3.753,3.746
50.000,3.746,3.760
50.000,3.760,3.774
50.000,3.774,3.778
50.000,3.778,3.742
50.000,3.742,3.768
50.000,3.768,3.768
