# setPoint, prevTorque, Torque
7.800,1.250,3.100
58.600,3.100,62.876
45.400,62.876,48.527
55.600,48.527,60.026
8.600,60.026,4.787
8.000,4.787,4.523
57.600,4.523,61.593
65.900,61.593,73.864
11.100,73.864,6.246
89.200,6.246,105.726
79.000,105.726,96.641
5.900,96.641,4.022
39.800,4.022,37.278
30.600,37.278,27.387
14.100,27.387,7.276
84.100,7.276,99.772
1.200,99.772,2.585
63.600,2.585,71.398
85.600,71.398,99.542
8.600,99.542,4.831
45.300,4.831,46.012
33.700,46.012,32.815
92.400,32.815,107.942
89.600,107.942,105.315
15.500,105.315,6.870
5.200,6.870,3.502
73.800,3.502,85.889
59.200,85.889,69.407
55.500,69.407,63.887
90.600,63.887,104.684
6.900,104.684,3.536
0.400,3.536,1.632
62.100,1.632,69.589
86.100,69.589,100.260
90.200,100.260,104.941
76.100,104.941,93.473
19.000,93.473,14.371
39.300,14.371,37.556
40.800,37.556,39.625
39.900,39.625,39.035
36.100,39.035,34.220
66.000,34.220,76.050
54.100,76.050,63.016
42.100,63.016,47.771
33.900,47.771,35.644
46.500,35.644,48.243
89.400,48.243,105.679
98.400,105.679,114.016
78.600,114.016,97.339
91.600,97.339,108.416
66.800,108.416,81.109
41.500,81.109,45.396
86.900,45.396,102.605
38.100,102.605,40.963
51.900,40.963,57.242
41.700,57.242,46.575
65.800,46.575,74.828
50.800,74.828,59.929
11.000,59.929,6.320
21.800,6.320,16.391
88.400,16.391,104.141
14.800,104.141,10.019
49.500,10.019,51.178
27.100,51.178,23.086
16.500,23.086,13.821
73.400,13.821,85.563
40.800,85.563,44.223
63.800,44.223,72.618
9.100,72.618,4.621
33.300,4.621,29.057
72.600,29.057,84.863
12.600,84.863,9.152
48.600,9.152,51.220
15.800,51.220,13.368
62.200,13.368,71.440
0.000,71.440,3.262
2.600,3.262,3.119
0.100,3.119,0.800
4.900,0.800,2.422
2.500,2.422,2.096
7.700,2.096,4.098
7.700,4.098,3.868
16.900,3.868,9.930
15.500,9.930,9.144
17.900,9.144,10.509
15.300,10.509,9.880
21.700,9.880,14.863
19.700,14.863,12.850
20.100,12.850,12.405
18.200,12.405,11.571
20.400,11.571,14.028
19.600,14.028,11.987
19.900,11.987,13.840
17.600,13.840,11.881
23.800,11.881,17.658
21.200,17.658,16.318
27.600,16.318,21.550
25.600,21.550,19.750
30.400,19.750,24.210
27.400,24.210,22.419
30.400,22.419,24.305
29.100,24.305,23.808
36.900,23.808,33.297
35.000,33.297,31.059
43.000,31.059,41.953
40.000,41.953,39.194
47.600,39.194,49.196
45.400,49.196,47.876
46.600,47.876,48.507
43.200,48.507,44.883
46.400,44.883,47.047
46.400,47.047,47.318
54.400,47.318,59.555
51.400,59.555,56.846
53.400,56.846,58.181
53.200,58.181,56.439
55.200,56.439,58.980
55.000,58.980,59.331
59.200,59.331,65.202
58.500,65.202,64.918
63.300,64.918,70.248
61.000,70.248,68.272
69.300,68.272,77.866
66.700,77.866,75.881
74.500,75.881,86.383
72.100,86.383,83.853
72.300,83.853,82.787
70.300,82.787,81.801
76.500,81.801,87.605
75.000,87.605,86.406
77.800,86.406,90.166
74.800,90.166,86.214
81.600,86.214,93.531
79.700,93.531,92.632
88.500,92.632,103.105
86.300,103.105,101.490
95.000,101.490,111.762
92.400,111.762,108.808
92.800,108.808,109.333
89.500,109.333,108.400
93.800,108.400,111.613
92.200,111.613,110.124
95.000,110.124,111.988
91.800,111.988,110.625
95.000,110.625,112.469
94.600,112.469,112.313
95.000,112.313,113.340
93.800,113.340,112.176
95.000,112.176,112.197
93.800,112.197,112.750
100.000,112.750,115.880
90.800,115.880,112.904
92.400,112.904,113.424
83.400,113.424,105.190
84.300,105.190,104.983
77.000,104.983,98.106
78.000,98.106,98.348
74.400,98.348,94.820
77.200,94.820,96.374
71.200,96.374,90.261
74.000,90.261,92.755
67.800,92.755,86.584
69.500,86.584,88.163
62.000,88.163,77.366
63.200,77.366,78.341
58.600,78.341,72.296
60.100,72.296,74.582
57.500,74.582,72.635
60.100,72.635,73.905
57.300,73.905,71.586
59.100,71.586,72.076
49.900,72.076,60.398
51.500,60.398,61.769
42.600,61.769,48.720
43.600,48.720,49.337
36.600,49.337,40.228
37.600,40.228,40.777
33.200,40.777,34.270
33.600,34.270,34.787
28.000,34.787,27.025
29.500,27.025,27.926
21.500,27.926,18.757
24.900,18.757,20.630
20.500,20.630,18.178
22.600,18.178,19.141
14.800,19.141,11.071
18.000,11.071,13.283
16.600,13.283,11.729
18.100,11.729,13.999
14.200,13.999,10.001
17.000,10.001,13.322
13.800,13.322,9.857
15.400,9.857,11.255
6.800,11.255,4.445
10.200,4.445,4.966
9.200,4.966,4.580
9.400,4.580,4.976
5.000,4.976,3.492
8.200,3.492,4.420
5.000,4.420,4.240
5.800,4.240,4.177
5.000,4.177,3.864
7.800,3.864,4.500
5.000,4.500,3.475
8.200,3.475,4.303
5.200,4.303,4.116
6.000,4.116,4.215
5.000,4.215,4.677
6.300,4.677,4.708
5.000,4.708,4.257
7.700,4.257,4.796
5.000,4.796,4.410
8.100,4.410,4.621
5.000,4.621,4.642
5.700,4.642,4.787
5.000,4.787,4.895
5.700,4.895,4.733
5.000,4.733,4.547
8.100,4.547,6.085
5.500,6.085,4.499
7.700,4.499,5.060
5.800,5.060,5.142
6.900,5.142,5.882
5.000,5.882,4.547
5.000,4.547,4.229
