# TimeStamp (s), BrakeCommand (%), Actual Brake Torque (%), Motor Current (A), Motor Speed (%)
0.00,0.00,3.30,3.72,17.70
0.02,0.00,3.80,7.44,18.00
0.04,0.00,2.20,0.48,19.72
0.06,0.00,2.20,4.92,21.55
0.08,0.00,4.40,0.54,22.03
0.10,0.00,3.80,1.50,20.86
0.12,0.00,1.10,5.88,19.20
0.14,0.00,2.20,6.78,18.48
0.16,0.00,5.50,1.80,19.36
0.18,0.00,4.40,2.16,20.72
0.20,0.00,3.30,0.78,21.26
0.23,0.00,2.80,1.14,20.47
0.25,0.00,3.80,4.44,19.42
0.27,0.00,1.70,4.86,19.08
0.29,0.00,1.70,0.90,19.66
0.31,0.00,3.30,1.02,20.47
0.33,0.00,1.10,1.02,20.75
0.35,0.00,1.10,1.68,20.34
0.37,0.00,1.10,2.94,19.72
0.39,0.00,2.20,3.78,19.38
0.41,0.00,3.80,1.26,19.68
0.43,0.00,4.90,0.60,20.13
0.45,0.00,1.10,0.06,20.36
0.47,0.00,2.80,1.02,20.20
0.49,0.00,2.80,2.94,19.82
0.51,0.00,2.80,2.70,19.71
0.53,0.00,1.70,1.02,19.88
0.56,0.00,3.80,0.36,20.18
0.58,0.00,4.90,0.66,20.25
0.60,0.00,4.40,1.62,20.06
0.62,0.00,3.80,2.82,19.85
0.64,0.00,1.70,1.92,19.83
0.66,0.00,2.80,1.02,19.96
0.68,0.00,2.20,0.84,20.09
0.70,0.00,3.80,1.50,20.06
nan,nan,nan,nan,nan
0.72,0.00,4.40,1.98,19.97
0.74,0.00,2.20,1.44,19.96
0.76,0.00,4.90,1.02,20.02
0.78,0.00,3.30,0.96,20.09
0.80,0.00,4.40,1.44,20.06
0.82,0.00,1.10,1.92,19.95
0.84,0.00,2.80,1.98,19.95
0.86,0.00,3.30,1.08,20.02
0.88,0.00,3.80,1.08,20.09
0.90,0.00,3.80,1.08,20.05
0.93,0.00,2.80,1.92,19.94
0.95,0.00,3.30,1.92,19.92
0.97,0.00,3.30,1.08,20.00
0.99,0.00,2.80,0.96,20.06
1.01,0.00,1.10,0.90,20.09
1.03,0.00,1.70,1.74,20.03
1.05,0.00,1.70,1.98,19.92
1.07,0.00,3.80,1.98,19.94
1.09,0.00,3.30,1.14,20.02
1.11,0.00,1.70,0.78,20.11
1.13,0.00,-1.60,1.14,20.11
1.15,0.00,3.80,1.98,19.96
1.17,0.00,1.10,1.92,19.89
1.19,0.00,1.10,1.20,19.94
1.21,0.00,2.80,1.02,20.02
1.23,0.00,1.10,1.08,20.05
1.25,0.00,3.80,1.14,20.03
1.27,0.00,2.80,1.08,20.02
1.29,0.00,2.20,1.14,20.01
1.32,0.00,1.70,1.08,19.98
1.34,0.00,4.40,1.26,19.97
1.36,0.00,2.20,1.08,19.96
1.38,0.00,5.50,1.98,19.93
1.40,0.00,3.80,0.96,19.97
1.42,0.00,1.70,1.02,20.02
1.44,0.00,1.70,1.08,20.03
1.46,0.00,1.70,1.26,20.02
1.48,0.00,24.60,1.32,19.99
1.50,0.00,2.80,1.02,19.99
1.52,0.00,5.50,1.14,19.97
nan,nan,nan,nan,nan
1.54,0.00,3.80,1.86,19.95
1.56,0.00,4.40,1.32,19.98
1.58,0.00,4.40,1.14,20.05
1.60,0.00,2.20,1.08,20.06
1.62,0.00,2.80,0.84,20.06
1.64,0.00,3.30,1.14,20.03
1.66,0.00,3.80,1.26,20.02
1.68,0.00,3.30,1.02,20.01
1.70,0.00,2.20,0.96,19.98
1.72,0.00,2.80,1.08,19.98
1.75,0.00,1.70,1.08,19.96
1.77,0.00,4.90,1.98,19.94
1.79,0.00,4.40,0.90,19.98
1.81,0.00,4.90,1.08,20.05
1.83,0.00,3.30,1.26,20.07
1.85,0.00,4.90,1.08,20.06
1.87,0.00,2.20,0.78,20.04
1.89,0.00,1.10,1.02,20.03
1.91,0.00,2.80,1.20,20.01
1.93,0.00,3.30,0.90,19.98
1.95,0.00,6.60,1.08,19.98
1.97,0.00,0.00,1.02,19.95
1.99,0.00,3.80,2.04,19.94
2.01,6.80,4.40,1.02,19.96
2.03,6.80,7.60,0.96,20.01
2.05,6.80,6.00,1.02,20.02
2.07,6.80,5.50,1.74,19.99
2.10,6.80,6.60,1.92,19.94
2.12,6.80,6.60,1.08,19.96
2.14,6.80,6.60,1.02,19.98
2.16,6.80,5.50,1.38,19.96
2.18,6.80,4.90,2.04,19.93
2.20,6.80,4.90,1.86,19.92
2.22,6.80,7.10,0.90,20.01
2.24,6.80,8.20,0.84,20.07
2.26,6.80,7.60,1.26,20.05
nan,nan,nan,nan,nan
2.28,6.80,6.00,1.02,20.02
2.30,6.80,6.60,1.86,19.96
2.32,6.80,7.60,1.98,19.93
2.34,6.80,8.70,0.96,20.00
2.36,6.80,5.50,1.38,20.05
2.38,6.80,4.90,0.84,20.04
2.40,6.80,7.10,1.74,19.99
2.42,6.80,6.60,1.92,19.92
2.45,6.80,6.00,1.92,19.92
2.47,6.80,7.60,1.02,19.99
2.49,6.80,6.00,1.02,20.06
2.51,6.80,8.70,1.56,20.06
2.53,6.80,4.90,1.26,20.00
2.55,6.80,7.60,1.92,19.96
2.57,6.80,6.60,1.98,19.93
2.59,6.80,5.50,1.08,19.99
2.61,6.80,7.10,1.02,20.05
2.63,6.80,9.30,1.20,20.03
2.65,6.80,8.20,1.98,19.98
2.67,6.80,6.60,1.02,19.98
2.69,6.80,6.60,1.20,19.99
2.71,6.80,4.40,1.92,19.97
2.73,6.80,5.50,1.92,19.96
2.75,6.80,8.20,1.14,20.01
2.78,6.80,8.70,1.02,20.08
2.80,6.80,6.60,1.62,20.05
2.82,6.80,6.60,1.62,20.02
2.84,6.80,5.50,1.02,19.99
2.86,6.80,9.30,1.98,19.93
2.88,6.80,6.60,1.80,19.92
2.90,6.80,6.00,1.20,19.99
nan,nan,nan,nan,nan
2.92,6.80,8.20,1.08,20.04
2.94,6.80,7.60,1.26,20.04
2.96,6.80,9.80,1.26,20.00
2.98,6.80,9.30,1.98,19.95
3.00,6.80,4.90,1.98,19.95
3.02,6.80,7.10,0.84,20.00
3.04,6.80,4.90,1.02,20.08
3.07,6.80,6.60,1.32,20.07
3.09,6.80,8.20,1.50,20.02
3.11,6.80,5.50,1.32,19.99
3.13,6.80,10.90,1.86,19.94
3.15,6.80,6.00,1.92,19.92
3.17,6.80,7.10,1.02,20.00
3.19,6.80,9.30,0.96,20.04
3.21,6.80,7.10,1.02,20.03
3.23,6.80,5.50,1.80,20.00
3.25,6.80,7.10,1.80,19.94
3.27,6.80,7.10,1.74,19.94
3.29,6.80,7.60,1.08,20.00
3.31,6.80,9.30,0.96,20.05
3.33,6.80,6.00,1.38,20.05
3.35,6.80,7.10,1.08,20.01
3.37,6.80,2.80,1.86,19.97
3.40,6.80,6.60,1.74,19.97
3.42,6.80,6.60,0.96,20.03
nan,nan,nan,nan,nan
3.44,6.80,6.60,1.02,20.12
3.46,6.80,9.30,1.44,20.07
3.48,6.80,7.60,1.92,19.96
3.50,6.80,7.10,1.98,19.94
3.52,6.80,9.30,0.96,19.99
3.54,6.80,7.60,1.14,20.06
3.56,6.80,7.60,1.44,20.05
3.58,6.80,6.60,1.02,20.01
3.60,6.80,8.20,0.96,19.99
3.62,6.80,7.10,2.04,19.94
3.64,6.80,6.60,1.92,19.92
3.66,6.80,7.60,1.02,20.01
3.68,6.80,4.40,1.02,20.06
3.70,6.80,6.00,1.38,20.06
3.72,6.80,6.00,1.80,20.04
3.75,6.80,8.70,1.02,19.98
3.77,6.80,8.20,1.92,19.95
3.79,6.80,6.00,1.62,19.94
3.81,6.80,5.50,1.02,20.03
3.83,6.80,6.00,0.90,20.10
3.85,6.80,7.10,1.26,20.04
3.87,6.80,9.80,2.04,19.94
3.89,6.80,7.10,1.98,19.91
3.91,6.80,6.00,1.98,19.95
3.93,6.80,6.60,0.96,20.06
3.95,6.80,7.60,0.96,20.12
3.97,6.80,8.20,1.26,20.08
3.99,6.80,8.20,2.04,19.98
4.01,13.60,6.00,1.86,19.93
4.03,13.60,12.50,1.08,19.99
4.06,13.60,13.10,1.74,20.02
4.08,13.60,14.70,1.86,19.95
4.10,13.60,12.50,1.74,19.90
4.12,13.60,14.20,1.92,19.90
4.14,13.60,12.00,1.86,19.91
4.16,13.60,11.40,1.86,19.95
4.18,13.60,13.60,1.92,19.96
4.20,13.60,14.20,1.92,19.98
4.22,13.60,12.50,1.86,19.99
4.24,13.60,14.20,2.04,19.94
nan,nan,nan,nan,nan
4.26,13.60,12.00,2.40,19.88
4.28,13.60,13.60,2.28,19.87
4.30,13.60,13.10,1.80,19.94
4.32,13.60,13.60,1.02,20.03
4.34,13.60,14.70,1.98,20.01
4.36,13.60,15.80,1.98,19.93
4.38,13.60,12.50,1.92,19.91
4.40,13.60,13.10,2.10,19.88
4.42,13.60,13.60,1.98,19.89
4.45,13.60,14.70,1.86,20.00
4.47,13.60,15.20,1.14,20.11
4.49,13.60,12.50,1.56,20.12
4.51,13.60,14.20,1.98,20.01
4.53,13.60,14.20,2.88,19.89
4.55,13.60,14.20,2.16,19.89
4.57,13.60,13.10,1.74,19.97
4.59,13.60,12.50,1.20,20.08
4.61,13.60,13.10,1.86,20.08
4.63,13.60,14.20,2.04,19.97
4.65,13.60,15.20,2.16,19.88
4.67,13.60,13.60,1.86,19.88
4.69,13.60,13.10,1.98,19.97
4.71,13.60,13.10,1.02,20.10
4.73,13.60,12.00,1.44,20.09
4.75,13.60,13.10,1.92,20.00
4.77,13.60,13.60,2.58,19.90
4.79,13.60,14.20,1.98,19.89
4.81,13.60,13.60,1.56,20.01
4.83,13.60,13.10,1.02,20.11
4.85,13.60,15.80,1.98,20.10
4.87,13.60,12.50,2.04,20.01
4.90,13.60,11.40,2.16,19.90
4.92,13.60,14.70,1.98,19.90
4.94,13.60,12.00,1.44,20.02
4.96,13.60,12.50,1.02,20.10
4.98,13.60,13.10,1.14,20.11
5.00,13.60,12.50,2.22,19.99
5.02,13.60,13.10,2.58,19.87
5.04,13.60,15.20,1.98,19.90
5.06,13.60,12.00,1.02,20.03
nan,nan,nan,nan,nan
5.08,13.60,14.70,1.50,20.11
5.10,13.60,14.20,1.92,20.06
5.12,13.60,14.20,1.98,19.97
5.14,13.60,15.80,1.86,19.96
5.16,13.60,13.60,1.98,19.97
5.18,13.60,13.10,1.98,19.97
5.20,13.60,12.50,1.92,20.00
5.22,13.60,15.80,1.86,20.00
5.24,13.60,14.70,1.92,20.01
5.27,13.60,13.10,1.92,20.03
5.29,13.60,14.20,1.98,20.03
5.31,13.60,12.00,1.98,20.04
5.33,13.60,11.40,1.92,20.05
5.35,13.60,15.80,1.98,20.04
5.37,13.60,13.60,1.20,20.07
5.39,13.60,14.20,2.04,20.03
5.41,13.60,14.70,2.04,19.96
5.44,13.60,13.60,1.98,19.94
5.46,13.60,13.60,1.68,19.94
5.48,13.60,12.00,1.92,19.96
5.50,13.60,16.30,1.80,19.97
5.52,13.60,13.60,1.92,19.97
5.54,13.60,14.20,1.80,19.99
5.56,13.60,14.20,1.98,19.98
5.58,13.60,12.00,1.98,20.00
nan,nan,nan,nan,nan
5.60,13.60,14.70,1.98,20.02
5.62,13.60,12.50,1.98,20.01
5.64,13.60,13.60,1.86,20.04
5.66,13.60,15.20,1.92,20.04
5.68,13.60,12.00,2.10,20.05
5.70,13.60,13.10,1.68,20.07
5.72,13.60,13.10,1.92,20.04
5.75,13.60,11.40,1.98,19.98
5.77,13.60,14.20,1.98,19.97
5.79,13.60,16.90,1.92,19.97
5.81,13.60,13.60,1.98,19.99
5.83,13.60,12.00,1.98,20.00
5.85,13.60,14.20,1.92,20.00
5.87,13.60,14.20,2.04,20.03
5.89,13.60,12.00,1.92,20.02
5.91,13.60,14.70,1.98,20.03
5.93,13.60,12.50,1.92,20.04
5.95,13.60,12.50,1.98,20.03
5.97,13.60,13.10,1.44,20.04
5.99,13.60,14.20,2.04,20.01
6.02,20.40,13.10,2.76,19.92
6.04,20.40,16.90,1.98,19.94
6.06,20.40,21.20,1.92,19.95
6.08,20.40,22.30,2.88,19.91
6.10,20.40,19.60,2.88,19.86
6.12,20.40,21.20,2.88,19.85
6.14,20.40,18.50,2.10,19.90
nan,nan,nan,nan,nan
6.16,20.40,19.00,2.04,19.92
6.18,20.40,18.00,2.40,19.94
6.20,20.40,19.60,1.98,19.97
6.22,20.40,22.80,2.94,19.95
6.24,20.40,20.10,2.82,19.88
6.26,20.40,22.30,3.00,19.85
6.29,20.40,21.20,2.94,19.81
6.31,20.40,20.70,2.10,19.90
6.33,20.40,20.10,2.40,19.97
6.35,20.40,22.80,2.64,19.99
6.37,20.40,20.10,2.88,19.99
6.39,20.40,19.00,2.88,19.94
6.41,20.40,18.50,2.94,19.90
6.43,20.40,19.60,2.58,19.91
6.45,20.40,22.30,1.98,19.96
6.47,20.40,21.80,2.34,20.00
6.49,20.40,21.20,2.58,19.98
6.51,20.40,19.00,2.88,19.94
6.53,20.40,18.00,3.00,19.92
6.55,20.40,19.00,2.82,19.91
6.57,20.40,20.10,1.92,20.03
6.60,20.40,19.60,1.98,20.09
6.62,20.40,20.10,2.88,19.99
6.64,20.40,20.70,2.88,19.88
6.66,20.40,20.70,2.88,19.86
6.68,20.40,18.00,1.98,19.94
6.70,20.40,18.50,1.98,20.06
6.72,20.40,19.00,2.76,20.05
nan,nan,nan,nan,nan
6.74,20.40,21.80,2.88,19.99
6.76,20.40,24.50,3.12,19.95
6.78,20.40,18.50,2.16,19.95
6.80,20.40,21.20,2.16,20.05
6.82,20.40,23.40,1.92,20.09
6.84,20.40,21.80,2.94,20.06
6.86,20.40,22.30,2.82,20.00
6.88,20.40,22.30,2.82,19.96
6.90,20.40,19.00,2.40,19.95
6.92,20.40,20.70,2.64,19.98
6.94,20.40,21.20,2.04,19.97
6.96,20.40,20.10,2.82,19.96
6.99,20.40,18.00,2.82,19.93
7.01,20.40,20.70,2.88,19.94
7.03,20.40,21.20,1.86,20.07
7.05,20.40,21.80,1.80,20.13
7.07,20.40,20.70,2.94,20.04
7.09,20.40,19.60,3.00,19.94
7.11,20.40,20.10,2.82,19.93
7.13,20.40,20.10,1.98,20.04
7.15,20.40,21.20,1.98,20.14
7.17,20.40,24.50,1.98,20.11
7.19,20.40,19.60,2.82,20.00
7.21,20.40,19.60,2.88,19.88
7.23,20.40,21.20,2.88,19.89
7.25,20.40,20.10,1.98,20.01
7.27,20.40,19.00,1.98,20.11
7.29,20.40,21.20,1.92,20.12
7.32,20.40,22.30,2.94,20.03
7.34,20.40,20.70,2.94,19.93
7.36,20.40,18.00,1.98,19.96
7.38,20.40,21.20,1.98,20.04
7.40,20.40,21.80,2.82,20.04
7.42,20.40,21.20,2.88,20.00
7.44,20.40,18.00,2.58,19.97
nan,nan,nan,nan,nan
7.46,20.40,18.50,2.70,19.99
7.48,20.40,20.10,2.88,20.00
7.50,20.40,19.00,2.40,20.01
7.53,20.40,20.10,2.34,20.03
7.55,20.40,19.60,2.28,20.03
7.57,20.40,20.70,2.88,20.04
7.59,20.40,21.80,1.98,20.05
7.61,20.40,17.40,2.94,20.02
7.63,20.40,19.60,2.70,19.96
7.65,20.40,19.60,2.88,19.95
7.67,20.40,20.70,2.94,19.95
7.69,20.40,19.00,2.88,19.99
7.71,20.40,19.60,2.34,19.99
7.73,20.40,18.50,2.40,20.00
7.75,20.40,20.10,2.76,20.01
7.77,20.40,19.00,2.88,20.00
7.79,20.40,20.10,2.94,20.00
7.81,20.40,20.10,2.94,19.99
7.83,20.40,19.60,2.34,19.96
7.85,20.40,20.70,2.40,19.97
7.87,20.40,20.10,2.94,19.94
7.89,20.40,21.20,1.98,19.97
7.91,20.40,22.80,1.92,20.05
7.94,20.40,20.10,2.88,20.03
7.96,20.40,21.20,2.88,19.97
7.98,20.40,19.60,2.88,19.96
8.00,20.40,20.70,2.94,19.94
8.02,27.20,20.70,1.98,20.00
8.04,27.20,27.70,1.86,20.08
8.06,27.20,26.60,2.94,20.02
8.08,27.20,26.10,3.84,19.87
nan,nan,nan,nan,nan
8.10,27.20,27.70,3.84,19.75
8.12,27.20,26.60,3.72,19.75
8.14,27.20,31.00,2.94,19.85
8.16,27.20,28.80,2.88,19.93
8.18,27.20,26.60,2.82,19.95
8.20,27.20,27.20,3.00,19.92
8.22,27.20,27.70,3.72,19.86
8.25,27.20,28.30,3.90,19.82
8.27,27.20,27.70,3.78,19.81
8.29,27.20,29.30,3.60,19.80
8.31,27.20,27.20,3.72,19.86
8.33,27.20,28.30,3.48,19.91
8.35,27.20,27.20,2.94,19.99
8.37,27.20,29.30,3.24,19.99
8.39,27.20,25.60,3.84,19.88
8.41,27.20,28.30,3.90,19.82
8.43,27.20,27.20,3.00,19.87
8.45,27.20,27.20,2.94,20.02
8.47,27.20,25.00,2.82,20.11
8.49,27.20,27.20,4.02,20.02
8.51,27.20,27.70,3.90,19.90
8.53,27.20,27.70,3.90,19.88
8.55,27.20,27.70,3.42,19.94
8.57,27.20,25.00,3.00,20.05
8.59,27.20,27.70,2.94,20.11
8.61,27.20,27.20,3.48,20.06
8.63,27.20,29.30,3.54,20.01
8.66,27.20,27.70,3.90,19.93
8.68,27.20,26.10,3.78,19.91
8.70,27.20,25.00,3.06,20.00
8.72,27.20,28.30,2.94,20.04
8.74,27.20,27.70,3.30,20.03
8.76,27.20,27.70,3.90,19.96
nan,nan,nan,nan,nan
8.79,27.20,25.00,3.54,19.99
8.81,27.20,28.30,2.94,20.06
8.83,27.20,26.60,2.94,20.10
8.85,27.20,24.50,3.18,20.08
8.87,27.20,25.60,2.94,20.02
8.89,27.20,30.40,3.84,19.96
8.91,27.20,25.00,3.90,19.95
8.93,27.20,24.50,2.70,19.98
8.95,27.20,27.70,2.94,20.00
8.97,27.20,27.70,3.84,19.94
8.99,27.20,26.60,3.54,19.90
9.01,27.20,23.40,2.88,19.98
9.03,27.20,28.80,2.88,20.05
9.05,27.20,26.60,2.88,20.06
9.07,27.20,28.30,3.18,20.05
9.09,27.20,27.70,2.88,20.02
9.11,27.20,28.30,3.72,19.99
9.13,27.20,26.10,3.00,20.00
9.15,27.20,27.20,2.94,20.02
9.18,27.20,26.60,2.94,20.03
9.20,27.20,27.70,3.84,19.99
9.22,27.20,28.30,3.84,19.98
9.24,27.20,26.10,2.94,20.06
9.26,27.20,28.30,2.52,20.11
9.28,27.20,28.80,3.60,20.06
9.30,27.20,29.30,3.90,19.97
9.32,27.20,27.70,3.54,19.93
nan,nan,nan,nan,nan
9.34,27.20,27.20,2.82,20.01
9.36,27.20,29.30,3.00,20.08
9.38,27.20,25.60,3.12,20.06
9.40,27.20,29.30,2.94,20.03
9.42,27.20,27.20,3.54,19.97
9.44,27.20,27.20,2.94,19.97
9.46,27.20,26.60,3.12,20.01
9.48,27.20,26.10,3.00,19.98
9.51,27.20,27.70,3.78,19.95
9.53,27.20,27.70,3.84,19.93
9.55,27.20,29.30,2.94,20.00
9.57,27.20,29.90,2.82,20.09
9.59,27.20,27.20,3.24,20.04
9.61,27.20,28.80,3.84,19.93
9.63,27.20,28.80,3.84,19.92
9.65,27.20,27.20,2.88,19.98
9.67,27.20,28.30,3.06,20.06
9.69,27.20,28.30,3.18,20.07
9.71,27.20,27.70,3.06,20.03
9.73,27.20,27.20,3.00,20.02
9.75,27.20,27.20,3.18,19.99
9.77,27.20,27.70,3.84,19.95
9.79,27.20,25.60,2.88,19.97
9.81,27.20,27.70,2.94,20.00
9.83,27.20,25.00,3.12,20.01
9.85,27.20,28.30,3.36,19.98
9.88,27.20,27.70,3.72,19.94
9.90,27.20,27.20,3.72,19.96
9.92,27.20,29.30,2.88,20.04
9.94,27.20,29.30,2.94,20.10
9.96,27.20,28.30,3.24,20.07
9.98,27.20,27.70,3.96,19.97
10.00,27.20,26.10,3.72,19.94
10.02,34.00,27.70,2.82,20.02
10.04,34.00,35.90,3.00,20.06
10.06,34.00,33.10,3.84,20.01
nan,nan,nan,nan,nan
10.08,34.00,34.80,4.86,19.85
10.10,34.00,34.80,4.92,19.71
10.12,34.00,35.30,3.90,19.78
10.14,34.00,33.70,3.90,19.89
10.16,34.00,33.70,3.90,19.95
10.19,34.00,36.40,4.86,19.90
10.21,34.00,34.20,4.14,19.84
10.23,34.00,33.10,4.50,19.85
10.25,34.00,34.20,4.80,19.84
10.27,34.00,33.10,4.80,19.78
10.29,34.00,34.80,4.80,19.80
10.31,34.00,33.70,3.84,19.87
