# setPoint, prevCurrent, Current
0.000,0.000,0.706
6.800,0.706,0.765
13.600,0.765,0.962
20.400,0.962,1.285
27.200,1.285,1.605
34.000,1.605,2.043
40.800,2.043,2.495
47.600,2.495,3.148
54.400,3.148,3.782
62.100,3.782,4.421
69.900,4.421,5.139
77.700,5.139,5.964
85.400,5.964,6.739
92.200,6.739,7.474
99.400,7.474,8.193
100.000,8.193,8.241
99.400,8.241,8.304
92.200,8.304,7.859
85.400,7.859,7.251
77.700,7.251,6.438
69.900,6.438,5.673
62.100,5.673,4.892
54.400,4.892,4.290
47.600,4.290,3.580
40.800,3.580,2.925
34.000,2.925,2.467
27.200,2.467,1.862
20.400,1.862,1.420
13.600,1.420,1.106
6.800,1.106,0.742
0.000,0.742,0.664
