# setPoint, prevCurrent, Current
0.000,0.000,0.502
0.000,0.502,0.524
0.000,0.524,0.497
0.000,0.497,0.504
0.000,0.504,0.526
0.000,0.526,0.502
0.000,0.502,0.485
0.000,0.485,0.484
0.000,0.484,0.498
0.000,0.498,0.507
0.000,0.507,0.554
0.000,0.554,0.522
0.000,0.522,0.537
0.000,0.537,0.511
0.000,0.511,0.511
0.000,0.511,0.524
0.000,0.524,0.512
0.000,0.512,0.497
0.000,0.497,0.506
0.000,0.506,0.520
0.000,0.520,0.501
0.000,0.501,0.466
0.000,0.466,0.517
0.000,0.517,0.514
0.000,0.514,0.526
0.000,0.526,0.496
0.000,0.496,0.526
0.000,0.526,0.506
0.000,0.506,0.502
0.000,0.502,0.473
0.000,0.473,0.496
0.000,0.496,0.510
0.000,0.510,0.493
0.000,0.493,0.498
0.000,0.498,0.529
0.000,0.529,0.494
0.000,0.494,0.516
0.000,0.516,0.512
0.000,0.512,0.513
0.000,0.513,0.528
0.000,0.528,0.512
0.000,0.512,0.495
0.000,0.495,0.515
0.000,0.515,0.494
0.000,0.494,0.519
0.000,0.519,0.532
0.000,0.532,0.536
0.000,0.536,0.518
0.000,0.518,0.534
0.000,0.534,0.502
0.000,0.502,0.526
0.000,0.526,0.495
0.000,0.495,0.491
0.000,0.491,0.494
0.000,0.494,0.496
0.000,0.496,0.529
0.000,0.529,0.512
0.000,0.512,0.504
0.000,0.504,0.505
0.000,0.505,0.535
0.000,0.535,0.506
0.000,0.506,0.506
0.000,0.506,0.527
0.000,0.527,0.506
0.000,0.506,0.532
0.000,0.532,0.512
0.000,0.512,0.536
0.000,0.536,0.498
0.000,0.498,0.509
0.000,0.509,0.518
0.000,0.518,0.513
0.000,0.513,0.524
0.000,0.524,0.523
0.000,0.523,0.525
0.000,0.525,0.502
0.000,0.502,0.534
0.000,0.534,0.526
0.000,0.526,0.525
0.000,0.525,0.506
0.000,0.506,0.496
0.000,0.496,0.531
0.000,0.531,0.506
0.000,0.506,0.494
0.000,0.494,0.513
0.000,0.513,0.542
0.000,0.542,0.510
0.000,0.510,0.517
0.000,0.517,0.517
0.000,0.517,0.538
0.000,0.538,0.503
0.000,0.503,0.524
0.000,0.524,0.529
0.000,0.529,0.534
0.000,0.534,0.491
0.000,0.491,0.518
0.000,0.518,0.529
0.000,0.529,0.517
0.000,0.517,0.546
0.000,0.546,0.512
0.000,0.512,0.530
