# setPoint, prevTorque, Torque
36.400,1.250,31.063
34.600,31.063,30.159
32.800,30.159,29.059
30.900,29.059,26.925
29.000,26.925,24.638
26.800,24.638,22.087
29.000,22.087,23.696
30.900,23.696,26.407
32.800,26.407,28.161
34.600,28.161,30.751
36.400,30.751,32.851
35.100,32.851,31.490
33.300,31.490,30.388
31.500,30.388,28.738
29.600,28.738,25.662
27.500,25.662,23.977
25.100,23.977,21.216
27.500,21.216,22.166
29.600,22.166,25.603
31.500,25.603,27.101
33.300,27.101,29.996
35.100,29.996,32.761
18.100,32.761,14.765
16.700,14.765,13.942
15.100,13.942,11.847
13.400,11.847,10.783
11.600,10.783,9.077
9.600,9.077,6.645
11.600,6.645,8.491
13.400,8.491,8.990
15.100,8.990,9.312
16.700,9.312,12.376
18.100,12.376,13.782
42.100,13.782,42.254
40.100,42.254,40.983
38.100,40.983,39.133
36.200,39.133,37.000
34.300,37.000,34.277
32.500,34.277,32.094
30.700,32.094,30.696
28.700,30.696,28.311
30.700,28.311,30.368
32.500,30.368,31.376
34.300,31.376,33.900
36.200,33.900,35.397
38.100,35.397,37.744
40.100,37.744,39.911
42.100,39.911,42.707
1.000,42.707,2.340
0.000,2.340,0.724
1.000,0.724,1.504
33.800,1.504,30.037
32.000,30.037,28.917
30.100,28.917,26.588
28.100,26.588,24.217
25.800,24.217,21.746
28.100,21.746,23.188
30.100,23.188,26.284
32.000,26.284,28.434
33.800,28.434,30.714
39.200,30.714,38.369
37.300,38.369,35.952
35.400,35.952,34.631
33.500,34.631,33.529
31.700,33.529,31.207
29.800,31.207,29.322
27.800,29.322,26.973
29.800,26.973,28.210
31.700,28.210,30.463
33.500,30.463,33.433
35.400,33.433,34.342
37.300,34.342,35.958
39.200,35.958,38.314
31.200,38.314,31.656
29.900,31.656,30.066
28.600,30.066,28.597
27.200,28.597,26.005
25.600,26.005,23.768
23.800,23.768,20.895
21.800,20.895,20.384
23.800,20.384,20.211
25.600,20.211,21.527
27.200,21.527,24.345
28.600,24.345,25.347
29.900,25.347,27.395
31.200,27.395,28.739
11.100,28.739,5.024
9.000,5.024,4.641
6.800,4.641,3.966
4.400,3.966,2.936
6.800,2.936,4.071
9.000,4.071,4.196
11.100,4.196,4.913
23.100,4.913,16.435
21.000,16.435,15.395
18.500,15.395,13.531
15.600,13.531,10.894
18.500,10.894,12.502
21.000,12.502,15.054
23.100,15.054,16.656
28.400,16.656,21.621
26.900,21.621,20.851
25.300,20.851,20.831
23.500,20.831,19.878
21.500,19.878,18.622
19.000,18.622,15.480
21.500,15.480,17.342
23.500,17.342,19.306
25.300,19.306,20.725
26.900,20.725,21.175
28.400,21.175,21.473
