# setPoint, prevCurrent, Current
0.000,0.000,0.657
100.000,0.657,8.653
0.000,8.653,0.640
100.000,0.640,8.592
0.000,8.592,0.630
100.000,0.630,8.564
0.000,8.564,0.646
100.000,0.646,8.545
0.000,8.545,0.624
100.000,0.624,8.630
0.000,8.630,0.639
100.000,0.639,8.644
0.000,8.644,0.633
100.000,0.633,8.637
0.000,8.637,0.620
100.000,0.620,8.640
0.000,8.640,0.623
100.000,0.623,8.689
0.000,8.689,0.615
100.000,0.615,8.771
0.000,8.771,0.634
100.000,0.634,8.786
0.000,8.786,0.630
100.000,0.630,8.741
0.000,8.741,0.625
100.000,0.625,8.696
0.000,8.696,0.615
100.000,0.615,8.715
0.000,8.715,0.625
100.000,0.625,8.741
0.000,8.741,0.623
100.000,0.623,8.779
0.000,8.779,0.631
100.000,0.631,8.870
0.000,8.870,0.632
100.000,0.632,8.860
0.000,8.860,0.630
100.000,0.630,8.837
0.000,8.837,0.630
100.000,0.630,8.820
0.000,8.820,0.632
100.000,0.632,8.874
0.000,8.874,0.622
100.000,0.622,8.909
0.000,8.909,0.640
100.000,0.640,8.869
0.000,8.869,0.645
100.000,0.645,8.894
0.000,8.894,0.649
100.000,0.649,8.898
0.000,8.898,0.645
100.000,0.645,8.940
0.000,8.940,0.628
100.000,0.628,9.044
0.000,9.044,0.648
100.000,0.648,9.048
0.000,9.048,0.634
100.000,0.634,9.046
0.000,9.046,0.653
100.000,0.653,9.002
0.000,9.002,0.656
100.000,0.656,9.053
0.000,9.053,0.652
100.000,0.652,8.984
0.000,8.984,0.654
100.000,0.654,8.956
0.000,8.956,0.641
100.000,0.641,9.089
0.000,9.089,0.664
100.000,0.664,9.044
0.000,9.044,0.643
100.000,0.643,9.102
0.000,9.102,0.659
100.000,0.659,9.184
0.000,9.184,0.642
100.000,0.642,9.253
0.000,9.253,0.650
100.000,0.650,9.247
0.000,9.247,0.662
100.000,0.662,9.207
0.000,9.207,0.648
100.000,0.648,9.198
0.000,9.198,0.650
100.000,0.650,9.249
0.000,9.249,0.653
100.000,0.653,9.274
0.000,9.274,0.639
100.000,0.639,9.331
0.000,9.331,0.649
100.000,0.649,9.290
0.000,9.290,0.640
100.000,0.640,9.376
0.000,9.376,0.636
100.000,0.636,9.396
0.000,9.396,0.641
100.000,0.641,9.307
0.000,9.307,0.633
100.000,0.633,9.290
0.000,9.290,0.630
100.000,0.630,9.316
