# setPoint, prevTorque, Torque
36.400,1.250,31.777
34.600,31.777,30.455
32.800,30.455,28.426
30.900,28.426,26.637
29.000,26.637,25.611
26.800,25.611,22.536
29.000,22.536,23.829
30.900,23.829,26.542
32.800,26.542,28.585
34.600,28.585,31.144
36.400,31.144,33.544
35.100,33.544,33.261
33.300,33.261,31.073
31.500,31.073,30.021
29.600,30.021,26.810
27.500,26.810,23.998
25.100,23.998,22.691
27.500,22.691,24.406
29.600,24.406,25.562
31.500,25.562,28.599
33.300,28.599,30.531
35.100,30.531,33.127
18.100,33.127,13.881
16.700,13.881,12.966
15.100,12.966,10.751
13.400,10.751,9.733
11.600,9.733,8.207
9.600,8.207,6.380
11.600,6.380,7.944
13.400,7.944,7.443
15.100,7.443,6.335
16.700,6.335,6.853
18.100,6.853,9.648
42.100,9.648,42.836
40.100,42.836,42.124
38.100,42.124,39.859
36.200,39.859,38.129
34.300,38.129,36.319
32.500,36.319,33.226
30.700,33.226,32.014
28.700,32.014,28.329
30.700,28.329,30.231
32.500,30.231,31.885
34.300,31.885,34.373
36.200,34.373,36.355
38.100,36.355,38.025
40.100,38.025,39.962
42.100,39.962,43.104
1.000,43.104,1.189
0.000,1.189,1.846
1.000,1.846,0.440
33.800,0.440,30.363
32.000,30.363,29.039
30.100,29.039,27.224
28.100,27.224,23.402
25.800,23.402,23.015
28.100,23.015,23.327
30.100,23.327,24.955
32.000,24.955,28.440
33.800,28.440,30.771
39.200,30.771,38.546
37.300,38.546,38.527
35.400,38.527,35.851
33.500,35.851,33.610
31.700,33.610,31.747
29.800,31.747,29.160
27.800,29.160,26.492
29.800,26.492,27.960
31.700,27.960,31.000
33.500,31.000,32.060
35.400,32.060,34.352
37.300,34.352,36.518
39.200,36.518,38.585
31.200,38.585,31.243
29.900,31.243,29.484
28.600,29.484,27.217
27.200,27.217,25.514
25.600,25.514,22.634
23.800,22.634,22.445
21.800,22.445,20.140
23.800,20.140,22.280
25.600,22.280,22.983
27.200,22.983,23.065
28.600,23.065,24.302
29.900,24.302,27.016
31.200,27.016,28.542
11.100,28.542,7.266
9.000,7.266,6.581
6.800,6.581,4.511
4.400,4.511,3.377
6.800,3.377,4.521
9.000,4.521,5.193
11.100,5.193,6.086
23.100,6.086,17.854
21.000,17.854,16.030
18.500,16.030,12.945
15.600,12.945,9.893
18.500,9.893,11.014
21.000,11.014,14.247
23.100,14.247,16.929
28.400,16.929,23.686
26.900,23.686,22.378
25.300,22.378,21.423
23.500,21.423,19.681
21.500,19.681,18.434
19.000,18.434,15.264
21.500,15.264,17.425
23.500,17.425,18.821
25.300,18.821,20.046
26.900,20.046,22.762
28.400,22.762,23.248
