# Actual Command, Previous Torque, Measured Torque, Predicted Command
33.500,1.250,27.060,34.499
5.200,27.060,1.196,3.811
33.100,1.196,24.890,32.713
78.300,24.890,84.827,78.971
68.800,84.827,74.417,67.401
96.000,74.417,102.900,91.252
98.900,102.900,106.651,92.947
96.200,106.651,105.459,87.509
94.100,105.459,104.920,86.998
35.100,104.920,34.484,33.845
4.400,34.484,3.331,4.590
25.100,3.331,16.039,24.502
95.100,16.039,101.643,93.614
94.600,101.643,102.715,89.718
89.300,102.715,100.124,87.519
55.700,100.124,63.132,57.221
17.800,63.132,13.883,18.914
16.000,13.883,10.611,13.910
50.700,10.611,49.791,49.011
93.700,49.791,102.008,91.683
78.200,102.008,88.225,77.806
2.500,88.225,2.419,3.964
33.500,2.419,26.013,33.587
92.400,26.013,100.011,91.422
57.900,100.011,66.670,60.113
64.000,66.670,72.237,66.619
22.100,72.237,18.668,23.316
80.500,18.668,88.351,83.278
10.200,88.351,6.691,9.951
98.500,6.691,105.950,98.182
29.600,105.950,27.888,29.371
11.500,27.888,7.510,9.850
5.700,7.510,2.122,3.144
32.600,2.122,25.413,33.105
23.200,25.413,17.425,24.682
60.900,17.425,62.739,61.299
2.200,62.739,2.113,3.569
21.800,2.113,12.975,21.317
32.000,12.975,22.661,30.218
6.800,22.661,3.571,7.892
30.900,3.571,23.046,31.029
74.600,23.046,79.809,74.949
13.700,79.809,8.294,11.955
0.700,8.294,2.045,2.977
18.800,2.045,10.346,18.283
29.300,10.346,20.613,28.528
54.000,20.613,52.901,53.384
23.600,52.901,20.299,25.813
38.200,20.299,33.815,38.875
23.600,33.815,19.887,26.551
75.700,19.887,80.890,76.009
63.500,80.890,70.298,64.223
42.200,70.298,45.176,44.746
24.200,45.176,21.699,27.536
78.800,21.699,86.271,80.340
93.400,86.271,103.232,90.953
25.600,103.232,21.358,25.225
78.300,21.358,84.485,79.382
1.800,84.485,2.222,3.567
70.700,2.222,74.097,71.446
66.400,74.097,73.510,67.262
5.600,73.510,3.157,4.960
89.900,3.157,96.527,90.486
73.900,96.527,85.034,75.501
7.100,85.034,5.052,7.706
51.900,5.052,51.125,52.738
12.000,51.125,8.217,12.833
78.700,8.217,84.396,80.723
60.500,84.396,68.835,62.810
21.400,68.835,16.417,21.281
30.400,16.417,25.254,27.344
29.700,25.254,24.822,26.111
32.800,24.822,26.237,27.267
66.300,26.237,70.011,64.854
96.100,70.011,104.039,92.396
19.500,104.039,15.676,20.276
82.400,15.676,88.771,83.950
29.900,88.771,27.524,30.305
74.100,27.524,78.648,72.848
91.800,78.648,99.920,88.612
91.400,99.920,101.755,89.018
10.100,101.755,6.444,10.189
64.800,6.444,68.206,66.672
31.300,68.206,29.761,32.987
93.000,29.761,100.184,91.311
75.500,100.184,86.455,76.458
80.200,86.455,89.711,79.907
69.900,89.711,81.628,73.086
90.000,81.628,99.936,88.478
67.900,99.936,79.462,70.694
48.100,79.462,54.239,51.271
49.600,54.239,55.472,53.709
8.100,55.472,4.210,7.071
60.200,4.210,62.056,61.409
8.900,62.056,4.765,7.623
85.800,4.765,92.000,86.408
39.200,92.000,39.472,39.262
75.700,39.472,80.947,75.075
59.900,80.947,67.640,62.028
41.700,67.640,44.766,44.587
0.000,44.766,0.041,0.845
4.800,0.041,1.636,6.109
2.000,1.636,1.676,6.087
4.400,1.676,1.242,5.363
2.300,1.242,2.378,7.251
6.500,2.378,2.365,7.167
6.000,2.365,2.996,8.169
8.400,2.996,2.755,7.754
6.800,2.755,1.473,5.689
10.600,1.473,4.487,10.490
8.100,4.487,2.996,8.051
9.300,2.996,4.355,10.210
6.500,4.355,3.076,8.183
11.700,3.076,3.874,9.483
10.200,3.874,4.249,10.004
15.000,4.249,5.384,11.645
13.900,5.384,7.960,15.110
19.900,7.960,9.228,16.592
18.300,9.228,10.232,17.759
19.900,10.232,10.542,18.077
18.900,10.542,9.292,16.529
23.100,9.292,12.466,20.366
20.800,12.466,11.767,19.394
25.400,11.767,16.099,24.119
24.600,16.099,14.577,22.300
28.400,14.577,19.285,27.077
25.700,19.285,18.120,25.708
26.300,18.120,16.788,24.464
24.400,16.788,15.942,23.683
27.200,15.942,18.072,25.847
24.700,18.072,17.353,25.027
25.900,17.353,16.075,23.787
25.000,16.075,17.029,24.818
29.800,17.029,20.601,28.162
28.800,20.601,20.885,28.225
32.400,20.885,23.184,30.251
29.900,23.184,22.156,29.222
31.700,22.156,21.563,28.751
29.400,21.563,21.506,28.732
34.800,21.506,26.655,33.147
32.500,26.655,23.895,30.545
37.500,23.895,31.284,36.727
35.700,31.284,30.867,35.998
35.700,30.867,29.474,34.917
33.900,29.474,28.999,34.614
38.300,28.999,30.317,35.690
36.600,30.317,31.230,36.337
41.400,31.230,35.702,39.748
38.800,35.702,35.171,39.096
42.600,35.171,36.716,40.309
40.200,36.716,35.988,39.667
41.200,35.988,35.575,39.391
