# setPoint, prevCurrent, Current
0.000,0.000,0.494
50.000,0.494,3.672
75.000,3.672,6.093
100.000,6.093,8.398
75.000,8.398,6.444
50.000,6.444,4.057
0.000,4.057,0.528
50.000,0.528,3.545
75.000,3.545,6.077
100.000,6.077,8.621
75.000,8.621,6.612
50.000,6.612,4.060
0.000,4.060,0.541
50.000,0.541,3.473
75.000,3.473,5.865
100.000,5.865,8.389
75.000,8.389,6.523
50.000,6.523,3.971
0.000,3.971,0.592
50.000,0.592,3.499
75.000,3.499,5.910
100.000,5.910,8.593
75.000,8.593,6.607
50.000,6.607,4.044
0.000,4.044,0.558
50.000,0.558,3.573
75.000,3.573,6.050
100.000,6.050,8.681
75.000,8.681,6.647
50.000,6.647,4.005
0.000,4.005,0.587
50.000,0.587,3.471
75.000,3.471,6.071
100.000,6.071,8.612
75.000,8.612,6.791
50.000,6.791,4.131
0.000,4.131,0.594
50.000,0.594,3.640
75.000,3.640,6.052
100.000,6.052,8.417
75.000,8.417,6.730
50.000,6.730,4.150
0.000,4.150,0.564
50.000,0.564,3.690
75.000,3.690,6.119
100.000,6.119,8.719
75.000,8.719,6.738
50.000,6.738,4.027
0.000,4.027,0.553
50.000,0.553,3.509
75.000,3.509,6.296
100.000,6.296,8.823
75.000,8.823,6.841
50.000,6.841,4.179
0.000,4.179,0.541
50.000,0.541,3.525
75.000,3.525,6.136
100.000,6.136,8.686
75.000,8.686,6.662
50.000,6.662,4.156
0.000,4.156,0.566
50.000,0.566,3.697
75.000,3.697,6.147
100.000,6.147,8.780
75.000,8.780,6.759
50.000,6.759,3.971
0.000,3.971,0.583
50.000,0.583,3.645
75.000,3.645,6.288
100.000,6.288,8.891
75.000,8.891,6.618
50.000,6.618,4.177
0.000,4.177,0.560
50.000,0.560,3.456
75.000,3.456,6.082
100.000,6.082,8.723
75.000,8.723,6.920
50.000,6.920,4.022
0.000,4.022,0.601
50.000,0.601,3.503
75.000,3.503,6.128
100.000,6.128,8.729
75.000,8.729,6.653
50.000,6.653,4.006
0.000,4.006,0.567
50.000,0.567,3.632
75.000,3.632,6.090
100.000,6.090,8.870
75.000,8.870,6.682
50.000,6.682,4.072
0.000,4.072,0.525
50.000,0.525,3.536
75.000,3.536,6.190
100.000,6.190,8.825
75.000,8.825,6.953
50.000,6.953,4.115
0.000,4.115,0.545
50.000,0.545,3.651
75.000,3.651,6.040
100.000,6.040,8.672
75.000,8.672,6.684
50.000,6.684,4.160
0.000,4.160,0.589
50.000,0.589,3.662
75.000,3.662,6.199
100.000,6.199,8.879
75.000,8.879,6.639
50.000,6.639,4.047
0.000,4.047,0.603
50.000,0.603,3.483
75.000,3.483,6.346
100.000,6.346,8.749
75.000,8.749,6.872
50.000,6.872,4.208
0.000,4.208,0.578
50.000,0.578,3.576
75.000,3.576,6.018
100.000,6.018,8.824
75.000,8.824,6.805
50.000,6.805,4.141
