# setPoint, prevCurrent, Current
0.000,0.000,0.770
6.800,0.770,0.745
13.600,0.745,1.002
20.400,1.002,1.244
27.200,1.244,1.660
34.000,1.660,2.078
40.800,2.078,2.550
47.600,2.550,3.171
54.400,3.171,3.725
62.100,3.725,4.483
69.900,4.483,5.166
77.700,5.166,5.996
85.400,5.996,6.713
92.200,6.713,7.361
99.400,7.361,8.131
100.000,8.131,8.235
99.400,8.235,8.256
92.200,8.256,7.845
85.400,7.845,7.253
77.700,7.253,6.470
69.900,6.470,5.841
62.100,5.841,5.109
54.400,5.109,4.357
47.600,4.357,3.639
40.800,3.639,3.030
34.000,3.030,2.466
27.200,2.466,1.889
20.400,1.889,1.424
13.600,1.424,1.114
6.800,1.114,0.809
0.000,0.809,0.669
