# setPoint, prevTorque, Torque
69.200,1.250,79.362
42.900,79.362,48.571
66.600,48.571,75.213
24.700,75.213,20.880
53.300,20.880,56.786
77.600,56.786,90.552
16.200,90.552,13.147
14.600,13.147,10.517
77.600,10.517,89.933
66.400,89.933,79.306
19.100,79.306,15.441
22.500,15.441,18.826
35.600,18.826,34.095
79.100,34.095,90.978
46.500,90.978,52.689
63.100,52.689,70.819
63.400,70.819,71.446
53.800,71.446,62.011
29.400,62.011,29.475
85.500,29.475,99.470
