# setPoint, prevCurrent, Current
0.000,0.000,0.582
6.800,0.582,0.752
13.600,0.752,0.909
20.400,0.909,1.249
27.200,1.249,1.691
34.000,1.691,2.099
40.800,2.099,2.685
47.600,2.685,3.231
54.400,3.231,3.883
62.100,3.883,4.728
69.900,4.728,5.506
77.700,5.506,6.253
85.400,6.253,7.020
92.200,7.020,7.681
99.400,7.681,8.240
100.000,8.240,8.687
99.400,8.687,8.551
92.200,8.551,8.214
85.400,8.214,7.579
77.700,7.579,6.894
69.900,6.894,6.109
62.100,6.109,5.493
54.400,5.493,4.650
47.600,4.650,4.004
40.800,4.004,3.326
34.000,3.326,2.783
27.200,2.783,2.068
20.400,2.068,1.688
13.600,1.688,1.205
6.800,1.205,0.829
0.000,0.829,0.719
