# setPoint, prevTorque, Torque
69.200,1.250,77.467
38.600,77.467,39.968
66.600,39.968,73.276
19.700,73.276,16.161
53.300,16.161,55.583
77.600,55.583,87.064
12.100,87.064,8.880
10.900,8.880,7.679
77.600,7.679,88.502
60.000,88.502,70.030
14.600,70.030,12.590
22.500,12.590,18.462
35.600,18.462,33.556
79.100,33.556,90.423
42.100,90.423,46.141
63.100,46.141,69.594
63.400,69.594,70.712
48.700,70.712,54.961
24.400,54.961,22.551
85.500,22.551,95.773
