# setPoint, prevCurrent, Current
100.000,0.000,8.149
100.000,8.149,8.686
100.000,8.686,8.662
100.000,8.662,8.678
100.000,8.678,8.872
100.000,8.872,8.778
100.000,8.778,9.167
100.000,9.167,8.781
100.000,8.781,9.290
100.000,9.290,8.894
100.000,8.894,9.038
100.000,9.038,9.102
100.000,9.102,8.847
100.000,8.847,9.333
100.000,9.333,8.818
100.000,8.818,9.151
100.000,9.151,8.958
100.000,8.958,9.016
100.000,9.016,9.230
100.000,9.230,9.039
100.000,9.039,9.603
100.000,9.603,9.163
100.000,9.163,9.410
100.000,9.410,9.284
100.000,9.284,9.139
100.000,9.139,9.568
100.000,9.568,9.220
100.000,9.220,9.493
100.000,9.493,9.373
100.000,9.373,9.412
