# setPoint, prevCurrent, Current
100.000,0.000,8.507
100.000,8.507,8.540
100.000,8.540,8.529
100.000,8.529,8.480
100.000,8.480,8.624
100.000,8.624,8.628
100.000,8.628,8.669
100.000,8.669,8.588
100.000,8.588,8.426
100.000,8.426,8.514
100.000,8.514,8.523
100.000,8.523,8.672
100.000,8.672,8.756
100.000,8.756,8.668
100.000,8.668,8.544
100.000,8.544,8.476
100.000,8.476,8.485
100.000,8.485,8.694
100.000,8.694,8.700
100.000,8.700,8.627
100.000,8.627,8.502
100.000,8.502,8.436
100.000,8.436,8.522
100.000,8.522,8.633
100.000,8.633,8.734
100.000,8.734,8.754
100.000,8.754,8.532
100.000,8.532,8.512
100.000,8.512,8.553
100.000,8.553,8.603
100.000,8.603,8.826
100.000,8.826,8.850
100.000,8.850,8.318
100.000,8.318,8.633
100.000,8.633,8.646
100.000,8.646,8.572
100.000,8.572,8.591
100.000,8.591,8.637
100.000,8.637,8.709
100.000,8.709,8.749
100.000,8.749,8.782
100.000,8.782,8.648
100.000,8.648,8.575
100.000,8.575,8.627
100.000,8.627,8.717
100.000,8.717,8.744
100.000,8.744,8.770
100.000,8.770,8.624
100.000,8.624,8.603
100.000,8.603,8.680
100.000,8.680,8.722
100.000,8.722,8.769
100.000,8.769,8.143
100.000,8.143,8.568
100.000,8.568,8.737
100.000,8.737,8.803
100.000,8.803,8.471
100.000,8.471,8.568
100.000,8.568,8.708
100.000,8.708,8.672
