# setPoint, prevCurrent, Current
100.000,0.000,7.997
100.000,7.997,8.064
100.000,8.064,8.417
100.000,8.417,8.171
100.000,8.171,8.484
100.000,8.484,8.489
100.000,8.489,8.694
100.000,8.694,8.698
100.000,8.698,8.675
100.000,8.675,8.509
100.000,8.509,8.548
100.000,8.548,8.693
100.000,8.693,8.530
100.000,8.530,8.822
100.000,8.822,8.503
100.000,8.503,8.975
100.000,8.975,8.544
100.000,8.544,8.784
100.000,8.784,8.679
100.000,8.679,8.771
100.000,8.771,8.398
100.000,8.398,8.698
100.000,8.698,8.652
100.000,8.652,8.656
100.000,8.656,8.574
100.000,8.574,8.462
100.000,8.462,8.897
100.000,8.897,8.471
100.000,8.471,8.687
100.000,8.687,8.597
100.000,8.597,8.942
100.000,8.942,8.547
100.000,8.547,8.511
100.000,8.511,8.603
100.000,8.603,8.824
100.000,8.824,8.387
100.000,8.387,8.612
100.000,8.612,8.618
100.000,8.618,8.891
100.000,8.891,8.634
100.000,8.634,8.739
100.000,8.739,8.852
100.000,8.852,8.636
100.000,8.636,8.664
100.000,8.664,8.312
100.000,8.312,8.747
100.000,8.747,8.689
100.000,8.689,8.727
100.000,8.727,8.656
100.000,8.656,8.743
100.000,8.743,8.668
100.000,8.668,8.694
100.000,8.694,8.582
100.000,8.582,8.895
100.000,8.895,8.653
100.000,8.653,8.564
100.000,8.564,8.790
100.000,8.790,8.580
100.000,8.580,8.773
100.000,8.773,8.514
