# Actual Command, Previous Torque, Measured Torque, Predicted Command
33.500,1.250,27.060,33.512
5.200,27.060,1.196,5.096
33.100,1.196,24.890,31.810
78.300,24.890,84.827,77.847
68.800,84.827,74.417,66.625
96.000,74.417,102.900,91.539
98.900,102.900,106.651,93.743
96.200,106.651,105.459,91.252
94.100,105.459,104.920,90.769
35.100,104.920,34.484,34.063
4.400,34.484,3.331,5.801
25.100,3.331,16.039,24.064
95.100,16.039,101.643,92.398
94.600,101.643,102.715,90.180
89.300,102.715,100.124,87.813
55.700,100.124,63.132,56.820
17.800,63.132,13.883,19.732
16.000,13.883,10.611,14.846
50.700,10.611,49.791,46.962
93.700,49.791,102.008,91.708
78.200,102.008,88.225,77.549
2.500,88.225,2.419,6.277
33.500,2.419,26.013,32.645
92.400,26.013,100.011,90.712
57.900,100.011,66.670,59.665
64.000,66.670,72.237,65.595
22.100,72.237,18.668,23.977
80.500,18.668,88.351,78.760
10.200,88.351,6.691,11.868
98.500,6.691,105.950,94.720
29.600,105.950,27.888,31.114
11.500,27.888,7.510,13.803
5.700,7.510,2.122,7.306
32.600,2.122,25.413,32.185
23.200,25.413,17.425,24.390
60.900,17.425,62.739,59.884
2.200,62.739,2.113,5.608
21.800,2.113,12.975,21.077
32.000,12.975,22.661,29.485
6.800,22.661,3.571,8.797
30.900,3.571,23.046,30.216
74.600,23.046,79.809,73.712
13.700,79.809,8.294,13.644
0.700,8.294,2.045,4.611
18.800,2.045,10.346,18.243
29.300,10.346,20.613,27.878
54.000,20.613,52.901,52.008
23.600,52.901,20.299,25.868
38.200,20.299,33.815,37.779
23.600,33.815,19.887,26.233
75.700,19.887,80.890,74.720
63.500,80.890,70.298,63.365
42.200,70.298,45.176,44.036
24.200,45.176,21.699,27.322
78.800,21.699,86.271,79.161
93.400,86.271,103.232,91.328
25.600,103.232,21.358,26.230
78.300,21.358,84.485,77.676
1.800,84.485,2.222,5.900
70.700,2.222,74.097,69.641
66.400,74.097,73.510,66.330
5.600,73.510,3.157,7.083
89.900,3.157,96.527,88.281
73.900,96.527,85.034,75.069
7.100,85.034,5.052,9.758
51.900,5.052,51.125,51.267
12.000,51.125,8.217,13.886
78.700,8.217,84.396,75.449
60.500,84.396,68.835,62.012
21.400,68.835,16.417,22.030
30.400,16.417,25.254,28.193
