# setPoint, prevsetPoint, Current
11.700,1.250,4.970
45.200,4.970,40.727
55.600,40.727,53.594
43.700,53.594,43.659
84.600,43.659,91.438
90.200,91.438,97.621
11.200,97.621,4.040
93.000,4.040,96.772
96.100,96.772,103.539
42.700,103.539,43.815
13.600,43.815,7.337
47.500,7.337,45.521
4.800,45.521,0.233
87.900,0.233,92.221
59.200,92.221,65.314
68.800,65.314,74.879
28.700,74.879,24.593
9.900,24.593,4.328
69.300,4.328,71.991
64.500,71.991,70.050
10.200,70.050,4.346
50.500,4.346,47.902
27.700,47.902,22.842
11.500,22.842,6.598
54.700,6.598,52.587
33.200,52.587,30.842
81.600,30.842,87.870
91.700,87.870,98.759
96.900,98.759,107.020
23.200,107.020,18.339
4.100,18.339,0.325
72.100,0.325,75.385
61.000,75.385,65.504
82.800,65.504,89.672
56.700,89.672,63.214
54.400,63.214,60.972
92.000,60.972,100.176
56.300,100.176,64.127
82.900,64.127,90.097
98.200,90.097,106.161
28.400,106.161,25.204
8.200,25.204,2.706
48.100,2.706,46.029
8.400,46.029,3.129
52.000,3.129,49.957
71.900,49.957,76.031
79.500,76.031,85.319
45.100,85.319,47.509
69.800,47.509,75.220
12.400,75.220,7.655
44.500,7.655,41.325
97.700,41.325,105.398
63.800,105.398,72.987
46.500,72.987,51.227
15.600,51.227,11.729
7.500,11.729,2.843
61.500,2.843,63.621
59.500,63.621,62.391
86.700,62.391,94.023
98.900,94.023,106.827
10.500,106.827,5.951
77.700,5.951,81.640
42.500,81.640,45.469
69.400,45.469,73.288
88.200,73.288,97.206
95.700,97.206,104.778
32.200,104.778,31.287
99.900,31.287,108.039
78.900,108.039,92.359
56.500,92.359,64.988
58.400,64.988,66.848
24.900,66.848,21.061
56.100,21.061,59.217
47.300,59.217,50.026
71.100,50.026,76.877
2.600,76.877,-0.727
83.500,-0.727,89.865
19.500,89.865,14.513
33.500,14.513,28.892
36.500,28.892,31.310
28.300,31.310,24.211
29.700,24.211,25.169
1.400,25.169,-0.944
45.400,-0.944,41.457
41.500,41.457,38.706
61.200,38.706,62.734
36.700,62.734,36.126
43.400,36.126,41.359
78.700,41.359,84.263
40.600,84.263,42.024
32.500,42.024,31.858
5.400,31.858,1.231
27.800,1.231,19.856
50.700,19.856,49.360
70.000,49.360,74.917
59.900,74.917,64.464
1.500,64.464,-0.799
28.700,-0.799,19.773
21.800,19.773,16.099
71.800,16.099,75.369
95.800,75.369,104.870
26.900,104.870,23.853
95.900,23.853,103.719
78.400,103.719,90.029
97.900,90.029,107.645
79.700,107.645,93.315
26.200,93.315,24.319
43.400,24.319,42.758
30.100,42.758,30.434
87.100,30.434,95.257
75.100,95.257,87.402
50.800,87.402,58.056
43.500,58.056,48.890
80.100,48.890,87.382
7.700,87.382,4.649
32.800,4.649,25.864
49.900,25.864,49.638
1.800,49.638,-1.027
23.400,-1.027,15.444
29.700,15.444,21.256
3.800,21.256,-0.195
81.300,-0.195,86.033
55.700,86.033,62.763
94.800,62.763,103.440
6.400,103.440,2.050
28.300,2.050,19.837
28.000,19.837,18.757
78.100,18.757,82.843
3.600,82.843,1.141
37.800,1.141,32.076
17.800,32.076,13.321
42.300,13.321,38.078
85.100,38.078,93.174
16.900,93.174,12.303
43.600,12.303,40.757
6.600,40.757,1.844
71.500,1.844,75.021
42.200,75.021,44.061
78.300,44.061,84.655
76.900,84.655,84.265
15.800,84.265,11.834
37.000,11.834,32.075
41.200,32.075,36.758
17.400,36.758,12.176
3.100,12.176,0.041
52.200,0.041,50.823
80.900,50.823,88.127
12.200,88.127,7.185
33.100,7.185,26.462
77.900,26.462,84.410
64.900,84.410,73.558
74.200,73.558,79.563
17.500,79.563,13.867
19.300,13.867,14.383
19.200,14.383,14.928
56.800,14.928,57.796
26.600,57.796,23.984
33.600,23.984,30.388
92.100,30.388,102.189
11.400,102.189,6.676
64.200,6.676,68.046
4.700,68.046,0.099
8.200,0.099,1.893
67.900,1.893,71.287
14.900,71.287,9.985
81.600,9.985,87.473
21.600,87.473,17.857
40.500,17.857,36.649
47.700,36.649,46.487
66.600,46.487,71.316
24.900,71.316,21.922
69.800,21.922,73.806
70.800,73.806,77.177
24.400,77.177,19.684
71.200,19.684,76.985
12.400,76.985,6.840
91.600,6.840,98.654
23.700,98.654,18.727
41.100,18.727,38.408
74.300,38.408,79.974
27.500,79.974,26.957
84.500,26.957,91.690
41.200,91.690,44.150
71.400,44.150,78.337
58.600,78.337,65.017
55.600,65.017,63.360
73.500,63.360,80.912
38.200,80.912,40.308
97.800,40.308,108.732
77.900,108.732,92.082
19.300,92.082,16.048
72.300,16.048,77.827
27.500,77.827,25.405
12.200,25.405,6.895
15.100,6.895,9.532
82.200,9.532,88.737
85.300,88.737,96.258
4.400,96.258,0.095
65.600,0.095,69.290
20.300,69.290,16.247
84.500,16.247,90.646
11.000,90.646,5.601
79.300,5.601,84.790
28.600,84.790,27.259
94.600,27.259,102.611
15.000,102.611,10.962
55.200,10.962,56.856
37.300,56.856,38.266
22.800,38.266,19.550
2.700,19.550,0.657
13.500,0.657,5.355
43.400,5.355,40.383
54.300,40.383,55.209
36.400,55.209,35.451
12.700,35.451,8.121
8.600,8.121,2.900
38.200,2.900,33.850
23.000,33.850,19.055
38.300,19.055,33.977
19.400,33.977,15.454
13.100,15.454,8.733
29.900,8.733,23.582
43.900,23.582,40.703
40.700,40.703,38.128
48.400,38.128,46.562
96.800,46.562,106.464
36.300,106.464,35.455
53.600,35.455,56.839
75.500,56.839,83.727
55.200,83.727,63.854
3.100,63.854,0.737
77.600,0.737,83.178
39.100,83.178,41.122
0.000,41.122,-0.956
60.400,-0.956,62.572
55.700,62.572,60.196
77.900,60.196,84.820
44.800,84.820,48.238
6.100,48.238,2.089
89.000,2.089,96.259
47.000,96.259,50.725
52.200,50.725,56.583
21.000,56.583,17.355
74.300,17.355,80.336
65.500,80.336,73.956
41.000,73.956,43.896
93.800,43.896,103.918
3.700,103.918,0.598
73.500,0.598,78.510
16.700,78.510,13.100
0.400,13.100,-0.943
37.000,-0.943,32.603
1.100,32.603,-1.217
67.100,-1.217,70.089
59.800,70.089,64.986
10.300,64.986,6.052
94.800,6.052,102.765
86.800,102.765,101.631
71.300,101.631,83.433
75.700,83.433,87.853
16.500,87.853,11.970
0.500,11.970,-1.048
95.300,-1.048,105.102
55.800,105.102,63.306
71.400,63.306,78.593
57.800,78.593,67.625
38.800,67.625,41.951
95.700,41.951,106.879
5.700,106.879,1.046
24.100,1.046,16.374
66.700,16.374,69.739
23.800,69.739,19.814
81.700,19.814,88.819
85.500,88.819,96.261
60.400,96.261,69.803
80.400,69.803,89.626
16.400,89.626,13.376
68.900,13.376,75.630
93.100,75.630,104.277
61.000,104.277,72.939
36.900,72.939,39.610
46.100,39.610,49.367
54.000,49.367,58.519
22.900,58.519,20.625
54.200,20.625,57.124
11.000,57.124,7.327
69.500,7.327,73.820
16.500,73.820,13.323
12.000,13.323,8.181
59.100,8.181,61.752
98.300,61.752,108.324
36.700,108.324,37.378
29.300,37.378,28.096
64.800,28.096,70.488
33.100,70.488,33.283
78.200,33.283,86.828
27.700,86.828,26.847
1.400,26.847,-1.092
47.000,-1.092,45.182
40.300,45.182,39.213
57.900,39.213,59.745
82.500,59.745,92.488
96.300,92.488,108.725
30.400,108.725,30.253
62.700,30.253,67.054
12.400,67.054,8.034
34.900,8.034,29.944
9.100,29.944,6.160
79.500,6.160,85.871
45.500,85.871,50.432
55.000,50.432,59.536
0.800,59.536,-0.980
69.200,-0.980,73.369
31.200,73.369,30.873
73.900,30.873,79.738
97.100,79.738,108.508
22.400,108.508,17.955
15.600,17.955,14.081
12.600,14.081,8.297
83.500,8.297,91.268
37.900,91.268,38.657
25.200,38.657,23.803
61.700,23.803,65.338
26.400,65.338,25.221
71.600,25.221,78.068
31.900,78.068,32.583
16.900,32.583,14.187
47.600,14.187,47.379
94.200,47.379,104.472
83.200,104.472,98.057
13.700,98.057,9.661
99.500,9.661,110.666
90.700,110.666,107.080
39.500,107.080,43.290
31.900,43.290,32.318
65.500,32.318,72.374
66.800,72.374,73.288
99.600,73.288,113.625
95.900,113.625,110.966
13.900,110.966,11.224
82.200,11.224,91.859
56.600,91.859,66.665
96.800,66.665,109.837
79.900,109.837,97.183
1.600,97.183,-0.339
15.700,-0.339,8.551
7.700,8.551,1.987
76.900,1.987,84.786
97.000,84.786,110.438
80.000,110.438,95.076
23.800,95.076,19.678
23.600,19.678,20.579
85.800,20.579,95.098
82.900,95.098,96.186
6.000,96.186,3.110
49.300,3.110,50.628
1.500,50.628,-0.734
87.100,-0.734,96.059
4.900,96.059,1.492
64.700,1.492,70.988
40.000,70.988,41.567
91.900,41.567,104.005
13.300,104.005,9.244
45.600,9.244,45.073
15.800,45.073,12.826
97.500,12.826,107.456
11.700,107.456,7.330
93.100,7.330,103.405
94.000,103.405,107.247
36.200,107.247,38.267
96.700,38.267,109.015
