# setPoint, prevCurrent, Current
0.000,0.000,0.799
0.000,0.799,0.833
0.000,0.833,0.776
0.000,0.776,0.802
0.000,0.802,0.932
0.000,0.932,0.895
0.000,0.895,0.824
0.000,0.824,0.860
0.000,0.860,0.788
0.000,0.788,0.818
0.000,0.818,0.782
0.000,0.782,0.728
0.000,0.728,0.812
0.000,0.812,0.878
0.000,0.878,0.791
0.000,0.791,0.883
0.000,0.883,0.766
0.000,0.766,0.716
0.000,0.716,0.779
0.000,0.779,0.832
0.000,0.832,0.825
0.000,0.825,0.771
0.000,0.771,0.819
0.000,0.819,0.686
0.000,0.686,0.782
0.000,0.782,0.722
0.000,0.722,0.815
0.000,0.815,0.787
0.000,0.787,0.815
0.000,0.815,0.749
0.000,0.749,0.780
0.000,0.780,0.825
0.000,0.825,0.807
0.000,0.807,0.823
0.000,0.823,0.780
0.000,0.780,0.804
0.000,0.804,0.846
0.000,0.846,0.872
0.000,0.872,0.807
0.000,0.807,0.777
0.000,0.777,0.814
0.000,0.814,0.806
0.000,0.806,0.834
0.000,0.834,0.852
0.000,0.852,0.796
0.000,0.796,0.724
0.000,0.724,0.825
0.000,0.825,0.861
0.000,0.861,0.771
0.000,0.771,0.760
0.000,0.760,0.775
0.000,0.775,0.752
0.000,0.752,0.833
0.000,0.833,0.829
0.000,0.829,0.800
0.000,0.800,0.769
0.000,0.769,0.751
0.000,0.751,0.796
0.000,0.796,0.751
0.000,0.751,0.805
