# setPoint, prevsetPoint, Current
47.00,70.00,54.53
24.00,47.00,22.29
10.00,24.00,6.43
86.00,10.00,96.72
36.00,86.00,37.48
26.00,36.00,25.00
5.00,26.00,2.35
45.00,5.00,44.35
68.00,45.00,74.77
43.00,68.00,48.21
13.00,43.00,9.48
89.00,13.00,102.64
86.00,89.00,100.24
87.00,86.00,102.11
23.00,87.00,21.07
62.00,23.00,67.59
1.00,62.00,0.93
0.00,1.00,-0.16
4.00,0.00,1.00
0.00,4.00,0.78
0.00,0.00,0.64
0.00,0.00,0.43
6.00,0.00,1.46
3.00,6.00,0.77
5.00,3.00,1.02
4.00,5.00,0.94
7.00,4.00,1.58
4.00,7.00,1.31
9.00,4.00,2.65
9.00,9.00,2.40
15.00,9.00,5.99
12.00,15.00,4.33
16.00,12.00,7.54
15.00,16.00,6.69
18.00,15.00,10.14
16.00,18.00,8.44
20.00,16.00,11.23
18.00,20.00,10.89
26.00,18.00,20.05
25.00,26.00,18.68
27.00,25.00,20.31
26.00,27.00,19.06
27.00,26.00,20.80
25.00,27.00,19.14
27.00,25.00,20.85
23.00,27.00,17.91
26.00,23.00,19.93
25.00,26.00,19.51
29.00,25.00,21.78
26.00,29.00,20.76
26.00,26.00,21.48
25.00,26.00,20.24
32.00,25.00,27.52
30.00,32.00,24.98
33.00,30.00,25.81
31.00,33.00,26.37
34.00,31.00,29.76
34.00,34.00,30.55
41.00,34.00,38.36
39.00,41.00,36.34
42.00,39.00,39.10
40.00,42.00,38.57
42.00,40.00,39.08
40.00,42.00,37.34
43.00,40.00,41.88
41.00,43.00,39.66
45.00,41.00,42.72
43.00,45.00,43.30
43.00,43.00,41.83
42.00,43.00,42.08
44.00,42.00,43.37
41.00,44.00,40.24
47.00,41.00,47.40
47.00,47.00,49.08
54.00,47.00,56.35
53.00,54.00,55.07
61.00,53.00,65.70
58.00,61.00,64.03
64.00,58.00,70.23
62.00,64.00,70.20
66.00,62.00,71.95
64.00,66.00,70.98
67.00,64.00,76.79
66.00,67.00,72.66
68.00,66.00,75.95
67.00,68.00,74.59
74.00,67.00,83.07
72.00,74.00,82.02
80.00,72.00,91.98
76.00,80.00,88.73
84.00,76.00,97.54
80.00,84.00,94.51
81.00,80.00,94.11
80.00,81.00,93.68
87.00,80.00,102.19
86.00,87.00,101.56
90.00,86.00,105.11
88.00,90.00,102.97
90.00,88.00,103.35
88.00,90.00,104.46
90.00,88.00,105.06
86.00,90.00,103.18
90.00,86.00,105.89
87.00,90.00,104.06
90.00,87.00,104.11
87.00,90.00,103.05
90.00,87.00,105.09
87.00,90.00,103.72
90.00,87.00,105.41
88.00,90.00,104.32
90.00,88.00,103.99
89.00,90.00,106.58
90.00,89.00,105.92
86.00,90.00,103.48
88.00,86.00,104.03
85.00,88.00,103.52
90.00,85.00,104.94
100.00,90.00,117.74
96.00,100.00,116.04
98.00,96.00,116.18
93.00,98.00,113.14
94.00,93.00,114.02
92.00,94.00,112.90
95.00,92.00,116.14
90.00,95.00,111.14
90.00,90.00,111.79
83.00,90.00,104.41
84.00,83.00,104.70
76.00,84.00,95.25
78.00,76.00,98.65
77.00,78.00,96.57
79.00,77.00,97.34
78.00,79.00,97.82
81.00,78.00,100.31
74.00,81.00,93.24
76.00,74.00,95.90
71.00,76.00,89.86
74.00,71.00,91.15
71.00,74.00,91.02
75.00,71.00,91.99
70.00,75.00,89.83
70.00,70.00,89.87
64.00,70.00,80.79
65.00,64.00,80.96
64.00,65.00,81.34
64.00,64.00,80.77
62.00,64.00,79.95
66.00,62.00,81.98
60.00,66.00,76.44
61.00,60.00,77.16
54.00,61.00,68.56
54.00,54.00,67.68
47.00,54.00,58.49
48.00,47.00,58.40
42.00,48.00,48.92
45.00,42.00,51.49
37.00,45.00,43.23
40.00,37.00,46.50
35.00,40.00,39.51
36.00,35.00,39.59
34.00,36.00,37.33
37.00,34.00,39.99
30.00,37.00,33.06
33.00,30.00,34.24
28.00,33.00,30.05
28.00,28.00,30.06
26.00,28.00,26.24
28.00,26.00,28.43
24.00,28.00,25.38
25.00,24.00,25.77
18.00,25.00,18.47
22.00,18.00,20.32
15.00,22.00,13.11
15.00,15.00,14.30
10.00,15.00,7.91
12.00,10.00,8.10
10.00,12.00,6.38
11.00,10.00,7.89
10.00,11.00,6.95
12.00,10.00,9.53
10.00,12.00,6.99
11.00,10.00,7.59
10.00,11.00,6.07
11.00,10.00,7.76
10.00,11.00,5.78
11.00,10.00,7.66
10.00,11.00,5.13
11.00,10.00,7.05
11.00,11.00,6.59
14.00,11.00,8.18
13.00,14.00,8.65
16.00,13.00,12.70
16.00,16.00,11.10
16.00,16.00,10.90
15.00,16.00,10.67
18.00,15.00,14.38
12.00,18.00,7.93
14.00,12.00,9.85
10.00,14.00,5.68
12.00,10.00,6.79
10.00,12.00,5.91
13.00,10.00,8.52
10.00,13.00,6.28
13.00,10.00,8.06
10.00,13.00,6.07
13.00,10.00,8.19
10.00,13.00,6.75
11.00,10.00,7.27
10.00,11.00,6.96
10.00,10.00,6.95
10.00,10.00,5.69
11.00,10.00,6.90
10.00,11.00,6.49
12.00,10.00,6.76
12.00,12.00,8.24
16.00,12.00,10.88
10.00,16.00,6.43
