# setPoint, prevsetPoint, Current
36.00,0.00,31.16
10.00,36.00,5.60
16.00,10.00,8.18
88.00,16.00,96.72
49.00,88.00,54.16
40.00,49.00,42.31
20.00,40.00,17.32
52.00,20.00,52.00
22.00,52.00,20.29
39.00,22.00,36.58
3.00,39.00,2.94
64.00,3.00,67.61
81.00,64.00,87.99
99.00,81.00,109.41
16.00,99.00,14.34
0.00,16.00,0.82
11.00,0.00,3.78
56.00,11.00,56.88
34.00,56.00,33.02
63.00,34.00,66.40
52.00,63.00,56.40
72.00,52.00,76.70
87.00,72.00,96.72
26.00,87.00,25.00
42.00,26.00,39.89
4.00,42.00,1.58
50.00,4.00,49.78
15.00,50.00,11.15
30.00,15.00,22.66
72.00,30.00,77.94
13.00,72.00,9.10
4.00,13.00,2.28
9.00,4.00,3.52
60.00,9.00,63.60
9.00,60.00,4.87
95.00,9.00,104.39
89.00,95.00,100.06
56.00,89.00,66.35
73.00,56.00,80.89
81.00,73.00,90.77
87.00,81.00,96.65
91.00,87.00,101.70
52.00,91.00,60.75
20.00,52.00,18.95
29.00,20.00,25.25
99.00,29.00,108.48
20.00,99.00,17.94
53.00,20.00,54.90
24.00,53.00,22.33
83.00,24.00,91.53
95.00,83.00,105.32
77.00,95.00,90.62
55.00,77.00,64.69
5.00,55.00,3.20
13.00,5.00,7.86
42.00,13.00,40.12
36.00,42.00,34.24
37.00,36.00,34.59
20.00,37.00,18.15
99.00,20.00,109.27
29.00,99.00,28.67
39.00,29.00,38.09
84.00,39.00,93.62
93.00,84.00,104.27
64.00,93.00,75.94
79.00,64.00,88.54
65.00,79.00,78.37
79.00,65.00,89.60
98.00,79.00,110.84
54.00,98.00,64.34
70.00,54.00,80.96
25.00,70.00,24.62
82.00,25.00,92.17
32.00,82.00,32.59
90.00,32.00,99.09
8.00,90.00,4.36
42.00,8.00,40.48
52.00,42.00,53.48
58.00,52.00,60.64
73.00,58.00,81.04
45.00,73.00,49.69
17.00,45.00,15.65
72.00,17.00,80.23
58.00,72.00,66.01
50.00,58.00,57.25
8.00,50.00,5.57
66.00,8.00,71.09
16.00,66.00,15.04
36.00,16.00,33.79
74.00,36.00,82.58
93.00,74.00,103.99
35.00,93.00,37.31
42.00,35.00,42.91
92.00,42.00,104.72
5.00,92.00,3.55
71.00,5.00,77.97
22.00,71.00,19.95
81.00,22.00,90.58
92.00,81.00,103.28
26.00,92.00,24.85
24.00,26.00,20.59
58.00,24.00,62.40
98.00,58.00,110.09
39.00,98.00,42.00
23.00,39.00,22.37
11.00,23.00,9.34
43.00,11.00,43.19
91.00,43.00,100.85
2.00,91.00,1.17
0.00,2.00,0.71
79.00,0.00,88.90
45.00,79.00,50.41
62.00,45.00,67.36
16.00,62.00,13.12
84.00,16.00,94.13
25.00,84.00,22.71
5.00,25.00,2.19
54.00,5.00,55.48
64.00,54.00,68.22
78.00,64.00,86.11
4.00,78.00,1.82
64.00,4.00,69.95
97.00,64.00,109.82
74.00,97.00,88.70
78.00,74.00,90.74
28.00,78.00,27.95
12.00,28.00,9.65
31.00,12.00,25.61
19.00,31.00,16.71
5.00,19.00,3.38
22.00,5.00,15.77
70.00,22.00,77.88
50.00,70.00,56.93
1.00,50.00,0.67
66.00,1.00,71.35
13.00,66.00,10.34
69.00,13.00,75.99
34.00,69.00,34.96
34.00,34.00,37.03
71.00,34.00,78.74
34.00,71.00,35.80
49.00,34.00,52.21
58.00,49.00,61.33
13.00,58.00,11.07
27.00,13.00,21.87
16.00,27.00,12.63
37.00,16.00,33.68
36.00,37.00,33.67
73.00,36.00,80.44
77.00,73.00,86.90
54.00,77.00,63.05
61.00,54.00,67.99
38.00,61.00,40.86
23.00,38.00,21.66
77.00,23.00,84.73
8.00,77.00,5.19
43.00,8.00,41.58
84.00,43.00,93.71
62.00,84.00,72.97
20.00,62.00,17.79
85.00,20.00,96.23
57.00,85.00,66.53
63.00,57.00,72.19
47.00,63.00,53.40
30.00,47.00,30.61
24.00,30.00,23.52
54.00,24.00,57.68
9.00,54.00,6.60
89.00,9.00,99.94
27.00,89.00,24.53
33.00,27.00,32.86
99.00,33.00,111.61
22.00,99.00,20.88
30.00,22.00,26.87
11.00,30.00,8.60
1.00,11.00,1.40
83.00,1.00,94.11
96.00,83.00,109.44
60.00,96.00,71.13
16.00,60.00,13.45
15.00,16.00,11.96
65.00,15.00,71.58
53.00,65.00,60.55
45.00,53.00,51.90
10.00,45.00,6.43
13.00,10.00,8.19
50.00,13.00,51.60
40.00,50.00,41.95
29.00,40.00,29.99
14.00,29.00,10.86
94.00,14.00,105.98
12.00,94.00,8.41
90.00,12.00,100.70
23.00,90.00,20.65
14.00,23.00,11.72
44.00,14.00,43.88
42.00,44.00,41.43
23.00,42.00,21.16
14.00,23.00,12.35
46.00,14.00,47.61
63.00,46.00,68.47
53.00,63.00,59.47
90.00,53.00,102.79
67.00,90.00,80.71
19.00,67.00,18.29
6.00,19.00,3.31
89.00,6.00,100.98
50.00,89.00,57.23
31.00,50.00,33.46
7.00,31.00,4.28
61.00,7.00,67.13
14.00,61.00,12.41
54.00,14.00,57.09
11.00,54.00,7.27
70.00,11.00,77.52
89.00,70.00,100.79
15.00,89.00,12.95
38.00,15.00,37.14
72.00,38.00,81.53
34.00,72.00,36.24
10.00,34.00,7.60
38.00,10.00,36.38
80.00,38.00,91.14
1.00,80.00,1.23
61.00,1.00,64.86
70.00,61.00,76.83
18.00,70.00,16.39
3.00,18.00,1.95
72.00,3.00,81.20
15.00,72.00,13.42
60.00,15.00,64.39
64.00,60.00,67.99
70.00,64.00,78.57
