# setPoint, prevCurrent, Current
500.000,0.000,7.615
500.000,7.615,8.107
500.000,8.107,8.181
500.000,8.181,8.268
500.000,8.268,8.162
500.000,8.162,8.289
500.000,8.289,8.301
500.000,8.301,8.405
500.000,8.405,8.678
500.000,8.678,8.676
500.000,8.676,8.656
500.000,8.656,8.647
500.000,8.647,8.730
500.000,8.730,8.643
500.000,8.643,8.759
500.000,8.759,8.848
500.000,8.848,8.834
500.000,8.834,8.771
500.000,8.771,8.968
500.000,8.968,8.888
500.000,8.888,8.814
500.000,8.814,8.734
500.000,8.734,8.923
500.000,8.923,8.805
500.000,8.805,8.848
500.000,8.848,8.906
500.000,8.906,8.731
500.000,8.731,8.741
500.000,8.741,8.953
500.000,8.953,8.810
500.000,8.810,9.063
500.000,9.063,8.831
500.000,8.831,8.785
500.000,8.785,8.778
500.000,8.778,8.748
500.000,8.748,8.825
500.000,8.825,9.110
500.000,9.110,8.962
500.000,8.962,8.984
500.000,8.984,8.768
500.000,8.768,9.101
500.000,9.101,8.916
500.000,8.916,9.080
500.000,9.080,8.766
500.000,8.766,9.139
500.000,9.139,8.978
500.000,8.978,8.908
500.000,8.908,8.891
500.000,8.891,8.909
500.000,8.909,8.833
500.000,8.833,9.163
500.000,9.163,8.883
500.000,8.883,9.316
500.000,9.316,8.907
500.000,8.907,9.042
500.000,9.042,8.919
500.000,8.919,8.875
500.000,8.875,8.817
500.000,8.817,9.060
500.000,9.060,8.902
500.000,8.902,9.079
500.000,9.079,9.039
500.000,9.039,9.182
500.000,9.182,9.085
500.000,9.085,9.153
500.000,9.153,8.891
500.000,8.891,9.056
500.000,9.056,9.065
500.000,9.065,9.075
500.000,9.075,8.975
500.000,8.975,9.187
500.000,9.187,8.943
500.000,8.943,9.113
500.000,9.113,8.883
500.000,8.883,9.353
500.000,9.353,9.055
500.000,9.055,9.144
500.000,9.144,9.037
500.000,9.037,9.006
500.000,9.006,9.006
500.000,9.006,9.291
500.000,9.291,8.921
500.000,8.921,9.166
500.000,9.166,9.133
500.000,9.133,9.189
500.000,9.189,8.968
500.000,8.968,9.189
500.000,9.189,8.886
500.000,8.886,9.262
500.000,9.262,9.019
500.000,9.019,9.196
500.000,9.196,9.106
500.000,9.106,9.018
500.000,9.018,9.086
500.000,9.086,9.415
500.000,9.415,8.938
500.000,8.938,9.323
500.000,9.323,9.311
500.000,9.311,9.338
500.000,9.338,9.296
