# setPoint, prevCurrent, Current
100.000,0.000,7.846
100.000,7.846,7.724
100.000,7.724,8.489
100.000,8.489,8.372
100.000,8.372,8.403
100.000,8.403,8.324
100.000,8.324,8.413
100.000,8.413,8.476
100.000,8.476,8.528
100.000,8.528,8.669
100.000,8.669,8.487
100.000,8.487,8.506
100.000,8.506,8.789
100.000,8.789,8.445
100.000,8.445,8.648
100.000,8.648,8.764
100.000,8.764,8.857
100.000,8.857,8.534
100.000,8.534,8.999
100.000,8.999,8.779
100.000,8.779,8.823
100.000,8.823,9.035
100.000,9.035,8.881
100.000,8.881,8.541
100.000,8.541,8.896
100.000,8.896,7.759
100.000,7.759,8.399
100.000,8.399,8.183
100.000,8.183,8.551
100.000,8.551,8.423
100.000,8.423,8.321
100.000,8.321,8.476
100.000,8.476,8.538
100.000,8.538,8.451
100.000,8.451,8.453
100.000,8.453,8.614
100.000,8.614,8.634
100.000,8.634,8.733
100.000,8.733,8.612
100.000,8.612,8.713
100.000,8.713,8.766
100.000,8.766,8.725
100.000,8.725,8.649
100.000,8.649,8.611
100.000,8.611,8.789
100.000,8.789,8.687
100.000,8.687,9.164
100.000,9.164,9.061
100.000,9.061,8.710
100.000,8.710,8.911
100.000,8.911,8.823
100.000,8.823,8.759
100.000,8.759,8.156
100.000,8.156,8.438
100.000,8.438,8.139
100.000,8.139,8.255
100.000,8.255,8.364
100.000,8.364,8.459
100.000,8.459,8.373
100.000,8.373,8.543
