# Actual Command, Previous Torque, Measured Torque, Predicted Command
0.700,1.250,2.368,5.332
76.000,2.368,79.667,72.919
46.600,79.667,50.554,45.940
73.400,50.554,80.092,70.620
42.300,80.092,46.159,42.435
57.900,46.159,61.954,53.889
66.200,61.954,71.607,59.901
1.400,71.607,2.720,0.454
5.500,2.720,3.204,6.788
13.400,3.204,6.340,12.052
40.700,6.340,38.132,41.405
62.200,38.132,65.261,60.814
80.700,65.261,89.088,78.172
2.700,89.088,3.054,3.433
48.200,3.054,47.721,48.353
83.500,47.721,93.245,81.794
60.300,93.245,70.173,61.165
18.700,70.173,17.148,20.482
47.800,17.148,48.957,48.508
9.200,48.957,6.159,8.194
43.200,6.159,41.391,44.444
21.900,41.391,21.953,26.922
5.100,21.953,3.891,6.515
33.600,3.891,28.747,34.847
26.500,28.747,22.844,28.707
12.900,22.844,8.358,13.565
41.300,8.358,38.924,41.674
43.500,38.924,41.198,41.907
65.800,41.198,72.083,66.134
65.200,72.083,72.182,64.529
7.400,72.182,5.193,5.867
68.300,5.193,73.743,68.294
87.500,73.743,97.433,84.038
6.100,97.433,3.387,5.241
30.700,3.387,25.569,32.493
70.500,25.569,76.515,69.991
96.100,76.515,108.244,92.903
51.200,108.244,59.090,49.503
84.400,59.090,95.624,84.131
31.500,95.624,34.199,32.890
87.200,34.199,96.704,89.536
3.200,96.704,2.611,-19.259
36.300,2.611,33.659,38.547
8.600,33.659,5.040,7.528
42.200,5.040,41.336,43.708
19.200,41.336,16.826,22.157
23.500,16.826,20.835,27.853
6.800,20.835,4.296,7.320
26.800,4.296,20.943,28.708
40.000,20.943,35.726,39.032
0.000,35.726,1.408,0.694
1.600,1.408,2.120,4.846
0.900,2.120,2.100,4.757
1.900,2.100,2.154,4.862
0.000,2.154,2.019,4.598
4.200,2.019,3.036,6.529
3.700,3.036,2.636,5.713
6.900,2.636,3.800,7.866
4.800,3.800,2.827,6.014
8.600,2.827,3.661,7.605
6.000,3.661,2.960,6.272
7.400,2.960,4.169,8.492
6.300,4.169,3.229,6.728
9.100,3.229,3.740,7.718
6.600,3.740,3.489,7.231
10.000,3.489,3.998,8.155
7.200,3.998,3.058,6.428
11.400,3.058,4.824,9.605
9.100,4.824,4.303,8.589
14.300,4.303,8.019,14.492
12.800,8.019,6.675,12.229
15.600,6.675,7.153,10.377
13.400,7.153,6.405,9.211
14.600,6.405,6.832,9.929
13.000,6.832,6.179,8.896
14.800,6.179,6.394,9.292
14.000,6.394,7.687,11.185
16.200,7.687,8.375,12.017
14.800,8.375,7.313,10.440
20.400,7.313,13.505,18.501
20.100,13.505,12.152,19.262
21.900,12.152,14.485,22.017
21.300,14.485,13.290,20.521
26.500,13.290,20.478,27.774
25.900,20.478,20.599,27.389
30.500,20.599,23.868,30.151
27.600,23.868,22.854,29.082
33.200,22.854,26.942,32.432
31.400,26.942,27.087,32.258
35.600,27.087,30.985,35.195
34.700,30.985,30.796,34.781
36.300,30.796,32.422,36.001
33.500,32.422,30.722,34.620
37.100,30.722,32.824,36.303
34.500,32.824,32.084,35.605
34.900,32.084,30.602,34.555
