# setPoint, prevsetPoint, Current
0.700,1.250,2.368
76.000,2.368,79.667
46.600,79.667,50.554
73.400,50.554,80.092
42.300,80.092,46.159
57.900,46.159,61.954
66.200,61.954,71.607
1.400,71.607,2.720
5.500,2.720,3.204
13.400,3.204,6.340
40.700,6.340,38.132
62.200,38.132,65.261
80.700,65.261,89.088
2.700,89.088,3.054
48.200,3.054,47.721
83.500,47.721,93.245
60.300,93.245,70.173
18.700,70.173,17.148
47.800,17.148,48.957
9.200,48.957,6.159
43.200,6.159,41.391
21.900,41.391,21.953
5.100,21.953,3.891
33.600,3.891,28.747
26.500,28.747,22.844
12.900,22.844,8.358
41.300,8.358,38.924
43.500,38.924,41.198
65.800,41.198,72.083
65.200,72.083,72.182
7.400,72.182,5.193
68.300,5.193,73.743
87.500,73.743,97.433
6.100,97.433,3.387
30.700,3.387,25.569
70.500,25.569,76.515
96.100,76.515,108.244
51.200,108.244,59.090
84.400,59.090,95.624
31.500,95.624,34.199
87.200,34.199,96.704
3.200,96.704,2.611
36.300,2.611,33.659
8.600,33.659,5.040
42.200,5.040,41.336
19.200,41.336,16.826
23.500,16.826,20.835
6.800,20.835,4.296
26.800,4.296,20.943
40.000,20.943,35.726
0.000,35.726,1.408
1.600,1.408,2.120
0.900,2.120,2.100
1.900,2.100,2.154
0.000,2.154,2.019
4.200,2.019,3.036
3.700,3.036,2.636
6.900,2.636,3.800
4.800,3.800,2.827
8.600,2.827,3.661
6.000,3.661,2.960
7.400,2.960,4.169
6.300,4.169,3.229
9.100,3.229,3.740
6.600,3.740,3.489
10.000,3.489,3.998
7.200,3.998,3.058
11.400,3.058,4.824
9.100,4.824,4.303
14.300,4.303,8.019
12.800,8.019,6.675
15.600,6.675,7.153
13.400,7.153,6.405
14.600,6.405,6.832
13.000,6.832,6.179
14.800,6.179,6.394
14.000,6.394,7.687
16.200,7.687,8.375
14.800,8.375,7.313
20.400,7.313,13.505
20.100,13.505,12.152
21.900,12.152,14.485
21.300,14.485,13.290
26.500,13.290,20.478
25.900,20.478,20.599
30.500,20.599,23.868
27.600,23.868,22.854
33.200,22.854,26.942
31.400,26.942,27.087
35.600,27.087,30.985
34.700,30.985,30.796
36.300,30.796,32.422
33.500,32.422,30.722
37.100,30.722,32.824
34.500,32.824,32.084
34.900,32.084,30.602
34.000,30.602,31.977
39.800,31.977,38.268
37.600,38.268,35.356
41.800,35.356,39.043
39.000,39.043,37.084
41.200,37.084,39.215
40.900,39.215,40.322
44.500,40.322,43.273
43.500,43.273,43.602
43.500,43.602,42.415
42.900,42.415,41.569
47.500,41.569,46.088
46.800,46.088,47.508
51.800,47.508,52.833
49.500,52.833,53.047
51.500,53.047,53.562
49.400,53.562,52.988
52.200,52.988,54.367
51.200,54.367,54.236
54.400,54.236,55.471
52.600,55.471,56.269
55.400,56.269,58.846
55.200,58.846,60.229
60.600,60.229,65.479
59.700,65.479,66.393
65.300,66.393,72.414
62.800,72.414,71.985
64.600,71.985,70.906
61.700,70.906,71.791
64.500,71.791,71.358
63.400,71.358,72.622
67.200,72.622,75.027
67.000,75.027,74.783
72.400,74.783,82.225
70.600,82.225,81.350
71.200,81.350,81.113
69.900,81.113,81.256
71.100,81.256,82.800
70.700,82.800,82.079
71.300,82.079,81.551
69.100,81.551,80.417
72.500,80.417,82.139
70.000,82.139,82.717
72.200,82.717,83.095
70.600,83.095,82.327
73.800,82.327,85.407
73.000,85.407,84.857
79.000,84.857,92.012
77.200,92.012,90.379
80.800,90.379,94.215
79.000,94.215,92.193
84.400,92.193,98.832
82.200,98.832,96.884
83.400,96.884,99.552
81.300,99.552,97.391
83.700,97.391,98.658
82.600,98.658,97.718
85.800,97.718,101.355
84.400,101.355,99.531
90.000,99.531,106.655
87.600,106.655,104.270
89.200,104.270,104.719
86.500,104.719,104.162
90.000,104.162,105.429
89.700,105.429,105.852
90.000,105.852,105.932
89.600,105.932,105.434
90.000,105.434,105.288
88.000,105.288,106.428
90.000,106.428,106.157
88.900,106.157,106.738
90.000,106.738,107.018
87.500,107.018,104.948
90.000,104.948,104.606
89.800,104.606,107.870
90.000,107.870,105.672
89.500,105.672,107.530
90.000,107.530,107.363
88.500,107.363,103.683
100.000,103.683,116.617
94.800,116.617,113.488
96.300,113.488,114.134
91.300,114.134,109.650
92.400,109.650,113.048
87.000,113.048,106.120
88.400,106.120,109.917
82.400,109.917,102.125
83.900,102.125,102.690
83.700,102.690,102.445
84.900,102.445,105.923
81.100,105.923,100.585
82.100,100.585,101.655
77.500,101.655,98.019
78.400,98.019,97.344
76.000,97.344,95.867
76.400,95.867,95.631
71.000,95.631,89.338
72.500,89.338,91.039
69.700,91.039,87.055
72.400,87.055,89.882
67.800,89.882,86.711
68.500,86.711,85.353
65.500,85.353,82.298
68.000,82.298,84.125
65.400,84.125,81.313
67.700,81.313,82.948
65.700,82.948,83.753
67.800,83.753,83.524
62.600,83.524,80.090
64.400,80.090,80.259
59.400,80.259,74.783
61.100,74.783,74.555
58.900,74.555,73.648
61.200,73.648,73.746
56.600,73.746,71.416
57.900,71.416,70.656
55.100,70.656,69.827
55.300,69.827,68.653
51.700,68.653,63.236
53.300,63.236,63.565
53.300,63.565,64.971
54.700,64.971,64.883
51.700,64.883,63.973
53.700,63.973,65.019
47.900,65.019,57.729
48.400,57.729,58.127
47.200,58.127,56.838
48.000,56.838,56.638
44.600,56.638,53.441
47.200,53.441,55.167
45.400,55.167,55.198
46.200,55.198,54.752
44.400,54.752,52.124
44.400,52.124,52.122
40.400,52.122,46.696
41.900,46.696,46.627
41.900,46.627,49.078
44.000,49.078,49.033
40.800,49.033,47.809
40.800,47.809,47.430
37.600,47.430,43.330
40.100,43.330,44.349
38.900,44.349,44.135
39.100,44.135,43.280
36.900,43.280,42.253
39.400,42.253,43.532
38.400,43.532,43.750
39.900,43.750,43.794
37.900,43.794,42.489
39.800,42.489,43.518
39.600,43.518,44.605
41.000,44.605,44.327
38.600,44.327,45.324
40.800,45.324,44.605
37.200,44.605,42.161
40.100,42.161,43.239
37.700,43.239,42.761
37.800,42.761,40.768
32.000,40.768,36.028
34.800,36.028,36.568
32.400,36.568,37.468
34.600,37.468,37.494
34.400,37.494,36.422
34.500,36.422,37.032
33.500,37.032,36.270
34.300,36.270,36.845
30.900,36.845,33.602
32.100,33.602,34.177
28.300,34.177,29.504
29.400,29.504,29.748
25.000,29.748,24.577
28.000,24.577,26.664
26.600,26.664,26.845
28.400,26.845,27.192
22.400,27.192,21.621
23.200,21.621,22.435
17.800,22.435,16.615
19.200,16.615,17.431
13.400,17.431,10.498
13.500,10.498,10.944
13.300,10.944,10.366
15.500,10.366,12.515
10.300,12.515,6.859
13.100,6.859,8.666
10.900,8.666,7.288
13.400,7.288,9.051
11.400,9.051,8.187
13.000,8.187,7.868
10.000,7.868,7.054
10.200,7.054,6.111
10.000,6.111,6.512
11.400,6.512,7.114
11.000,7.114,6.816
12.000,6.816,8.751
11.000,8.751,8.129
11.500,8.129,7.614
10.000,7.614,6.001
10.800,6.001,7.414
10.400,7.414,7.649
11.700,7.649,7.478
10.000,7.478,6.003
12.100,6.003,7.040
12.100,7.040,7.428
10.000,7.428,6.180
