# setPoint, prevCurrent, Current
100.000,0.000,6.925
100.000,6.925,7.616
100.000,7.616,7.612
100.000,7.612,7.997
100.000,7.997,7.772
100.000,7.772,8.284
100.000,8.284,8.152
100.000,8.152,8.018
100.000,8.018,8.288
100.000,8.288,8.004
100.000,8.004,8.004
100.000,8.004,8.170
100.000,8.170,8.310
100.000,8.310,8.092
100.000,8.092,8.162
100.000,8.162,8.534
100.000,8.534,8.064
100.000,8.064,8.154
100.000,8.154,8.136
100.000,8.136,7.899
100.000,7.899,8.113
100.000,8.113,8.574
100.000,8.574,8.365
100.000,8.365,8.488
100.000,8.488,8.556
100.000,8.556,8.565
100.000,8.565,8.258
100.000,8.258,8.430
100.000,8.430,8.280
100.000,8.280,8.547
100.000,8.547,8.640
100.000,8.640,8.570
100.000,8.570,8.442
100.000,8.442,8.917
100.000,8.917,8.148
100.000,8.148,8.046
100.000,8.046,8.542
100.000,8.542,8.336
100.000,8.336,8.502
100.000,8.502,8.516
100.000,8.516,8.844
100.000,8.844,8.812
100.000,8.812,8.516
100.000,8.516,8.568
100.000,8.568,8.348
100.000,8.348,8.462
100.000,8.462,8.553
100.000,8.553,8.674
100.000,8.674,8.489
100.000,8.489,8.849
100.000,8.849,8.903
100.000,8.903,8.458
100.000,8.458,8.486
100.000,8.486,8.436
100.000,8.436,8.380
100.000,8.380,8.542
100.000,8.542,8.796
100.000,8.796,8.536
100.000,8.536,8.749
100.000,8.749,9.066
