# setPoint, prevCurrent, Current
100.000,0.000,8.166
100.000,8.166,8.763
100.000,8.763,8.869
100.000,8.869,8.978
100.000,8.978,8.992
100.000,8.992,8.788
100.000,8.788,8.761
100.000,8.761,8.814
100.000,8.814,8.724
100.000,8.724,8.777
100.000,8.777,8.687
100.000,8.687,8.880
100.000,8.880,8.901
100.000,8.901,8.706
100.000,8.706,8.891
100.000,8.891,8.732
100.000,8.732,8.039
100.000,8.039,8.431
100.000,8.431,8.509
100.000,8.509,8.498
100.000,8.498,8.696
100.000,8.696,8.710
100.000,8.710,8.592
100.000,8.592,8.690
100.000,8.690,8.533
100.000,8.533,8.660
100.000,8.660,8.583
100.000,8.583,8.859
100.000,8.859,8.758
100.000,8.758,8.809
100.000,8.809,8.962
100.000,8.962,8.679
100.000,8.679,8.729
100.000,8.729,8.775
100.000,8.775,8.705
100.000,8.705,8.845
100.000,8.845,8.856
100.000,8.856,8.981
100.000,8.981,8.920
100.000,8.920,9.023
100.000,9.023,9.173
100.000,9.173,8.790
100.000,8.790,8.827
100.000,8.827,9.103
100.000,9.103,8.846
100.000,8.846,9.144
100.000,9.144,9.248
100.000,9.248,8.985
100.000,8.985,9.144
100.000,9.144,9.262
100.000,9.262,8.871
100.000,8.871,8.877
100.000,8.877,8.806
100.000,8.806,9.220
100.000,9.220,8.944
100.000,8.944,9.295
100.000,9.295,9.471
100.000,9.471,8.179
100.000,8.179,8.570
100.000,8.570,8.708
