# setPoint, prevTorque, Torque
20.500,1.250,15.921
56.300,15.921,61.449
41.600,61.449,44.615
95.500,44.615,110.758
16.900,110.758,14.349
21.600,14.349,16.135
55.800,16.135,62.151
41.500,62.151,46.388
76.500,46.388,91.297
76.100,91.297,90.525
3.100,90.525,2.995
45.400,2.995,47.642
26.200,47.642,24.551
45.400,24.551,47.403
39.500,47.403,41.909
77.300,41.909,90.045
80.600,90.045,95.981
37.100,95.981,40.729
50.600,40.729,55.995
14.200,0.788,8.617
37.800,8.617,37.620
75.600,37.620,88.635
80.400,88.635,93.688
87.600,93.688,102.241
97.400,102.241,113.701
12.900,113.701,8.758
48.600,8.758,52.523
20.000,52.523,19.408
11.600,19.408,9.118
48.900,9.118,52.004
1.900,52.004,2.266
7.800,2.266,3.097
6.500,3.097,3.676
98.600,3.676,116.487
72.000,0.805,84.944
14.900,84.944,12.226
49.100,12.226,54.755
4.300,54.755,2.594
57.500,2.594,65.586
77.800,65.586,90.419
82.800,90.419,96.779
63.200,96.779,79.337
31.700,79.337,33.512
56.900,33.512,65.720
57.200,65.720,65.013
34.800,65.013,38.616
62.400,38.616,71.366
94.400,71.366,110.459
83.400,0.774,98.533
52.100,98.533,63.703
41.400,63.703,48.560
18.600,48.560,16.975
49.300,16.975,53.515
89.700,53.515,105.512
54.900,105.512,66.731
91.400,66.731,105.881
35.400,105.881,37.645
45.800,37.645,49.653
2.700,49.653,0.967
98.100,0.967,115.251
86.700,115.251,104.679
0.000,104.679,1.243
79.000,0.733,93.981
28.800,93.981,28.124
48.300,28.124,53.240
29.100,53.240,30.475
55.500,30.475,62.474
4.000,62.474,1.759
39.100,1.759,37.914
65.200,37.914,74.764
44.200,74.764,51.394
25.500,51.394,24.164
47.000,24.164,51.152
88.500,51.152,102.364
5.200,102.364,2.284
42.500,2.284,42.123
2.300,42.123,1.717
4.300,1.717,1.797
2.900,1.797,1.718
49.800,1.718,53.941
29.200,0.803,23.644
22.100,23.644,19.702
35.200,19.702,33.521
7.200,33.521,3.668
60.500,3.668,68.540
66.400,68.540,75.796
54.300,75.796,64.182
58.100,64.182,67.133
57.600,67.133,67.219
86.200,67.219,99.694
49.100,99.694,56.603
39.400,56.603,44.479
99.100,44.479,115.502
76.500,115.502,94.154
52.900,94.154,64.747
25.800,64.747,24.049
25.300,24.049,22.829
70.500,0.802,82.924
45.700,82.924,52.400
47.600,52.400,54.543
0.000,54.543,1.482
7.400,1.482,2.688
4.200,2.688,2.467
5.200,2.467,2.566
3.900,2.566,1.569
11.700,1.569,6.180
9.800,6.180,4.538
17.200,4.538,10.921
15.300,10.921,9.831
21.700,9.831,16.718
19.500,16.718,13.416
20.900,13.416,13.454
17.100,13.454,12.260
23.100,12.260,16.899
23.100,16.899,17.626
26.100,17.626,21.861
22.700,21.861,18.936
30.500,18.936,25.207
28.600,25.207,24.231
34.200,24.231,32.194
32.500,32.194,29.477
34.500,29.477,32.311
31.900,32.311,29.529
37.500,29.529,34.496
33.800,34.496,32.111
38.400,32.111,38.569
35.200,38.569,33.126
38.000,0.816,35.985
34.400,35.985,33.555
37.200,33.555,36.438
33.600,36.438,32.761
38.400,32.761,37.419
38.000,37.419,36.992
38.200,36.992,36.022
35.800,36.022,35.825
38.000,35.825,38.213
37.700,38.213,36.265
44.500,36.265,44.356
43.400,44.356,43.617
46.600,43.617,47.204
43.600,47.204,46.354
50.800,46.354,53.610
46.800,53.610,50.241
52.200,50.241,54.683
49.600,54.683,52.987
54.000,52.987,57.912
51.100,57.912,54.605
57.700,54.605,62.789
54.900,62.789,60.264
55.500,0.819,61.121
52.800,61.121,57.365
53.800,57.365,58.011
52.700,58.011,57.632
57.300,57.632,64.351
53.500,64.351,59.356
61.100,59.356,68.300
60.300,68.300,67.647
66.100,67.647,75.077
64.400,75.077,72.535
66.200,72.535,74.328
63.100,74.328,71.903
68.700,71.903,78.167
66.700,78.167,76.716
73.300,76.716,82.685
73.200,82.685,83.860
77.200,0.771,89.317
75.700,89.317,87.703
83.300,87.703,94.728
83.300,94.728,96.248
91.100,96.248,105.003
89.000,105.003,104.435
93.800,104.435,108.842
90.800,108.842,106.686
94.800,106.686,110.557
92.300,110.557,108.917
95.000,0.794,111.002
95.000,111.002,109.898
95.000,109.898,110.529
92.900,110.529,108.848
95.000,108.848,110.206
92.000,110.206,108.325
95.000,108.325,110.673
93.700,110.673,110.422
94.900,110.422,110.960
91.500,0.742,106.912
93.700,106.912,108.817
92.800,108.817,109.655
95.000,109.655,110.584
91.200,110.584,107.354
95.000,107.354,109.433
92.000,109.433,109.011
95.000,109.011,111.288
91.500,0.759,106.392
92.900,106.392,108.106
91.300,108.106,107.095
94.500,107.095,109.725
90.500,109.725,106.534
95.000,106.534,110.557
92.700,110.557,108.737
94.300,108.737,109.579
100.000,0.770,116.326
92.800,116.326,110.834
95.400,110.834,113.127
92.200,113.127,110.173
92.800,110.173,110.796
87.200,110.796,105.970
90.400,105.970,108.408
90.400,108.408,108.067
93.000,0.763,107.720
87.200,107.720,104.833
88.900,104.833,105.617
82.700,105.617,100.145
82.700,100.145,100.072
76.700,100.072,94.180
80.700,94.180,96.956
76.500,96.956,94.263
78.800,94.263,95.095
70.800,95.095,88.771
72.000,0.777,84.647
67.400,84.647,79.438
71.100,79.438,82.422
68.700,82.422,81.003
70.000,81.003,81.253
67.400,81.253,79.903
69.800,79.903,81.548
67.600,81.548,80.125
69.900,80.125,82.231
67.300,82.231,80.470
68.300,80.470,80.952
63.500,80.952,76.343
64.000,76.343,77.859
58.800,77.859,70.905
62.800,0.762,72.316
55.600,72.316,64.892
58.400,64.892,67.311
53.600,67.311,62.791
56.100,62.791,64.337
48.700,64.337,55.821
51.300,55.821,58.212
51.100,58.212,57.350
52.900,57.350,60.443
46.300,60.443,54.522
48.100,54.522,54.584
43.700,54.584,51.052
44.000,51.052,51.360
36.400,51.360,40.048
36.900,40.048,41.951
31.700,41.951,36.321
31.700,36.321,35.661
25.300,35.661,25.561
27.500,0.742,21.847
21.100,21.847,19.354
21.100,19.354,19.074
17.300,19.074,12.971
18.800,12.971,15.471
16.600,15.471,13.956
18.700,13.956,16.796
15.500,16.796,13.289
18.000,13.289,14.269
13.400,14.269,11.575
14.600,11.575,12.354
10.400,12.354,7.914
12.500,7.914,11.167
8.300,11.167,6.820
12.000,6.820,8.715
10.400,8.715,8.219
12.500,8.219,9.049
12.500,9.049,8.738
13.300,8.738,10.434
6.500,10.434,4.491
8.400,4.491,5.005
5.000,5.005,4.667
7.200,4.667,3.837
6.400,3.837,4.902
8.300,4.902,4.487
5.000,4.487,4.251
6.700,4.251,3.972
5.000,3.972,2.509
5.400,2.509,4.395
5.000,4.395,5.241
6.100,5.241,4.073
5.700,4.073,3.897
6.700,0.760,3.607
5.300,3.607,3.004
6.000,3.004,3.222
5.000,3.222,2.316
8.400,2.316,4.149
5.000,4.149,3.715
7.200,3.715,2.486
5.000,2.486,3.834
5.400,3.834,2.323
5.000,2.323,2.569
7.200,2.569,3.237
5.000,3.237,3.085
8.400,3.085,5.425
5.000,5.425,3.172
5.400,3.172,2.783
5.000,2.783,2.600
7.500,2.600,4.354
5.000,4.354,3.414
