# setPoint, prevCurrent, Current
100.000,0.000,4.974
100.000,4.974,5.002
100.000,5.002,4.992
100.000,4.992,4.986
100.000,4.986,4.980
100.000,4.980,4.996
100.000,4.996,5.006
100.000,5.006,4.999
100.000,4.999,4.991
100.000,4.991,4.989
100.000,4.989,4.985
100.000,4.985,4.995
100.000,4.995,5.015
100.000,5.015,4.987
100.000,4.987,4.991
100.000,4.991,4.988
100.000,4.988,4.995
100.000,4.995,4.991
100.000,4.991,5.022
100.000,5.022,4.974
100.000,4.974,5.001
100.000,5.001,4.963
100.000,4.963,5.029
100.000,5.029,5.010
100.000,5.010,4.980
100.000,4.980,4.976
100.000,4.976,5.014
100.000,5.014,4.992
100.000,4.992,5.030
100.000,5.030,4.981
