# Time, setPoint, Actual Brake Current, MotorCurrent, MotorSpeed, trials: 30 , atrials: 0 , pts: 50 , timeLength: 5.00
nan,nan,nan,nan,nan,nan,nan
0.02,100.00,2.20,5.64,5.14,19.41,nan
0.05,100.00,27.20,0.06,5.82,20.06,nan
0.08,100.00,56.50,0.00,7.02,19.41,nan
nan,nan,nan,nan,nan,nan,nan
0.10,100.00,85.20,2.22,7.42,20.06,nan
0.13,100.00,98.30,5.76,6.45,19.41,nan
nan,nan,nan,nan,nan,nan,nan
0.16,100.00,102.10,4.86,6.11,19.41,nan
0.19,100.00,101.50,6.60,5.65,20.06,nan
0.22,100.00,100.40,6.66,5.42,20.06,nan
nan,nan,nan,nan,nan,nan,nan
0.25,100.00,99.90,7.62,5.42,19.41,nan
0.28,100.00,101.50,7.74,5.02,19.41,nan
nan,nan,nan,nan,nan,nan,nan
0.30,100.00,98.80,6.60,5.14,19.41,nan
0.33,100.00,97.70,7.62,5.08,20.70,nan
0.36,100.00,100.40,8.04,5.19,19.41,nan
nan,nan,nan,nan,nan,nan,nan
0.39,100.00,99.90,7.98,5.08,19.41,nan
0.42,100.00,98.30,8.34,4.91,20.06,nan
nan,nan,nan,nan,nan,nan,nan
0.44,100.00,98.30,6.72,5.08,19.41,nan
0.47,100.00,102.10,6.72,5.14,19.41,nan
nan,nan,nan,nan,nan,nan,nan
0.50,100.00,98.30,9.42,4.97,19.41,nan
0.53,100.00,98.80,6.78,5.14,20.06,nan
0.56,100.00,100.40,7.86,4.97,19.41,nan
nan,nan,nan,nan,nan,nan,nan
0.59,100.00,98.80,7.14,4.91,20.06,nan
0.62,100.00,101.50,6.36,5.25,19.41,nan
nan,nan,nan,nan,nan,nan,nan
0.64,100.00,100.40,8.46,5.08,19.41,nan
0.67,100.00,101.00,9.30,4.74,20.06,nan
nan,nan,nan,nan,nan,nan,nan
0.70,100.00,101.50,7.26,4.85,19.41,nan
0.73,100.00,99.90,7.80,4.85,20.06,nan
0.76,100.00,102.60,6.72,5.19,20.06,nan
0.78,100.00,99.90,8.40,5.19,19.41,nan
nan,nan,nan,nan,nan,nan,nan
0.81,100.00,100.40,8.70,4.74,19.41,nan
0.83,100.00,98.80,7.68,4.79,19.41,nan
nan,nan,nan,nan,nan,nan,nan
0.86,100.00,101.00,7.80,4.91,19.41,nan
0.89,100.00,101.00,8.22,4.91,20.06,nan
0.91,100.00,99.90,7.20,5.08,19.41,nan
0.94,100.00,100.40,8.70,4.97,19.41,nan
nan,nan,nan,nan,nan,nan,nan
0.96,100.00,101.50,7.98,4.91,19.41,nan
