# setPoint, prevCurrent, Current
0.000,0.000,0.605
0.000,0.605,0.599
0.000,0.599,0.584
0.000,0.584,0.614
0.000,0.614,0.594
0.000,0.594,0.625
0.000,0.625,0.620
0.000,0.620,0.610
0.000,0.610,0.609
0.000,0.609,0.600
0.000,0.600,0.604
0.000,0.604,0.598
0.000,0.598,0.607
0.000,0.607,0.629
0.000,0.629,0.609
0.000,0.609,0.599
0.000,0.599,0.604
0.000,0.604,0.637
0.000,0.637,0.609
0.000,0.609,0.611
0.000,0.611,0.614
0.000,0.614,0.606
0.000,0.606,0.615
0.000,0.615,0.620
0.000,0.620,0.604
0.000,0.604,0.608
0.000,0.608,0.605
0.000,0.605,0.593
0.000,0.593,0.616
0.000,0.616,0.625
0.000,0.625,0.613
0.000,0.613,0.619
0.000,0.619,0.611
0.000,0.611,0.593
0.000,0.593,0.603
0.000,0.603,0.612
0.000,0.612,0.624
0.000,0.624,0.624
0.000,0.624,0.623
0.000,0.623,0.626
0.000,0.626,0.614
0.000,0.614,0.627
0.000,0.627,0.614
0.000,0.614,0.624
0.000,0.624,0.628
0.000,0.628,0.626
0.000,0.626,0.635
0.000,0.635,0.613
0.000,0.613,0.618
0.000,0.618,0.624
0.000,0.624,0.622
0.000,0.622,0.626
0.000,0.626,0.635
0.000,0.635,0.622
0.000,0.622,0.634
0.000,0.634,0.613
0.000,0.613,0.626
0.000,0.626,0.620
0.000,0.620,0.618
0.000,0.618,0.608
0.000,0.608,0.632
0.000,0.632,0.622
0.000,0.622,0.635
0.000,0.635,0.627
0.000,0.627,0.603
0.000,0.603,0.633
0.000,0.633,0.617
0.000,0.617,0.630
0.000,0.630,0.623
0.000,0.623,0.617
0.000,0.617,0.611
0.000,0.611,0.619
0.000,0.619,0.620
0.000,0.620,0.624
0.000,0.624,0.608
0.000,0.608,0.616
0.000,0.616,0.620
0.000,0.620,0.619
0.000,0.619,0.625
0.000,0.625,0.654
0.000,0.654,0.637
0.000,0.637,0.637
0.000,0.637,0.643
0.000,0.643,0.657
0.000,0.657,0.639
0.000,0.639,0.649
0.000,0.649,0.644
0.000,0.644,0.640
0.000,0.640,0.632
0.000,0.632,0.640
0.000,0.640,0.649
0.000,0.649,0.622
0.000,0.622,0.608
0.000,0.608,0.637
0.000,0.637,0.604
0.000,0.604,0.607
0.000,0.607,0.634
0.000,0.634,0.634
0.000,0.634,0.616
0.000,0.616,0.628
