# setPoint, prevCurrent, Current
0.000,0.000,0.497
1000.000,0.497,8.096
0.000,8.096,0.569
1000.000,0.569,8.380
0.000,8.380,0.606
1000.000,0.606,8.300
0.000,8.300,0.585
1000.000,0.585,8.270
0.000,8.270,0.633
1000.000,0.633,8.300
0.000,8.300,0.593
1000.000,0.593,8.293
0.000,8.293,0.625
1000.000,0.625,8.330
0.000,8.330,0.631
1000.000,0.631,8.303
0.000,8.303,0.630
1000.000,0.630,8.510
0.000,8.510,0.636
1000.000,0.636,8.374
0.000,8.374,0.612
1000.000,0.612,8.256
0.000,8.256,0.629
1000.000,0.629,8.284
0.000,8.284,0.625
1000.000,0.625,8.504
0.000,8.504,0.624
1000.000,0.624,8.456
0.000,8.456,0.590
1000.000,0.590,8.296
0.000,8.296,0.602
1000.000,0.602,8.390
0.000,8.390,0.592
1000.000,0.592,8.619
0.000,8.619,0.606
1000.000,0.606,8.328
0.000,8.328,0.591
1000.000,0.591,8.456
0.000,8.456,0.614
1000.000,0.614,8.483
0.000,8.483,0.623
1000.000,0.623,8.561
0.000,8.561,0.659
1000.000,0.659,8.441
0.000,8.441,0.591
1000.000,0.591,8.485
0.000,8.485,0.622
1000.000,0.622,8.506
0.000,8.506,0.567
1000.000,0.567,8.437
0.000,8.437,0.636
1000.000,0.636,8.449
0.000,8.449,0.601
1000.000,0.601,8.547
0.000,8.547,0.607
1000.000,0.607,8.541
0.000,8.541,0.595
1000.000,0.595,8.464
0.000,8.464,0.642
1000.000,0.642,8.371
0.000,8.371,0.615
1000.000,0.615,8.507
0.000,8.507,0.632
1000.000,0.632,8.580
0.000,8.580,0.651
1000.000,0.651,8.413
0.000,8.413,0.576
1000.000,0.576,8.496
0.000,8.496,0.609
1000.000,0.609,8.556
0.000,8.556,0.569
1000.000,0.569,8.512
0.000,8.512,0.595
1000.000,0.595,8.370
0.000,8.370,0.669
1000.000,0.669,8.428
0.000,8.428,0.602
1000.000,0.602,8.511
0.000,8.511,0.549
1000.000,0.549,8.441
0.000,8.441,0.582
1000.000,0.582,8.386
0.000,8.386,0.587
1000.000,0.587,8.549
0.000,8.549,0.585
1000.000,0.585,8.637
0.000,8.637,0.604
1000.000,0.604,8.541
0.000,8.541,0.597
1000.000,0.597,8.467
0.000,8.467,0.623
1000.000,0.623,8.596
0.000,8.596,0.605
1000.000,0.605,8.627
0.000,8.627,0.594
1000.000,0.594,8.423
0.000,8.423,0.612
1000.000,0.612,8.460
0.000,8.460,0.601
1000.000,0.601,8.494
