# setPoint, prevTorque, Torque
0.00,1.25,-0.13
16.64,-0.13,8.14
0.00,1.25,2.29
16.64,2.29,9.28
0.00,1.25,2.72
16.64,2.72,9.86
0.00,1.25,2.34
16.64,2.34,9.60
0.00,1.25,1.97
16.64,1.97,10.35
0.00,1.25,2.34
27.74,2.34,22.75
0.00,1.25,2.50
27.74,2.50,22.35
0.00,1.25,2.94
27.74,2.94,22.63
0.00,1.25,2.07
27.74,2.07,21.66
0.00,1.25,2.43
27.74,2.43,22.42
0.00,1.25,2.61
35.83,2.61,33.12
0.00,1.25,2.66
35.83,2.66,33.12
0.00,1.25,2.40
35.83,2.40,30.95
0.00,1.25,2.93
35.83,2.93,33.26
0.00,1.25,3.34
35.83,3.34,33.04
0.00,1.25,3.19
42.85,3.19,41.11
0.00,1.25,2.70
42.85,2.70,41.44
0.00,1.25,2.86
42.85,2.86,41.52
0.00,1.25,2.58
42.85,2.58,41.99
0.00,1.25,2.82
42.85,2.82,40.88
0.00,1.25,2.65
49.89,2.65,52.05
0.00,1.25,2.59
49.89,2.59,52.30
0.00,1.25,2.67
49.89,2.67,51.53
0.00,1.25,2.21
49.89,2.21,50.85
0.00,1.25,2.74
49.89,2.74,50.17
0.00,1.25,2.43
57.39,2.43,60.24
0.00,1.25,2.26
57.39,2.26,60.74
0.00,1.25,2.09
57.39,2.09,60.43
0.00,1.25,2.39
57.39,2.39,60.89
0.00,1.25,2.00
57.39,2.00,60.90
0.00,1.25,1.47
65.34,1.47,70.34
0.00,1.25,2.08
65.34,2.08,70.64
0.00,1.25,3.11
65.34,3.11,71.10
0.00,1.25,2.67
65.34,2.67,71.67
0.00,1.25,1.53
65.34,1.53,70.06
0.00,1.25,2.21
73.49,2.21,79.87
0.00,1.25,2.23
73.49,2.23,81.07
0.00,1.25,2.27
73.49,2.27,81.27
0.00,1.25,2.17
73.49,2.17,80.36
0.00,1.25,1.43
73.49,1.43,80.47
0.00,1.25,2.18
81.57,2.18,90.56
0.00,1.25,1.39
81.57,1.39,90.05
0.00,1.25,2.09
81.57,2.09,89.39
0.00,1.25,2.14
81.57,2.14,89.70
0.00,1.25,2.60
81.57,2.60,89.95
0.00,1.25,2.00
89.49,2.00,98.00
0.00,1.25,2.21
89.49,2.21,98.53
0.00,1.25,2.08
89.49,2.08,98.92
0.00,1.25,1.66
89.49,1.66,98.14
0.00,1.25,2.05
89.49,2.05,97.95
0.00,1.25,2.42
97.54,2.42,105.72
0.00,1.25,2.39
97.54,2.39,106.71
0.00,1.25,2.19
97.54,2.19,106.71
0.00,1.25,2.51
97.54,2.51,107.74
0.00,1.25,2.45
97.54,2.45,106.11
