# setPoint, prevCurrent, Current
50.000,0.000,3.373
50.000,3.373,3.367
50.000,3.367,3.393
50.000,3.393,3.405
50.000,3.405,3.454
50.000,3.454,3.495
50.000,3.495,3.510
50.000,3.510,3.483
50.000,3.483,3.502
50.000,3.502,3.505
50.000,3.505,3.467
50.000,3.467,3.489
50.000,3.489,3.467
50.000,3.467,3.446
50.000,3.446,3.446
50.000,3.446,3.485
50.000,3.485,3.454
50.000,3.454,3.443
50.000,3.443,3.458
50.000,3.458,3.454
50.000,3.454,3.468
50.000,3.468,3.439
50.000,3.439,3.471
50.000,3.471,3.481
50.000,3.481,3.486
50.000,3.486,3.466
50.000,3.466,3.478
50.000,3.478,3.467
50.000,3.467,3.451
50.000,3.451,3.480
50.000,3.480,3.457
50.000,3.457,3.508
50.000,3.508,3.459
50.000,3.459,3.473
50.000,3.473,3.479
50.000,3.479,3.457
50.000,3.457,3.481
50.000,3.481,3.438
50.000,3.438,3.476
50.000,3.476,3.443
50.000,3.443,3.465
50.000,3.465,3.468
50.000,3.468,3.467
50.000,3.467,3.506
50.000,3.506,3.487
50.000,3.487,3.505
50.000,3.505,3.503
50.000,3.503,3.498
50.000,3.498,3.479
50.000,3.479,3.494
50.000,3.494,3.468
50.000,3.468,3.484
50.000,3.484,3.491
50.000,3.491,3.475
50.000,3.475,3.511
50.000,3.511,3.516
50.000,3.516,3.492
50.000,3.492,3.501
50.000,3.501,3.500
50.000,3.500,3.501
50.000,3.501,3.512
50.000,3.512,3.522
50.000,3.522,3.497
50.000,3.497,3.489
50.000,3.489,3.487
50.000,3.487,3.497
50.000,3.497,3.506
50.000,3.506,3.494
50.000,3.494,3.483
50.000,3.483,3.525
50.000,3.525,3.524
50.000,3.524,3.522
50.000,3.522,3.540
50.000,3.540,3.513
50.000,3.513,3.519
50.000,3.519,3.502
50.000,3.502,3.524
50.000,3.524,3.502
50.000,3.502,3.582
50.000,3.582,3.529
50.000,3.529,3.548
50.000,3.548,3.543
50.000,3.543,3.534
50.000,3.534,3.535
50.000,3.535,3.542
50.000,3.542,3.529
50.000,3.529,3.520
50.000,3.520,3.568
50.000,3.568,3.509
50.000,3.509,3.513
50.000,3.513,3.517
50.000,3.517,3.548
50.000,3.548,3.548
50.000,3.548,3.533
50.000,3.533,3.588
50.000,3.588,3.538
50.000,3.538,3.548
50.000,3.548,3.543
50.000,3.543,3.567
50.000,3.567,3.545
