# setPoint, prevCurrent, Current
0.000,0.000,0.535
1000.000,0.535,7.462
0.000,7.462,0.609
1000.000,0.609,7.617
0.000,7.617,0.637
1000.000,0.637,7.686
0.000,7.686,0.613
1000.000,0.613,7.649
0.000,7.649,0.605
1000.000,0.605,7.691
0.000,7.691,0.626
1000.000,0.626,7.861
0.000,7.861,0.560
1000.000,0.560,7.997
0.000,7.997,0.596
1000.000,0.596,7.774
0.000,7.774,0.581
1000.000,0.581,7.841
0.000,7.841,0.641
1000.000,0.641,7.940
0.000,7.940,0.619
1000.000,0.619,7.996
0.000,7.996,0.641
1000.000,0.641,7.933
0.000,7.933,0.619
1000.000,0.619,7.786
0.000,7.786,0.610
1000.000,0.610,8.006
0.000,8.006,0.616
1000.000,0.616,8.082
0.000,8.082,0.639
1000.000,0.639,7.930
0.000,7.930,0.673
1000.000,0.673,7.961
0.000,7.961,0.619
1000.000,0.619,8.036
0.000,8.036,0.599
1000.000,0.599,8.004
0.000,8.004,0.651
1000.000,0.651,7.921
0.000,7.921,0.623
1000.000,0.623,7.993
0.000,7.993,0.636
1000.000,0.636,8.132
0.000,8.132,0.622
1000.000,0.622,7.991
0.000,7.991,0.657
1000.000,0.657,8.151
0.000,8.151,0.649
1000.000,0.649,8.195
0.000,8.195,0.679
1000.000,0.679,8.127
0.000,8.127,0.666
1000.000,0.666,8.121
0.000,8.121,0.662
1000.000,0.662,8.083
0.000,8.083,0.643
1000.000,0.643,8.127
0.000,8.127,0.676
1000.000,0.676,8.060
0.000,8.060,0.591
1000.000,0.591,8.160
0.000,8.160,0.667
1000.000,0.667,8.237
0.000,8.237,0.699
1000.000,0.699,8.129
0.000,8.129,0.703
1000.000,0.703,8.145
0.000,8.145,0.647
1000.000,0.647,8.104
0.000,8.104,0.660
1000.000,0.660,8.052
0.000,8.052,0.649
1000.000,0.649,8.266
0.000,8.266,0.661
1000.000,0.661,8.105
0.000,8.105,0.610
1000.000,0.610,8.137
0.000,8.137,0.585
1000.000,0.585,8.243
0.000,8.243,0.649
1000.000,0.649,8.244
0.000,8.244,0.633
1000.000,0.633,8.112
0.000,8.112,0.654
1000.000,0.654,8.225
0.000,8.225,0.633
1000.000,0.633,8.228
0.000,8.228,0.643
1000.000,0.643,8.187
0.000,8.187,0.625
1000.000,0.625,8.129
0.000,8.129,0.672
1000.000,0.672,8.233
0.000,8.233,0.634
1000.000,0.634,8.277
0.000,8.277,0.662
1000.000,0.662,8.180
0.000,8.180,0.653
1000.000,0.653,8.298
