# setPoint, prevCurrent, Current
100.000,0.000,nan
100.000,nan,6.956
100.000,6.956,7.700
100.000,7.700,7.798
100.000,7.798,7.984
100.000,7.984,8.098
100.000,8.098,8.054
100.000,8.054,8.128
100.000,8.128,7.989
100.000,7.989,8.020
100.000,8.020,8.220
100.000,8.220,8.187
100.000,8.187,8.201
100.000,8.201,8.146
100.000,8.146,8.242
100.000,8.242,9.542
100.000,9.542,10.525
100.000,10.525,10.140
100.000,10.140,10.135
100.000,10.135,9.861
100.000,9.861,9.762
100.000,9.762,9.668
100.000,9.668,9.639
100.000,9.639,7.941
100.000,7.941,8.236
100.000,8.236,8.213
100.000,8.213,7.959
100.000,7.959,7.862
100.000,7.862,8.088
100.000,8.088,8.107
100.000,8.107,8.158
100.000,8.158,8.232
100.000,8.232,8.199
100.000,8.199,8.160
100.000,8.160,8.623
100.000,8.623,8.534
100.000,8.534,8.145
100.000,8.145,8.344
100.000,8.344,8.137
100.000,8.137,8.429
100.000,8.429,8.215
100.000,8.215,8.506
100.000,8.506,9.653
100.000,9.653,9.617
100.000,9.617,9.553
100.000,9.553,9.510
100.000,9.510,9.490
100.000,9.490,9.577
100.000,9.577,9.534
100.000,9.534,9.575
100.000,9.575,9.364
100.000,9.364,9.545
100.000,9.545,9.498
100.000,9.498,9.521
100.000,9.521,9.432
100.000,9.432,9.056
100.000,9.056,9.151
100.000,9.151,9.053
100.000,9.053,7.755
100.000,7.755,8.038
