# setPoint, prevCurrent, Current
0.000,0.000,0.668
6.800,0.668,0.743
13.600,0.743,0.937
20.400,0.937,1.135
27.200,1.135,1.526
34.000,1.526,1.977
40.800,1.977,2.439
47.600,2.439,3.025
54.400,3.025,3.683
62.100,3.683,4.309
69.900,4.309,5.140
77.700,5.140,5.882
85.400,5.882,6.615
92.200,6.615,7.338
99.400,7.338,8.030
100.000,8.030,8.156
99.400,8.156,8.127
92.200,8.127,7.565
85.400,7.565,7.083
77.700,7.083,6.329
69.900,6.329,5.555
62.100,5.555,4.854
54.400,4.854,4.196
47.600,4.196,3.502
40.800,3.502,2.889
34.000,2.889,2.339
27.200,2.339,1.780
20.400,1.780,1.421
13.600,1.421,1.004
6.800,1.004,0.731
0.000,0.731,0.602
