# setPoint, prevCurrent, Current
0.000,0.000,0.676
6.800,0.676,0.646
13.600,0.646,0.856
20.400,0.856,1.112
27.200,1.112,1.499
34.000,1.499,2.010
40.800,2.010,2.493
47.600,2.493,3.004
54.400,3.004,3.634
62.100,3.634,4.385
69.900,4.385,5.039
77.700,5.039,5.855
85.400,5.855,6.533
92.200,6.533,7.171
99.400,7.171,8.277
100.000,8.277,8.281
99.400,8.281,8.220
92.200,8.220,7.645
85.400,7.645,7.155
77.700,7.155,6.425
69.900,6.425,5.660
62.100,5.660,4.985
54.400,4.985,4.260
47.600,4.260,3.456
40.800,3.456,2.906
34.000,2.906,2.358
27.200,2.358,1.849
20.400,1.849,1.377
13.600,1.377,1.002
6.800,1.002,0.674
0.000,0.674,0.567
