# setPoint, prevCurrent, Current
100.000,0.000,nan
100.000,nan,7.337
100.000,7.337,7.480
100.000,7.480,8.135
100.000,8.135,8.143
100.000,8.143,8.139
100.000,8.139,8.314
100.000,8.314,8.580
100.000,8.580,8.419
100.000,8.419,8.330
100.000,8.330,8.575
100.000,8.575,8.147
100.000,8.147,8.443
100.000,8.443,8.391
100.000,8.391,8.169
100.000,8.169,8.477
100.000,8.477,8.734
100.000,8.734,8.522
100.000,8.522,8.381
100.000,8.381,8.394
100.000,8.394,8.402
100.000,8.402,7.845
100.000,7.845,7.947
100.000,7.947,8.141
100.000,8.141,8.072
100.000,8.072,7.888
100.000,7.888,8.125
100.000,8.125,8.050
100.000,8.050,8.081
100.000,8.081,8.130
100.000,8.130,8.267
100.000,8.267,8.246
100.000,8.246,8.362
100.000,8.362,8.364
100.000,8.364,8.345
100.000,8.345,8.316
100.000,8.316,8.156
100.000,8.156,8.309
100.000,8.309,8.295
100.000,8.295,8.656
100.000,8.656,8.561
100.000,8.561,8.723
100.000,8.723,8.976
100.000,8.976,8.597
100.000,8.597,8.458
100.000,8.458,8.420
100.000,8.420,8.361
100.000,8.361,8.556
100.000,8.556,7.672
100.000,7.672,8.152
100.000,8.152,8.253
100.000,8.253,7.997
100.000,7.997,7.933
100.000,7.933,8.187
100.000,8.187,7.837
100.000,7.837,8.040
100.000,8.040,8.050
100.000,8.050,8.307
100.000,8.307,8.228
100.000,8.228,8.222
