# setPoint, prevCurrent, Current
0.000,0.000,0.507
50.000,0.507,3.530
75.000,3.530,6.029
100.000,6.029,8.515
75.000,8.515,6.932
50.000,6.932,4.124
0.000,4.124,0.567
50.000,0.567,3.605
75.000,3.605,6.061
100.000,6.061,8.476
75.000,8.476,6.525
50.000,6.525,4.002
0.000,4.002,0.587
50.000,0.587,3.567
75.000,3.567,6.127
100.000,6.127,8.658
75.000,8.658,6.786
50.000,6.786,4.010
0.000,4.010,0.556
50.000,0.556,3.427
75.000,3.427,6.063
100.000,6.063,8.804
75.000,8.804,6.669
50.000,6.669,4.096
0.000,4.096,0.640
50.000,0.640,3.605
75.000,3.605,5.965
100.000,5.965,8.796
75.000,8.796,6.628
50.000,6.628,4.085
0.000,4.085,0.589
50.000,0.589,3.606
75.000,3.606,6.266
100.000,6.266,8.711
75.000,8.711,6.617
50.000,6.617,4.017
0.000,4.017,0.541
50.000,0.541,3.548
75.000,3.548,6.080
100.000,6.080,8.851
75.000,8.851,6.827
50.000,6.827,4.051
0.000,4.051,0.569
50.000,0.569,3.536
75.000,3.536,5.947
100.000,5.947,8.686
75.000,8.686,6.751
50.000,6.751,3.987
0.000,3.987,0.573
50.000,0.573,3.638
75.000,3.638,6.085
100.000,6.085,8.875
75.000,8.875,6.670
50.000,6.670,4.035
0.000,4.035,0.541
50.000,0.541,3.751
75.000,3.751,6.218
100.000,6.218,8.951
75.000,8.951,6.899
50.000,6.899,4.094
0.000,4.094,0.542
50.000,0.542,3.508
75.000,3.508,6.061
100.000,6.061,8.712
75.000,8.712,6.867
50.000,6.867,4.103
0.000,4.103,0.600
50.000,0.600,3.608
75.000,3.608,6.198
100.000,6.198,8.692
75.000,8.692,6.533
50.000,6.533,4.194
0.000,4.194,0.576
50.000,0.576,3.602
75.000,3.602,6.332
100.000,6.332,8.781
75.000,8.781,6.877
50.000,6.877,4.114
0.000,4.114,0.598
50.000,0.598,3.510
75.000,3.510,6.218
100.000,6.218,8.228
75.000,8.228,6.711
50.000,6.711,4.139
0.000,4.139,0.456
50.000,0.456,3.441
75.000,3.441,6.020
100.000,6.020,8.439
75.000,8.439,6.801
50.000,6.801,4.184
0.000,4.184,0.473
50.000,0.473,3.552
75.000,3.552,5.915
100.000,5.915,8.605
75.000,8.605,6.715
50.000,6.715,4.106
0.000,4.106,0.499
50.000,0.499,3.543
75.000,3.543,6.068
100.000,6.068,8.660
75.000,8.660,6.531
50.000,6.531,4.046
0.000,4.046,0.479
50.000,0.479,3.581
75.000,3.581,6.119
100.000,6.119,8.721
75.000,8.721,6.712
50.000,6.712,4.256
0.000,4.256,0.432
50.000,0.432,3.417
75.000,3.417,6.065
100.000,6.065,8.769
75.000,8.769,6.860
50.000,6.860,4.026
0.000,4.026,0.524
50.000,0.524,3.603
75.000,3.603,6.133
100.000,6.133,8.759
75.000,8.759,6.727
50.000,6.727,4.040
