# Time, setPoint, Actual Brake Current, prevsetPoint, MotorCurrentMotorSpeed
393.39,92.10,91.70,8.70,3.50
393.40,92.10,91.70,7.80,3.54
nan,nan,nan,nan,nan
393.41,92.10,94.50,5.82,3.61
nan,nan,nan,nan,nan
393.42,92.10,91.70,8.10,3.63
393.43,92.10,92.80,8.16,3.56
nan,nan,nan,nan,nan
393.44,92.10,93.90,6.72,3.61
393.45,92.10,93.40,6.96,3.63
nan,nan,nan,nan,nan
393.46,92.10,92.80,7.80,3.61
nan,nan,nan,nan,nan
393.47,92.10,93.90,6.78,3.63
393.49,92.10,91.20,7.38,3.67
nan,nan,nan,nan,nan
393.50,92.10,90.10,7.92,3.59
nan,nan,nan,nan,nan
393.51,92.10,93.40,6.84,3.63
393.52,92.10,91.70,6.72,3.69
nan,nan,nan,nan,nan
393.53,92.10,92.80,6.54,3.71
393.54,92.10,90.70,7.26,3.73
nan,nan,nan,nan,nan
393.55,92.10,93.90,7.68,3.75
393.56,92.10,93.90,6.72,3.78
nan,nan,nan,nan,nan
393.57,92.10,93.40,6.72,3.80
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
393.60,92.10,91.70,7.74,3.86
nan,nan,nan,nan,nan
393.61,92.10,91.20,8.40,3.78
nan,nan,nan,nan,nan
393.62,92.10,94.50,9.60,3.65
393.63,92.10,91.20,7.74,3.67
nan,nan,nan,nan,nan
393.64,92.10,91.20,7.68,3.69
393.65,92.10,93.40,5.76,3.82
nan,nan,nan,nan,nan
393.66,92.10,92.80,8.58,3.84
393.67,92.10,93.90,7.68,3.75
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
393.70,92.10,94.50,4.80,4.01
393.71,92.10,94.50,8.34,4.03
nan,nan,nan,nan,nan
393.72,92.10,92.80,7.74,4.03
393.73,92.10,89.60,7.44,4.05
nan,nan,nan,nan,nan
393.74,92.10,91.20,9.54,3.95
393.75,92.10,89.60,6.84,3.97
nan,nan,nan,nan,nan
393.76,92.10,92.30,7.02,3.99
nan,nan,nan,nan,nan
393.77,92.10,92.80,8.82,3.92
393.79,92.10,92.80,7.92,3.95
nan,nan,nan,nan,nan
393.80,92.10,90.10,7.56,3.97
393.81,92.10,95.00,7.38,3.97
nan,nan,nan,nan,nan
393.82,92.10,90.70,7.38,3.99
nan,nan,nan,nan,nan
393.83,92.10,91.20,7.20,4.03
393.84,92.10,91.70,8.70,4.03
nan,nan,nan,nan,nan
393.85,92.10,92.80,6.24,4.14
393.86,92.10,91.70,7.68,4.16
nan,nan,nan,nan,nan
393.87,92.10,91.70,9.06,4.05
393.88,92.10,91.70,7.62,4.07
nan,nan,nan,nan,nan
393.89,92.10,92.30,6.72,4.12
nan,nan,nan,nan,nan
393.90,92.10,90.70,7.62,4.12
393.91,92.10,93.90,7.62,4.12
nan,nan,nan,nan,nan
393.92,92.10,91.20,8.58,4.14
393.93,92.10,91.70,6.78,4.24
nan,nan,nan,nan,nan
393.94,92.10,92.30,8.52,4.16
nan,nan,nan,nan,nan
393.95,92.10,91.70,8.64,4.18
393.96,92.10,92.80,8.10,4.18
nan,nan,nan,nan,nan
393.98,92.10,91.70,7.62,4.18
393.99,92.10,90.70,7.92,4.09
nan,nan,nan,nan,nan
394.00,92.10,92.30,7.26,4.12
nan,nan,nan,nan,nan
394.01,92.10,92.80,7.68,4.14
394.02,92.10,92.80,6.90,4.24
nan,nan,nan,nan,nan
394.03,92.10,90.10,7.20,4.24
394.04,92.10,93.40,7.44,4.24
nan,nan,nan,nan,nan
394.05,92.10,91.20,7.68,4.24
394.06,92.10,91.20,8.04,4.24
nan,nan,nan,nan,nan
394.07,92.10,92.30,7.74,4.24
394.08,92.10,90.70,6.78,4.33
nan,nan,nan,nan,nan
394.09,92.10,95.50,7.74,4.33
nan,nan,nan,nan,nan
394.10,92.10,90.70,7.56,4.35
394.11,92.10,91.70,8.88,4.24
nan,nan,nan,nan,nan
394.12,92.10,90.10,6.84,4.24
394.13,92.10,91.20,6.24,4.35
nan,nan,nan,nan,nan
394.14,92.10,91.70,7.62,4.35
394.15,92.10,95.00,8.52,4.35
nan,nan,nan,nan,nan
394.16,92.10,89.00,7.62,4.33
394.17,92.10,92.80,7.26,4.33
nan,nan,nan,nan,nan
394.18,92.10,89.60,7.50,4.33
nan,nan,nan,nan,nan
394.19,92.10,93.90,8.04,4.35
394.20,92.10,93.40,8.64,4.35
nan,nan,nan,nan,nan
394.21,92.10,91.20,8.46,4.35
394.22,92.10,95.00,6.72,4.43
nan,nan,nan,nan,nan
394.24,92.10,90.70,7.68,4.43
394.25,92.10,91.20,7.56,4.41
nan,nan,nan,nan,nan
394.26,92.10,90.10,7.92,4.43
nan,nan,nan,nan,nan
394.27,92.10,91.20,7.74,4.43
394.28,92.10,93.40,7.50,4.43
nan,nan,nan,nan,nan
394.29,92.10,92.30,7.50,4.41
394.30,92.10,92.80,7.56,4.41
nan,nan,nan,nan,nan
394.31,92.10,95.00,7.20,4.43
nan,nan,nan,nan,nan
394.32,92.10,92.80,7.62,4.52
394.33,92.10,90.70,7.74,4.50
nan,nan,nan,nan,nan
394.34,92.10,91.70,7.08,4.50
394.35,92.10,87.40,7.56,4.48
nan,nan,nan,nan,nan
394.36,92.10,94.50,8.04,4.48
394.37,92.10,94.50,8.58,4.45
nan,nan,nan,nan,nan
394.38,92.10,91.20,7.56,4.45
394.39,92.10,93.40,6.78,4.54
nan,nan,nan,nan,nan
394.40,92.10,92.30,7.50,4.56
nan,nan,nan,nan,nan
394.41,92.10,93.90,8.58,4.54
394.42,92.10,90.70,7.74,4.54
nan,nan,nan,nan,nan
394.43,92.10,89.60,7.08,4.52
394.44,92.10,91.20,6.84,4.50
nan,nan,nan,nan,nan
394.46,92.10,91.20,7.56,4.50
394.47,92.10,92.30,7.68,4.48
nan,nan,nan,nan,nan
394.48,92.10,93.40,7.50,4.48
394.49,92.10,91.70,7.26,4.58
nan,nan,nan,nan,nan
394.50,92.10,91.70,8.58,4.56
nan,nan,nan,nan,nan
394.51,92.10,91.20,7.68,4.54
394.52,92.10,93.40,8.40,4.54
nan,nan,nan,nan,nan
394.53,92.10,89.60,9.36,4.52
394.54,92.10,89.00,8.46,4.50
nan,nan,nan,nan,nan
394.55,92.10,93.90,7.80,4.50
nan,nan,nan,nan,nan
394.56,92.10,91.70,7.08,4.60
394.57,92.10,94.50,7.02,4.58
nan,nan,nan,nan,nan
394.58,92.10,92.30,7.68,4.56
394.59,92.10,90.10,8.04,4.56
nan,nan,nan,nan,nan
394.60,92.10,92.30,8.82,4.54
394.61,92.10,91.70,6.90,4.62
nan,nan,nan,nan,nan
394.62,92.10,91.70,6.78,4.71
nan,nan,nan,nan,nan
394.63,92.10,92.80,8.58,4.60
394.64,92.10,92.80,8.64,4.60
nan,nan,nan,nan,nan
394.65,92.10,92.80,8.40,4.58
394.66,92.10,92.30,7.62,4.56
nan,nan,nan,nan,nan
394.67,92.10,92.80,7.80,4.56
394.69,92.10,91.20,6.30,4.65
nan,nan,nan,nan,nan
394.70,92.10,92.80,6.78,4.71
394.71,92.10,90.70,9.42,4.62
nan,nan,nan,nan,nan
394.72,92.10,91.20,9.06,4.60
nan,nan,nan,nan,nan
394.73,92.10,92.80,8.28,4.58
394.74,92.10,91.70,7.08,4.67
nan,nan,nan,nan,nan
394.75,92.10,91.70,7.02,4.75
394.76,92.10,93.90,7.68,4.73
nan,nan,nan,nan,nan
394.77,92.10,92.80,9.54,4.69
394.78,92.10,92.80,8.64,4.69
nan,nan,nan,nan,nan
394.79,92.10,93.90,7.80,4.67
nan,nan,nan,nan,nan
394.80,92.10,90.70,7.50,4.67
394.81,92.10,94.50,8.16,4.65
nan,nan,nan,nan,nan
394.82,92.10,92.80,7.68,4.62
394.83,92.10,92.30,6.06,4.71
nan,nan,nan,nan,nan
394.84,92.10,89.60,8.10,4.69
394.85,92.10,92.30,8.82,4.67
nan,nan,nan,nan,nan
394.86,92.10,95.00,6.78,4.75
394.87,92.10,91.70,7.20,4.82
nan,nan,nan,nan,nan
394.88,92.10,91.70,7.68,4.73
nan,nan,nan,nan,nan
394.89,92.10,93.90,7.68,4.69
394.90,92.10,90.10,6.18,4.77
nan,nan,nan,nan,nan
394.91,92.10,92.80,8.04,4.84
394.92,92.10,89.60,7.74,4.82
nan,nan,nan,nan,nan
394.93,92.10,91.70,9.36,4.69
394.95,92.10,95.00,7.68,4.67
nan,nan,nan,nan,nan
394.96,92.10,91.70,7.92,4.67
394.97,92.10,92.80,7.50,4.73
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
394.99,92.10,93.40,6.72,4.86
395.00,92.10,92.80,8.46,4.84
nan,nan,nan,nan,nan
395.01,92.10,92.80,8.22,4.79
395.02,92.10,91.70,7.74,4.77
nan,nan,nan,nan,nan
395.03,92.10,91.20,7.50,4.75
395.04,92.10,92.80,8.52,4.73
nan,nan,nan,nan,nan
395.06,92.10,90.70,8.58,4.71
395.07,92.10,91.70,8.52,4.69
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
395.09,92.10,92.30,7.20,4.82
395.10,92.10,92.80,7.14,4.88
nan,nan,nan,nan,nan
395.12,92.10,92.30,6.90,4.96
395.13,92.10,92.80,9.48,4.84
nan,nan,nan,nan,nan
395.14,92.10,91.20,8.04,4.79
395.15,92.10,92.30,7.44,4.77
nan,nan,nan,nan,nan
395.16,92.10,91.70,7.86,4.77
nan,nan,nan,nan,nan
395.17,92.10,90.70,6.78,4.84
395.18,92.10,91.20,7.74,4.82
nan,nan,nan,nan,nan
395.19,92.10,91.70,8.76,4.79
395.20,92.10,91.20,8.10,4.77
nan,nan,nan,nan,nan
395.21,92.10,91.70,7.86,4.73
395.22,92.10,94.50,6.78,4.82
nan,nan,nan,nan,nan
395.23,92.10,93.40,7.68,4.79
395.24,92.10,91.70,9.42,4.77
nan,nan,nan,nan,nan
395.25,92.10,91.70,8.64,4.75
nan,nan,nan,nan,nan
395.26,92.10,92.30,7.80,4.75
395.27,92.10,91.70,6.90,4.82
nan,nan,nan,nan,nan
395.28,92.10,90.70,6.72,4.90
395.29,92.10,93.40,7.68,4.96
nan,nan,nan,nan,nan
395.30,92.10,90.70,7.80,4.92
395.31,92.10,90.70,7.56,4.90
nan,nan,nan,nan,nan
395.32,92.10,90.70,9.00,4.79
395.33,92.10,90.10,8.52,4.77
nan,nan,nan,nan,nan
395.34,92.10,91.70,7.68,4.84
nan,nan,nan,nan,nan
395.35,92.10,90.10,7.74,4.90
395.36,92.10,91.70,7.92,4.88
nan,nan,nan,nan,nan
395.38,92.10,92.30,7.68,4.86
395.39,92.10,90.70,8.64,4.84
nan,nan,nan,nan,nan
395.40,92.10,90.70,9.12,4.79
nan,nan,nan,nan,nan
395.41,92.10,91.70,9.48,4.71
395.42,92.10,89.60,7.74,4.77
nan,nan,nan,nan,nan
395.43,92.10,91.70,7.02,4.86
395.44,92.10,91.20,7.80,4.82
nan,nan,nan,nan,nan
395.45,92.10,89.60,7.74,4.79
395.46,92.10,93.90,7.20,4.86
nan,nan,nan,nan,nan
395.47,92.10,91.20,6.84,4.86
nan,nan,nan,nan,nan
395.48,92.10,93.90,6.84,4.92
395.49,92.10,91.70,8.64,4.90
nan,nan,nan,nan,nan
395.50,92.10,93.90,8.46,4.86
395.51,92.10,91.20,7.44,4.86
nan,nan,nan,nan,nan
395.52,92.10,90.70,7.80,4.84
nan,nan,nan,nan,nan
395.53,92.10,93.40,7.68,4.79
395.54,92.10,91.20,7.74,4.77
nan,nan,nan,nan,nan
395.56,92.10,90.70,6.84,4.86
395.57,92.10,92.30,6.66,4.94
nan,nan,nan,nan,nan
395.58,92.10,93.40,6.78,5.01
nan,nan,nan,nan,nan
395.59,92.10,92.30,9.66,4.88
395.60,92.10,91.20,7.98,4.84
nan,nan,nan,nan,nan
395.61,92.10,93.90,7.98,4.82
395.62,92.10,92.30,6.72,4.92
nan,nan,nan,nan,nan
395.63,92.10,91.20,7.02,4.99
nan,nan,nan,nan,nan
395.64,92.10,89.60,7.68,4.94
395.65,92.10,93.40,9.30,4.84
nan,nan,nan,nan,nan
395.66,92.10,93.90,8.64,4.82
nan,nan,nan,nan,nan
395.67,92.10,92.80,8.64,4.79
395.68,92.10,91.20,7.98,4.86
nan,nan,nan,nan,nan
395.69,92.10,91.70,8.34,4.92
395.71,92.10,93.40,8.46,4.90
nan,nan,nan,nan,nan
395.72,92.10,92.80,7.38,4.96
nan,nan,nan,nan,nan
395.73,92.10,94.50,7.74,4.96
395.74,92.10,94.50,8.34,4.92
nan,nan,nan,nan,nan
395.75,92.10,92.30,7.68,4.90
395.76,92.10,91.20,8.58,4.86
nan,nan,nan,nan,nan
395.77,92.10,92.80,8.58,4.84
395.78,92.10,91.20,7.44,4.90
nan,nan,nan,nan,nan
395.79,92.10,93.40,7.20,4.99
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
395.82,92.10,90.70,10.08,4.88
nan,nan,nan,nan,nan
395.83,92.10,93.40,9.60,4.77
395.84,92.10,93.90,6.84,4.84
nan,nan,nan,nan,nan
395.85,92.10,88.50,7.32,4.90
nan,nan,nan,nan,nan
395.86,92.10,94.50,7.08,4.99
395.87,92.10,91.20,6.78,5.05
nan,nan,nan,nan,nan
395.88,92.10,92.80,8.64,4.90
nan,nan,nan,nan,nan
395.89,92.10,89.00,7.68,4.90
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
395.92,92.10,91.70,7.74,4.88
395.93,92.10,92.80,7.56,4.86
nan,nan,nan,nan,nan
395.94,92.10,91.20,6.84,4.84
395.95,92.10,91.70,5.88,4.92
nan,nan,nan,nan,nan
395.96,92.10,91.70,6.18,4.99
nan,nan,nan,nan,nan
395.97,92.10,91.20,7.02,5.05
395.98,92.10,93.40,8.34,5.01
nan,nan,nan,nan,nan
396.00,3.20,92.30,9.06,-0.00
nan,nan,nan,nan,nan
396.01,3.20,79.80,10.62,-0.00
nan,nan,nan,nan,nan
396.02,3.20,69.00,4.62,0.59
nan,nan,nan,nan,nan
396.04,3.20,55.40,4.38,1.15
nan,nan,nan,nan,nan
396.05,3.20,44.00,1.92,1.95
nan,nan,nan,nan,nan
396.06,3.20,34.80,3.78,2.42
396.07,3.20,21.80,4.92,2.61
nan,nan,nan,nan,nan
396.08,3.20,9.30,3.12,2.84
nan,nan,nan,nan,nan
396.09,3.20,3.80,1.08,3.10
396.10,3.20,4.90,0.96,3.35
nan,nan,nan,nan,nan
396.11,3.20,3.80,1.02,3.59
396.13,3.20,2.80,0.84,3.80
nan,nan,nan,nan,nan
396.14,3.20,2.20,0.06,4.05
nan,nan,nan,nan,nan
396.15,3.20,0.60,1.02,4.16
396.16,3.20,4.40,0.42,4.26
nan,nan,nan,nan,nan
396.17,3.20,4.90,1.02,4.37
396.18,3.20,4.40,1.20,4.35
nan,nan,nan,nan,nan
396.19,3.20,3.80,0.00,4.48
nan,nan,nan,nan,nan
396.20,3.20,2.20,1.02,4.48
396.21,3.20,3.80,1.98,4.45
nan,nan,nan,nan,nan
396.22,3.20,3.30,1.02,4.43
396.23,3.20,1.10,0.06,4.54
nan,nan,nan,nan,nan
396.24,3.20,3.80,0.00,4.62
396.25,3.20,3.30,1.14,4.60
nan,nan,nan,nan,nan
396.26,3.20,3.80,0.06,4.71
nan,nan,nan,nan,nan
396.27,3.20,0.60,1.62,4.69
396.28,3.20,4.90,2.16,4.56
nan,nan,nan,nan,nan
396.29,3.20,4.40,1.02,4.54
396.30,3.20,1.70,0.00,4.62
nan,nan,nan,nan,nan
396.32,3.20,2.80,0.90,4.62
396.33,3.20,1.70,0.96,4.60
nan,nan,nan,nan,nan
396.34,3.20,5.50,0.00,4.69
nan,nan,nan,nan,nan
396.35,3.20,4.40,1.02,4.69
396.36,3.20,3.80,1.08,4.67
nan,nan,nan,nan,nan
396.37,3.20,3.30,1.02,4.65
396.38,3.20,3.30,1.02,4.62
nan,nan,nan,nan,nan
396.39,3.20,2.80,0.06,4.71
396.40,3.20,2.80,1.02,4.69
nan,nan,nan,nan,nan
396.41,3.20,0.60,0.96,4.67
396.42,3.20,3.30,1.02,4.65
nan,nan,nan,nan,nan
396.43,3.20,3.80,1.02,4.65
nan,nan,nan,nan,nan
396.44,3.20,3.80,0.06,4.73
396.45,3.20,1.70,1.02,4.71
nan,nan,nan,nan,nan
396.46,3.20,2.80,0.18,4.79
396.47,3.20,3.80,1.08,4.75
nan,nan,nan,nan,nan
396.48,3.20,4.90,1.02,4.73
396.49,3.20,1.10,1.02,4.71
nan,nan,nan,nan,nan
396.50,3.20,3.80,0.90,4.69
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
396.53,3.20,2.80,0.12,4.82
nan,nan,nan,nan,nan
396.54,3.20,0.60,1.14,4.79
396.55,3.20,2.20,0.90,4.77
nan,nan,nan,nan,nan
396.56,3.20,0.00,0.90,4.75
396.57,3.20,3.80,1.02,4.73
nan,nan,nan,nan,nan
396.58,3.20,1.10,0.06,4.79
396.59,3.20,0.00,1.02,4.77
nan,nan,nan,nan,nan
396.60,3.20,0.60,0.06,4.86
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
396.63,3.20,2.80,1.92,4.77
nan,nan,nan,nan,nan
396.64,3.20,2.80,0.96,4.75
396.65,3.20,2.80,0.96,4.73
nan,nan,nan,nan,nan
396.66,3.20,1.70,0.66,4.71
396.67,3.20,3.80,0.06,4.77
nan,nan,nan,nan,nan
396.68,3.20,2.20,0.90,4.77
nan,nan,nan,nan,nan
396.69,3.20,1.70,1.08,4.75
396.70,3.20,1.70,1.02,4.73
nan,nan,nan,nan,nan
396.71,3.20,3.80,0.00,4.79
396.72,3.20,0.60,1.02,4.77
nan,nan,nan,nan,nan
396.73,3.20,4.90,0.00,4.86
396.75,3.20,3.80,0.90,4.82
nan,nan,nan,nan,nan
396.76,3.20,6.60,1.02,4.79
396.77,3.20,1.70,0.96,4.77
nan,nan,nan,nan,nan
396.78,3.20,3.30,1.08,4.75
396.79,3.20,2.20,0.00,4.86
nan,nan,nan,nan,nan
396.80,3.20,3.30,0.96,4.82
nan,nan,nan,nan,nan
396.81,3.20,2.80,0.96,4.79
396.82,3.20,3.30,0.96,4.77
nan,nan,nan,nan,nan
396.83,3.20,2.20,0.06,4.84
396.84,3.20,1.70,1.08,4.82
nan,nan,nan,nan,nan
396.85,3.20,1.70,0.06,4.88
396.86,3.20,1.70,0.96,4.86
nan,nan,nan,nan,nan
396.87,3.20,5.50,0.96,4.84
396.88,3.20,3.30,0.90,4.79
nan,nan,nan,nan,nan
396.89,3.20,2.80,0.72,4.79
nan,nan,nan,nan,nan
396.90,3.20,3.30,0.00,4.88
396.91,3.20,1.70,1.02,4.84
nan,nan,nan,nan,nan
396.92,3.20,1.70,1.14,4.82
396.93,3.20,4.40,0.00,4.88
nan,nan,nan,nan,nan
396.94,3.20,0.60,0.96,4.86
396.95,3.20,0.60,1.02,4.84
nan,nan,nan,nan,nan
396.96,3.20,5.50,1.08,4.79
396.97,3.20,2.80,0.06,4.88
nan,nan,nan,nan,nan
396.98,3.20,3.30,1.14,4.84
396.99,3.20,2.80,0.84,4.84
nan,nan,nan,nan,nan
397.00,3.20,0.00,0.66,4.82
397.01,3.20,1.70,0.78,4.79
nan,nan,nan,nan,nan
397.02,3.20,3.30,0.00,4.86
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
397.05,3.20,2.20,0.96,4.79
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
397.06,3.20,2.20,0.00,4.86
nan,nan,nan,nan,nan
397.07,3.20,2.20,0.06,4.92
397.08,3.20,1.70,0.96,4.88
nan,nan,nan,nan,nan
397.09,3.20,5.50,1.02,4.86
397.10,3.20,1.10,0.00,4.92
nan,nan,nan,nan,nan
397.11,3.20,3.80,1.02,4.90
397.12,3.20,0.60,0.72,4.86
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
397.15,3.20,3.80,0.78,4.88
397.16,3.20,3.80,0.00,4.94
nan,nan,nan,nan,nan
397.17,3.20,2.80,0.96,4.90
397.18,3.20,3.80,0.96,4.88
nan,nan,nan,nan,nan
397.20,3.20,2.80,0.96,4.86
397.21,3.20,5.50,0.06,4.94
nan,nan,nan,nan,nan
397.22,3.20,4.40,0.96,4.90
nan,nan,nan,nan,nan
397.23,3.20,2.20,0.12,4.96
397.24,3.20,2.80,1.02,4.94
nan,nan,nan,nan,nan
397.25,3.20,1.10,1.02,4.90
397.26,3.20,0.00,0.90,4.88
397.27,3.20,2.80,0.96,4.84
nan,nan,nan,nan,nan
397.28,3.20,2.80,0.00,4.92
397.29,3.20,3.80,0.84,4.88
nan,nan,nan,nan,nan
397.30,3.20,3.80,0.06,4.96
nan,nan,nan,nan,nan
397.31,3.20,5.50,0.96,4.92
397.32,3.20,3.80,0.96,4.90
nan,nan,nan,nan,nan
397.33,3.20,2.20,0.96,4.86
397.34,3.20,4.40,1.02,4.84
nan,nan,nan,nan,nan
397.35,3.20,4.90,0.06,4.90
397.36,3.20,5.50,0.00,4.96
nan,nan,nan,nan,nan
397.37,3.20,3.80,0.90,4.94
397.38,3.20,4.90,0.96,4.90
nan,nan,nan,nan,nan
397.39,3.20,0.60,1.26,4.79
397.40,3.20,2.80,0.06,4.88
nan,nan,nan,nan,nan
397.41,3.20,2.80,0.00,4.94
397.42,3.20,0.60,1.02,4.92
nan,nan,nan,nan,nan
397.43,3.20,2.20,0.96,4.88
397.44,3.20,1.70,0.90,4.86
nan,nan,nan,nan,nan
397.45,3.20,1.10,0.06,4.92
397.46,3.20,1.70,0.96,4.90
nan,nan,nan,nan,nan
397.47,3.20,3.30,1.02,4.86
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
397.49,3.20,4.90,0.66,4.90
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
397.51,3.20,0.00,0.06,5.03
397.52,3.20,4.90,0.00,5.09
nan,nan,nan,nan,nan
397.53,3.20,3.80,1.26,5.05
nan,nan,nan,nan,nan
397.54,3.20,3.80,1.86,4.92
397.55,3.20,3.80,0.96,4.88
nan,nan,nan,nan,nan
397.56,3.20,6.60,0.06,4.94
397.57,3.20,0.00,0.06,5.01
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
397.59,3.20,3.30,0.96,4.94
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
397.61,3.20,4.40,1.32,4.88
nan,nan,nan,nan,nan
397.62,3.20,2.80,0.96,4.86
397.63,3.20,0.00,0.42,4.84
nan,nan,nan,nan,nan
397.64,3.20,3.30,0.12,4.90
397.65,3.20,1.10,0.00,4.96
nan,nan,nan,nan,nan
397.66,3.20,4.40,1.20,4.94
397.67,3.20,7.60,1.02,4.90
nan,nan,nan,nan,nan
397.68,3.20,6.60,1.02,4.88
397.69,3.20,1.10,1.02,4.84
nan,nan,nan,nan,nan
397.70,3.20,2.80,0.00,4.92
397.71,3.20,2.20,0.00,4.99
nan,nan,nan,nan,nan
397.72,3.20,-1.00,0.96,4.94
397.73,3.20,3.30,0.96,4.94
nan,nan,nan,nan,nan
397.74,3.20,0.60,1.02,4.90
397.75,3.20,-0.50,0.06,4.96
nan,nan,nan,nan,nan
397.76,3.20,2.20,1.08,4.94
nan,nan,nan,nan,nan
397.77,3.20,2.80,0.90,4.90
397.78,3.20,3.30,0.78,4.88
nan,nan,nan,nan,nan
397.80,3.20,2.80,0.00,4.96
397.81,3.20,3.80,0.96,4.94
nan,nan,nan,nan,nan
397.82,3.20,6.60,0.90,4.90
nan,nan,nan,nan,nan
397.83,3.20,2.20,0.12,4.96
397.84,3.20,3.80,0.96,4.94
nan,nan,nan,nan,nan
397.85,3.20,3.30,0.90,4.90
397.86,3.20,4.90,0.00,4.96
nan,nan,nan,nan,nan
397.87,3.20,3.80,0.90,4.94
397.88,3.20,0.60,0.96,4.90
nan,nan,nan,nan,nan
397.89,3.20,1.70,0.96,4.88
397.90,3.20,2.20,1.02,4.84
nan,nan,nan,nan,nan
397.91,3.20,2.20,0.06,4.92
397.92,3.20,2.80,0.06,5.01
nan,nan,nan,nan,nan
397.93,3.20,3.80,1.02,4.96
397.94,3.20,1.70,0.90,4.94
nan,nan,nan,nan,nan
397.95,3.20,3.30,0.12,5.01
397.96,3.20,2.80,0.96,4.96
nan,nan,nan,nan,nan
397.97,3.20,2.80,1.08,4.92
nan,nan,nan,nan,nan
397.98,3.20,3.80,0.96,4.90
397.99,3.20,0.00,0.06,4.96
nan,nan,nan,nan,nan
398.00,3.20,6.00,0.90,4.92
398.01,3.20,3.80,0.96,4.90
nan,nan,nan,nan,nan
398.02,3.20,2.80,0.06,4.96
398.03,3.20,4.90,1.08,4.94
nan,nan,nan,nan,nan
398.04,3.20,2.80,1.44,4.90
398.05,3.20,3.30,0.78,4.88
nan,nan,nan,nan,nan
398.06,3.20,0.00,0.06,4.96
398.07,3.20,1.10,0.00,5.03
nan,nan,nan,nan,nan
398.08,3.20,4.40,1.02,4.96
398.09,3.20,4.40,0.90,4.94
nan,nan,nan,nan,nan
398.10,3.20,2.20,0.06,5.03
398.11,3.20,3.80,1.08,4.99
nan,nan,nan,nan,nan
398.12,3.20,4.40,0.96,4.94
398.13,3.20,2.80,1.02,4.92
nan,nan,nan,nan,nan
398.14,3.20,3.80,0.00,4.99
nan,nan,nan,nan,nan
398.15,3.20,4.40,1.02,4.94
398.16,3.20,6.00,0.90,4.92
nan,nan,nan,nan,nan
398.17,3.20,3.80,0.00,4.99
398.18,3.20,6.00,1.02,4.94
nan,nan,nan,nan,nan
398.19,3.20,2.80,0.96,4.92
398.20,3.20,3.80,0.90,4.88
nan,nan,nan,nan,nan
398.22,3.20,5.50,0.00,4.96
398.23,3.20,2.20,1.02,4.94
nan,nan,nan,nan,nan
398.24,3.20,4.40,0.00,5.01
nan,nan,nan,nan,nan
398.25,3.20,5.50,0.96,4.96
398.26,3.20,2.80,0.00,5.03
nan,nan,nan,nan,nan
398.27,3.20,1.70,0.96,5.01
398.28,3.20,2.80,1.02,4.96
nan,nan,nan,nan,nan
398.29,3.20,3.80,0.96,4.94
398.30,3.20,2.80,0.90,4.92
nan,nan,nan,nan,nan
398.31,3.20,4.90,0.06,4.99
398.32,3.20,1.10,1.08,4.96
nan,nan,nan,nan,nan
398.33,3.20,2.80,1.38,4.92
398.34,3.20,1.10,0.06,4.99
nan,nan,nan,nan,nan
398.35,3.20,4.90,0.96,4.96
398.36,3.20,0.60,0.00,5.03
nan,nan,nan,nan,nan
398.37,3.20,3.30,0.96,4.99
398.38,3.20,1.10,1.02,4.94
nan,nan,nan,nan,nan
398.39,3.20,4.40,0.96,4.92
398.40,3.20,1.70,0.06,4.99
nan,nan,nan,nan,nan
398.41,3.20,4.40,0.96,4.94
398.42,3.20,3.80,0.06,5.01
nan,nan,nan,nan,nan
398.43,3.20,1.70,0.84,4.99
398.44,3.20,5.50,0.96,4.94
nan,nan,nan,nan,nan
398.45,3.20,5.50,1.02,4.92
398.46,3.20,6.00,1.02,4.88
nan,nan,nan,nan,nan
398.47,3.20,2.80,0.06,4.94
nan,nan,nan,nan,nan
398.48,3.20,4.40,0.12,5.01
398.49,3.20,1.70,1.02,4.99
nan,nan,nan,nan,nan
398.50,3.20,6.00,1.02,4.94
398.51,3.20,6.60,1.02,4.94
nan,nan,nan,nan,nan
398.52,3.20,0.60,0.06,5.01
398.53,3.20,2.20,0.96,4.96
