# Time, setPoint, Actual Brake Current, prevsetPoint, MotorCurrentMotorSpeed
0.00,99.00,100.40,8.28,0.00
0.01,99.00,99.30,8.94,0.11
nan,nan,nan,nan,nan
0.02,99.00,98.80,3.12,0.70
0.03,99.00,102.10,0.96,1.44
nan,nan,nan,nan,nan
0.04,99.00,98.80,2.94,2.06
nan,nan,nan,nan,nan
0.05,99.00,98.30,5.64,2.35
0.07,99.00,100.40,5.94,2.50
nan,nan,nan,nan,nan
0.08,99.00,97.20,6.12,2.59
nan,nan,nan,nan,nan
0.09,99.00,103.70,5.46,2.76
0.10,99.00,99.30,6.12,2.93
nan,nan,nan,nan,nan
0.11,99.00,99.90,6.48,2.99
0.12,99.00,97.20,6.66,2.95
nan,nan,nan,nan,nan
0.13,99.00,95.00,6.90,2.97
0.14,99.00,98.80,5.34,3.01
nan,nan,nan,nan,nan
0.15,99.00,101.00,4.80,3.18
0.16,99.00,100.40,7.74,3.12
nan,nan,nan,nan,nan
0.17,99.00,97.70,6.00,3.18
0.18,99.00,99.30,6.78,3.12
nan,nan,nan,nan,nan
0.19,99.00,95.00,6.66,3.18
nan,nan,nan,nan,nan
0.20,99.00,99.90,6.78,3.27
0.21,99.00,99.30,5.76,3.31
nan,nan,nan,nan,nan
0.22,99.00,97.20,7.68,3.27
nan,nan,nan,nan,nan
0.23,99.00,99.30,5.82,3.31
0.24,99.00,97.70,5.76,3.35
nan,nan,nan,nan,nan
0.26,99.00,99.90,7.68,3.33
0.27,99.00,99.90,5.46,3.37
nan,nan,nan,nan,nan
0.28,99.00,98.80,7.50,3.33
0.29,99.00,101.00,7.02,3.27
nan,nan,nan,nan,nan
0.30,99.00,97.70,6.06,3.31
nan,nan,nan,nan,nan
0.31,99.00,99.30,4.74,3.50
0.32,99.00,104.20,6.72,3.54
nan,nan,nan,nan,nan
0.33,99.00,99.90,6.78,3.48
nan,nan,nan,nan,nan
0.34,99.00,97.70,6.00,3.50
0.35,99.00,100.40,7.62,3.54
nan,nan,nan,nan,nan
0.36,99.00,99.30,8.04,3.48
0.37,99.00,99.90,6.78,3.50
nan,nan,nan,nan,nan
0.38,99.00,99.30,4.92,3.69
0.39,99.00,98.30,8.40,3.71
nan,nan,nan,nan,nan
0.40,99.00,97.70,7.62,3.65
nan,nan,nan,nan,nan
0.41,99.00,101.50,8.94,3.56
0.42,99.00,97.70,6.90,3.61
nan,nan,nan,nan,nan
0.43,99.00,97.70,6.72,3.63
0.44,99.00,98.30,7.74,3.67
nan,nan,nan,nan,nan
0.45,99.00,99.90,7.74,3.59
0.47,99.00,99.30,7.56,3.56
nan,nan,nan,nan,nan
0.48,99.00,97.20,6.66,3.61
0.49,99.00,98.30,6.96,3.73
nan,nan,nan,nan,nan
0.50,99.00,102.60,6.96,3.75
nan,nan,nan,nan,nan
0.51,99.00,98.80,6.66,3.78
0.52,99.00,99.90,6.96,3.80
nan,nan,nan,nan,nan
0.53,99.00,99.90,7.80,3.82
0.54,99.00,98.80,7.08,3.84
nan,nan,nan,nan,nan
0.55,99.00,98.30,6.54,3.80
0.56,99.00,97.70,6.96,3.82
nan,nan,nan,nan,nan
0.57,99.00,98.30,7.08,3.84
0.58,99.00,96.60,6.72,3.86
nan,nan,nan,nan,nan
0.59,99.00,99.30,7.56,3.86
nan,nan,nan,nan,nan
0.60,99.00,98.80,8.04,3.88
0.61,99.00,97.70,6.72,3.90
nan,nan,nan,nan,nan
0.62,99.00,99.30,6.78,3.92
0.63,99.00,101.50,8.58,3.88
nan,nan,nan,nan,nan
0.64,99.00,101.50,7.68,3.90
nan,nan,nan,nan,nan
0.65,99.00,98.30,7.02,3.90
0.66,99.00,98.80,5.76,4.03
nan,nan,nan,nan,nan
0.67,99.00,97.70,7.62,4.03
0.68,99.00,100.40,7.92,3.95
nan,nan,nan,nan,nan
0.69,99.00,101.50,6.06,3.97
0.70,99.00,97.20,7.56,3.97
nan,nan,nan,nan,nan
0.71,99.00,98.80,7.92,3.99
0.72,99.00,98.80,7.68,3.99
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
0.75,99.00,97.70,10.50,3.84
nan,nan,nan,nan,nan
0.76,99.00,99.90,7.50,3.86
nan,nan,nan,nan,nan
0.77,99.00,99.90,7.02,3.97
0.78,99.00,99.90,6.96,4.07
nan,nan,nan,nan,nan
0.79,99.00,99.30,6.78,4.09
0.81,99.00,98.30,8.22,4.03
nan,nan,nan,nan,nan
0.82,99.00,100.40,6.84,4.05
0.83,99.00,99.30,8.22,4.05
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
0.85,99.00,101.00,8.46,4.05
0.87,99.00,99.90,7.20,4.09
nan,nan,nan,nan,nan
0.88,99.00,100.40,6.30,4.20
0.89,99.00,97.20,9.06,4.20
nan,nan,nan,nan,nan
0.90,99.00,99.90,8.64,4.09
nan,nan,nan,nan,nan
0.91,99.00,98.80,6.78,4.12
0.92,99.00,97.70,7.98,4.12
nan,nan,nan,nan,nan
0.93,99.00,98.30,8.34,4.12
0.94,99.00,101.50,7.92,4.12
nan,nan,nan,nan,nan
0.95,99.00,99.30,5.82,4.22
0.96,99.00,97.70,6.78,4.22
nan,nan,nan,nan,nan
0.97,99.00,98.30,7.74,4.22
0.98,99.00,99.90,6.90,4.16
nan,nan,nan,nan,nan
0.99,99.00,98.30,7.80,4.18
1.00,99.00,99.30,9.54,4.07
nan,nan,nan,nan,nan
1.01,99.00,100.40,7.98,4.07
1.02,99.00,100.40,6.84,4.18
nan,nan,nan,nan,nan
1.03,99.00,100.40,7.62,4.18
nan,nan,nan,nan,nan
1.04,99.00,96.60,7.38,4.18
1.05,99.00,97.20,6.78,4.29
nan,nan,nan,nan,nan
1.06,99.00,100.40,8.22,4.29
1.07,99.00,103.10,8.10,4.22
nan,nan,nan,nan,nan
1.08,99.00,99.90,6.30,4.33
1.09,99.00,98.80,7.68,4.31
nan,nan,nan,nan,nan
1.10,99.00,101.00,6.60,4.41
nan,nan,nan,nan,nan
1.11,99.00,99.90,7.92,4.41
1.12,99.00,98.30,8.64,4.31
nan,nan,nan,nan,nan
1.13,99.00,96.60,8.34,4.20
1.14,99.00,97.70,7.32,4.31
1.15,99.00,98.80,7.98,4.39
nan,nan,nan,nan,nan
1.16,99.00,101.00,7.74,4.39
nan,nan,nan,nan,nan
1.17,99.00,100.40,7.14,4.39
1.18,99.00,97.70,7.62,4.37
nan,nan,nan,nan,nan
1.19,99.00,99.30,7.68,4.37
1.21,99.00,99.30,7.80,4.39
nan,nan,nan,nan,nan
1.22,99.00,103.10,6.00,4.50
1.23,99.00,98.30,7.68,4.48
nan,nan,nan,nan,nan
1.24,99.00,99.30,8.10,4.48
1.25,99.00,100.40,7.80,4.37
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.28,99.00,101.50,6.06,4.54
1.29,99.00,97.20,6.72,4.62
nan,nan,nan,nan,nan
1.30,99.00,97.70,9.42,4.50
nan,nan,nan,nan,nan
1.31,99.00,101.00,7.68,4.39
1.32,99.00,97.20,6.78,4.39
nan,nan,nan,nan,nan
1.33,99.00,98.80,6.60,4.48
1.34,99.00,96.10,9.06,4.45
nan,nan,nan,nan,nan
1.35,99.00,99.30,8.70,4.45
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.38,99.00,99.90,7.08,4.43
nan,nan,nan,nan,nan
1.39,99.00,100.40,7.08,4.41
1.40,99.00,97.70,7.50,4.41
nan,nan,nan,nan,nan
1.41,99.00,99.30,7.98,4.41
1.42,99.00,99.30,8.46,4.39
nan,nan,nan,nan,nan
1.43,99.00,97.20,7.80,4.39
1.44,99.00,98.30,6.72,4.48
nan,nan,nan,nan,nan
1.45,99.00,99.30,8.64,4.39
nan,nan,nan,nan,nan
1.46,99.00,99.90,8.64,4.39
1.47,99.00,97.70,7.38,4.48
nan,nan,nan,nan,nan
1.48,99.00,101.00,7.92,4.56
1.49,99.00,98.80,7.80,4.56
nan,nan,nan,nan,nan
1.50,99.00,97.20,9.12,4.43
1.51,99.00,100.40,8.10,4.43
nan,nan,nan,nan,nan
1.52,99.00,100.40,6.66,4.52
1.53,99.00,99.90,7.74,4.52
nan,nan,nan,nan,nan
1.54,99.00,98.80,8.16,4.50
1.55,99.00,99.30,7.56,4.48
nan,nan,nan,nan,nan
1.56,99.00,100.40,5.76,4.60
1.57,99.00,101.00,7.74,4.58
nan,nan,nan,nan,nan
1.58,99.00,97.20,8.58,4.56
1.59,99.00,97.70,8.52,4.54
nan,nan,nan,nan,nan
1.60,99.00,99.90,6.84,4.62
nan,nan,nan,nan,nan
1.61,99.00,99.30,8.52,4.60
1.62,99.00,97.70,10.32,4.50
nan,nan,nan,nan,nan
1.63,99.00,97.70,7.14,4.58
1.64,99.00,100.40,6.90,4.67
nan,nan,nan,nan,nan
1.65,99.00,99.30,7.50,4.65
1.66,99.00,99.90,9.00,4.54
nan,nan,nan,nan,nan
1.67,99.00,99.90,8.10,4.52
1.68,99.00,95.50,7.74,4.50
nan,nan,nan,nan,nan
1.69,99.00,98.80,7.44,4.58
1.71,99.00,100.40,6.90,4.67
nan,nan,nan,nan,nan
1.72,99.00,97.70,6.78,4.69
1.73,99.00,100.40,8.10,4.65
nan,nan,nan,nan,nan
1.74,99.00,98.30,7.68,4.65
1.75,99.00,99.30,7.50,4.71
nan,nan,nan,nan,nan
1.76,99.00,99.30,7.44,4.69
nan,nan,nan,nan,nan
1.77,99.00,97.20,7.68,4.67
1.78,99.00,97.70,9.78,4.56
nan,nan,nan,nan,nan
1.79,99.00,99.90,8.76,4.54
1.80,99.00,97.70,8.04,4.62
nan,nan,nan,nan,nan
1.81,99.00,97.70,6.90,4.71
1.82,99.00,98.80,7.74,4.69
nan,nan,nan,nan,nan
1.83,99.00,98.80,8.64,4.67
1.84,99.00,96.60,8.82,4.65
nan,nan,nan,nan,nan
1.85,99.00,99.90,7.74,4.62
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.88,99.00,98.80,4.86,4.77
nan,nan,nan,nan,nan
1.89,99.00,101.00,8.70,4.75
1.90,99.00,98.30,9.12,4.71
nan,nan,nan,nan,nan
1.91,99.00,96.60,7.50,4.69
1.92,99.00,101.50,8.46,4.67
nan,nan,nan,nan,nan
1.93,99.00,97.20,8.34,4.65
1.94,99.00,97.20,8.10,4.62
nan,nan,nan,nan,nan
1.95,99.00,99.90,7.50,4.71
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
1.98,99.00,99.30,9.60,4.65
nan,nan,nan,nan,nan
1.99,99.00,96.10,8.28,4.62
2.00,99.00,97.70,7.98,4.60
nan,nan,nan,nan,nan
2.01,99.00,99.90,7.26,4.69
2.02,99.00,99.30,6.42,4.79
nan,nan,nan,nan,nan
2.03,99.00,99.90,7.86,4.77
nan,nan,nan,nan,nan
2.04,99.00,99.30,10.56,4.65
2.05,99.00,98.30,8.58,4.62
nan,nan,nan,nan,nan
2.06,99.00,96.60,7.74,4.71
2.07,99.00,98.30,7.68,4.69
nan,nan,nan,nan,nan
2.08,99.00,99.30,7.68,4.67
2.09,99.00,99.30,6.78,4.75
nan,nan,nan,nan,nan
2.10,99.00,98.80,7.14,4.82
2.11,99.00,101.00,8.70,4.79
nan,nan,nan,nan,nan
2.12,99.00,96.10,7.80,4.77
2.13,99.00,99.90,8.94,4.67
nan,nan,nan,nan,nan
2.14,99.00,100.40,7.68,4.65
nan,nan,nan,nan,nan
2.15,99.00,98.80,7.68,4.62
2.16,99.00,97.70,5.82,4.82
nan,nan,nan,nan,nan
2.17,99.00,99.90,8.52,4.79
2.18,99.00,101.50,8.52,4.77
nan,nan,nan,nan,nan
2.19,99.00,98.80,8.22,4.73
2.20,99.00,97.20,7.80,4.71
nan,nan,nan,nan,nan
2.22,99.00,98.80,7.74,4.69
2.23,99.00,99.90,6.78,4.77
nan,nan,nan,nan,nan
2.24,99.00,100.40,7.62,4.84
2.25,99.00,101.00,6.84,4.94
nan,nan,nan,nan,nan
2.26,99.00,97.20,8.88,4.90
nan,nan,nan,nan,nan
2.27,99.00,96.10,7.50,4.88
2.28,99.00,99.30,9.12,4.75
nan,nan,nan,nan,nan
2.29,99.00,98.30,8.64,4.73
2.30,99.00,103.70,8.64,4.79
nan,nan,nan,nan,nan
2.31,99.00,101.00,8.88,4.77
2.32,99.00,101.50,8.22,4.75
nan,nan,nan,nan,nan
2.33,99.00,101.50,7.26,4.84
2.34,99.00,98.80,6.72,4.90
nan,nan,nan,nan,nan
2.35,99.00,95.00,9.60,4.79
2.36,99.00,97.70,9.24,4.77
nan,nan,nan,nan,nan
2.37,99.00,95.00,7.86,4.75
nan,nan,nan,nan,nan
2.38,99.00,98.80,7.68,4.73
2.39,99.00,99.30,6.96,4.79
nan,nan,nan,nan,nan
2.40,99.00,100.40,6.72,4.88
2.41,99.00,96.10,9.48,4.84
nan,nan,nan,nan,nan
2.42,99.00,95.50,9.18,4.82
2.43,99.00,100.40,8.64,4.79
nan,nan,nan,nan,nan
2.44,99.00,99.30,8.64,4.79
nan,nan,nan,nan,nan
2.45,99.00,97.70,7.68,4.86
2.46,99.00,101.50,9.60,4.84
nan,nan,nan,nan,nan
2.47,99.00,98.30,7.68,4.90
2.49,99.00,101.50,6.96,4.96
nan,nan,nan,nan,nan
2.50,99.00,96.60,7.74,4.94
2.51,99.00,102.10,8.70,4.92
nan,nan,nan,nan,nan
2.52,99.00,99.90,9.60,4.77
2.53,99.00,99.90,7.86,4.77
nan,nan,nan,nan,nan
2.54,99.00,98.30,7.68,4.75
nan,nan,nan,nan,nan
2.55,99.00,99.90,6.78,4.84
2.56,99.00,97.70,8.10,4.82
nan,nan,nan,nan,nan
2.57,99.00,99.30,7.74,4.88
2.58,99.00,99.30,8.40,4.86
nan,nan,nan,nan,nan
2.59,99.00,99.30,8.58,4.84
nan,nan,nan,nan,nan
2.60,99.00,98.80,7.20,4.92
2.61,99.00,97.70,8.94,4.88
nan,nan,nan,nan,nan
2.62,99.00,98.80,7.68,4.86
2.63,99.00,99.90,7.98,4.82
nan,nan,nan,nan,nan
2.64,99.00,99.30,6.30,4.90
2.65,99.00,101.50,9.66,4.86
nan,nan,nan,nan,nan
2.66,99.00,97.70,7.74,4.84
2.67,99.00,98.80,7.74,4.82
nan,nan,nan,nan,nan
2.68,99.00,101.00,7.74,4.77
2.69,99.00,98.80,7.68,4.86
nan,nan,nan,nan,nan
2.70,99.00,98.80,8.10,4.82
2.71,99.00,100.40,7.62,4.90
nan,nan,nan,nan,nan
2.72,99.00,98.30,7.98,4.96
2.73,99.00,101.50,8.34,4.92
nan,nan,nan,nan,nan
2.74,99.00,99.30,7.74,4.90
2.75,99.00,99.30,8.16,4.88
nan,nan,nan,nan,nan
2.76,99.00,99.90,8.04,4.84
2.77,99.00,100.40,7.50,4.92
nan,nan,nan,nan,nan
2.78,99.00,99.90,7.74,4.99
2.79,99.00,98.30,9.66,4.86
nan,nan,nan,nan,nan
2.80,99.00,96.60,7.74,4.84
nan,nan,nan,nan,nan
2.81,99.00,98.80,7.14,4.90
2.82,99.00,101.50,6.78,4.99
nan,nan,nan,nan,nan
2.83,99.00,99.90,7.74,4.94
2.84,99.00,101.50,8.64,4.90
nan,nan,nan,nan,nan
2.86,99.00,99.30,7.50,4.96
2.87,99.00,99.30,8.82,4.94
nan,nan,nan,nan,nan
2.88,99.00,98.80,8.64,4.92
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
2.90,99.00,101.00,8.64,4.92
nan,nan,nan,nan,nan
2.91,99.00,98.30,8.10,4.88
2.92,99.00,101.00,7.74,4.86
nan,nan,nan,nan,nan
2.93,99.00,98.80,7.68,4.84
2.94,99.00,99.30,6.84,4.90
nan,nan,nan,nan,nan
2.95,99.00,98.80,7.20,4.96
2.96,99.00,98.30,7.74,4.92
nan,nan,nan,nan,nan
2.98,99.00,100.40,7.74,5.03
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
3.00,96.10,100.40,8.88,-0.00
nan,nan,nan,nan,nan
nan,nan,nan,nan,nan
3.02,96.10,96.10,7.80,0.30
nan,nan,nan,nan,nan
3.03,96.10,93.40,2.82,1.06
3.04,96.10,99.30,3.96,1.80
nan,nan,nan,nan,nan
3.05,96.10,96.10,6.84,2.21
nan,nan,nan,nan,nan
3.06,96.10,97.20,10.56,2.16
3.07,96.10,95.50,9.36,2.16
nan,nan,nan,nan,nan
3.08,96.10,95.50,7.68,2.25
nan,nan,nan,nan,nan
3.09,96.10,97.20,4.92,2.50
3.11,96.10,96.60,6.72,2.69
nan,nan,nan,nan,nan
3.12,96.10,96.60,7.86,2.65
3.13,96.10,95.00,9.54,2.63
nan,nan,nan,nan,nan
3.14,96.10,97.70,7.74,2.72
nan,nan,nan,nan,nan
3.15,96.10,92.80,7.68,2.74
3.16,96.10,96.10,8.52,2.80
nan,nan,nan,nan,nan
3.17,96.10,95.50,7.44,2.86
3.18,96.10,96.60,8.64,2.84
nan,nan,nan,nan,nan
3.19,96.10,95.50,9.66,2.80
nan,nan,nan,nan,nan
3.20,96.10,96.10,7.80,2.86
3.21,96.10,96.60,6.78,2.99
nan,nan,nan,nan,nan
3.22,96.10,96.10,5.82,3.14
3.23,96.10,97.70,8.76,3.10
nan,nan,nan,nan,nan
3.24,96.10,96.10,6.72,3.14
3.25,96.10,96.60,9.66,3.10
nan,nan,nan,nan,nan
3.26,96.10,98.30,7.86,3.14
nan,nan,nan,nan,nan
3.27,96.10,98.80,7.68,3.20
3.28,96.10,96.10,8.70,3.25
nan,nan,nan,nan,nan
3.29,96.10,96.60,7.68,3.25
3.30,96.10,96.10,8.40,3.20
nan,nan,nan,nan,nan
3.32,96.10,96.10,7.14,3.25
3.33,96.10,95.00,7.98,3.20
nan,nan,nan,nan,nan
3.34,96.10,99.30,7.68,3.25
nan,nan,nan,nan,nan
3.35,96.10,96.60,7.86,3.29
3.36,96.10,98.80,6.90,3.44
nan,nan,nan,nan,nan
3.37,96.10,93.90,6.72,3.52
3.38,96.10,94.50,9.24,3.46
nan,nan,nan,nan,nan
3.39,96.10,97.20,8.46,3.39
3.40,96.10,92.80,8.40,3.33
nan,nan,nan,nan,nan
3.41,96.10,97.20,6.78,3.48
3.42,96.10,98.30,8.58,3.50
nan,nan,nan,nan,nan
3.43,96.10,93.40,6.84,3.54
nan,nan,nan,nan,nan
3.44,96.10,99.30,8.10,3.56
3.45,96.10,98.30,8.94,3.50
nan,nan,nan,nan,nan
3.46,96.10,98.80,8.70,3.44
3.47,96.10,97.70,7.80,3.48
nan,nan,nan,nan,nan
3.48,96.10,92.80,7.32,3.52
3.49,96.10,98.30,6.78,3.65
nan,nan,nan,nan,nan
3.50,96.10,94.50,8.46,3.71
3.51,96.10,96.10,8.70,3.65
nan,nan,nan,nan,nan
3.52,96.10,97.70,8.46,3.56
3.53,96.10,98.30,6.72,3.69
nan,nan,nan,nan,nan
3.54,96.10,97.20,9.00,3.71
nan,nan,nan,nan,nan
3.55,96.10,93.90,7.20,3.75
3.56,96.10,97.20,9.48,3.67
nan,nan,nan,nan,nan
3.57,96.10,96.60,7.62,3.73
3.59,96.10,96.10,7.74,3.75
nan,nan,nan,nan,nan
3.60,96.10,94.50,7.62,3.78
3.61,96.10,95.00,7.68,3.80
nan,nan,nan,nan,nan
3.62,96.10,93.40,8.04,3.82
3.63,96.10,96.10,6.84,3.84
nan,nan,nan,nan,nan
3.64,96.10,96.60,7.68,3.86
3.65,96.10,94.50,8.22,3.88
nan,nan,nan,nan,nan
3.66,96.10,95.00,8.70,3.90
nan,nan,nan,nan,nan
3.67,96.10,94.50,7.98,3.90
3.68,96.10,96.10,7.68,3.92
nan,nan,nan,nan,nan
3.69,96.10,93.90,7.62,3.99
3.70,96.10,96.60,8.94,3.99
nan,nan,nan,nan,nan
3.71,96.10,98.30,7.74,4.01
3.72,96.10,92.80,8.28,3.92
nan,nan,nan,nan,nan
3.73,96.10,95.50,8.58,3.92
nan,nan,nan,nan,nan
3.74,96.10,95.50,7.74,4.05
3.75,96.10,96.60,7.68,4.05
nan,nan,nan,nan,nan
3.76,96.10,97.20,8.16,4.01
3.77,96.10,96.10,8.40,4.01
nan,nan,nan,nan,nan
3.78,96.10,96.10,7.68,4.03
3.79,96.10,96.60,6.96,4.03
nan,nan,nan,nan,nan
3.80,96.10,93.40,7.32,4.03
nan,nan,nan,nan,nan
3.81,96.10,98.30,7.80,4.05
3.82,96.10,96.10,7.92,4.16
nan,nan,nan,nan,nan
3.83,96.10,94.50,7.44,4.16
3.84,96.10,96.10,7.98,4.16
nan,nan,nan,nan,nan
3.85,96.10,96.10,9.60,4.07
3.86,96.10,98.30,7.80,4.07
nan,nan,nan,nan,nan
3.88,96.10,97.20,6.48,4.22
3.89,96.10,93.90,7.62,4.22
nan,nan,nan,nan,nan
3.90,96.10,95.00,8.70,4.22
3.91,96.10,95.50,7.74,4.12
nan,nan,nan,nan,nan
3.92,96.10,93.90,6.78,4.14
3.93,96.10,96.60,6.78,4.14
nan,nan,nan,nan,nan
3.94,96.10,95.50,7.62,4.24
3.95,96.10,95.50,8.70,4.24
nan,nan,nan,nan,nan
3.96,96.10,97.20,6.96,4.24
nan,nan,nan,nan,nan
3.97,96.10,95.00,7.26,4.24
3.98,96.10,95.00,7.62,4.24
nan,nan,nan,nan,nan
3.99,96.10,95.00,8.52,4.24
4.00,96.10,97.20,7.02,4.33
nan,nan,nan,nan,nan
4.01,96.10,97.70,7.80,4.33
4.02,96.10,95.00,10.56,4.16
nan,nan,nan,nan,nan
4.03,96.10,96.60,8.64,4.16
4.04,96.10,97.70,7.20,4.26
nan,nan,nan,nan,nan
4.05,96.10,93.40,7.14,4.37
4.06,96.10,97.20,10.44,4.26
nan,nan,nan,nan,nan
4.07,96.10,95.50,8.58,4.26
nan,nan,nan,nan,nan
4.08,96.10,97.70,8.76,4.26
4.09,96.10,97.20,6.78,4.35
nan,nan,nan,nan,nan
4.10,96.10,94.50,7.56,4.35
4.11,96.10,96.10,7.62,4.35
nan,nan,nan,nan,nan
4.12,96.10,93.90,8.28,4.37
4.13,96.10,97.20,7.80,4.37
nan,nan,nan,nan,nan
4.14,96.10,96.60,6.78,4.45
4.15,96.10,96.60,8.82,4.35
nan,nan,nan,nan,nan
4.16,96.10,95.00,8.28,4.35
nan,nan,nan,nan,nan
4.17,96.10,96.10,7.80,4.35
4.18,96.10,97.70,7.74,4.33
nan,nan,nan,nan,nan
4.19,96.10,96.10,6.06,4.43
4.20,96.10,97.20,8.46,4.43
nan,nan,nan,nan,nan
4.21,96.10,97.20,9.12,4.41
4.22,96.10,95.00,7.74,4.41
nan,nan,nan,nan,nan
4.23,96.10,97.20,8.04,4.39
4.24,96.10,96.60,6.60,4.50
nan,nan,nan,nan,nan
4.25,96.10,96.10,8.52,4.48
4.26,96.10,96.60,8.34,4.48
nan,nan,nan,nan,nan
4.27,96.10,97.20,7.62,4.45
4.28,96.10,97.20,6.72,4.45
nan,nan,nan,nan,nan
4.30,96.10,96.60,8.28,4.48
4.31,96.10,96.10,9.42,4.45
nan,nan,nan,nan,nan
4.32,96.10,97.70,8.76,4.45
nan,nan,nan,nan,nan
4.33,96.10,95.00,7.26,4.54
4.34,96.10,96.60,8.64,4.52
nan,nan,nan,nan,nan
4.35,96.10,97.20,7.62,4.52
4.36,96.10,94.50,8.10,4.50
nan,nan,nan,nan,nan
4.37,96.10,93.90,6.66,4.58
4.38,96.10,95.50,8.58,4.60
nan,nan,nan,nan,nan
4.39,96.10,96.10,8.16,4.58
4.40,96.10,98.30,7.68,4.56
nan,nan,nan,nan,nan
4.41,96.10,94.50,7.74,4.54
4.42,96.10,93.40,8.28,4.54
nan,nan,nan,nan,nan
4.43,96.10,94.50,7.86,4.62
nan,nan,nan,nan,nan
4.44,96.10,94.50,7.56,4.60
4.45,96.10,96.10,8.28,4.58
nan,nan,nan,nan,nan
4.46,96.10,97.70,8.28,4.58
4.47,96.10,101.00,9.66,4.56
nan,nan,nan,nan,nan
4.48,96.10,94.50,8.82,4.54
4.49,96.10,96.10,6.90,4.62
nan,nan,nan,nan,nan
4.50,96.10,98.80,7.50,4.71
4.51,96.10,95.00,7.62,4.69
nan,nan,nan,nan,nan
4.52,96.10,97.70,9.30,4.60
4.53,96.10,93.40,9.06,4.58
nan,nan,nan,nan,nan
4.54,96.10,95.50,8.94,4.56
4.55,96.10,97.70,7.08,4.65
nan,nan,nan,nan,nan
4.56,96.10,95.00,6.72,4.73
4.57,96.10,97.70,8.52,4.71
nan,nan,nan,nan,nan
4.58,96.10,97.70,9.72,4.58
nan,nan,nan,nan,nan
4.59,96.10,95.00,8.70,4.56
4.60,96.10,95.50,7.80,4.65
nan,nan,nan,nan,nan
4.61,96.10,95.00,7.86,4.62
4.62,96.10,93.40,6.00,4.71
nan,nan,nan,nan,nan
4.63,96.10,98.30,6.66,4.79
4.65,96.10,93.90,9.66,4.69
nan,nan,nan,nan,nan
4.66,96.10,97.20,9.06,4.67
4.67,96.10,94.50,8.58,4.65
nan,nan,nan,nan,nan
4.68,96.10,96.10,6.84,4.73
4.69,96.10,98.80,7.68,4.71
nan,nan,nan,nan,nan
4.70,96.10,93.90,8.94,4.69
nan,nan,nan,nan,nan
4.71,96.10,96.60,8.64,4.67
4.72,96.10,94.50,7.68,4.73
nan,nan,nan,nan,nan
4.73,96.10,98.80,8.52,4.75
4.74,96.10,96.60,7.44,4.82
nan,nan,nan,nan,nan
4.75,96.10,99.30,7.74,4.79
4.76,96.10,96.10,10.20,4.67
nan,nan,nan,nan,nan
4.77,96.10,96.60,8.70,4.65
nan,nan,nan,nan,nan
4.78,96.10,96.60,7.50,4.73
4.79,96.10,96.10,8.94,4.71
nan,nan,nan,nan,nan
4.80,96.10,96.60,7.74,4.77
4.81,96.10,97.20,7.74,4.75
nan,nan,nan,nan,nan
4.82,96.10,94.50,7.98,4.73
4.83,96.10,96.60,7.14,4.73
nan,nan,nan,nan,nan
4.84,96.10,93.90,6.84,4.82
nan,nan,nan,nan,nan
4.85,96.10,95.50,9.54,4.77
4.86,96.10,98.30,8.76,4.75
nan,nan,nan,nan,nan
4.87,96.10,94.50,7.14,4.84
4.88,96.10,96.60,7.80,4.79
nan,nan,nan,nan,nan
4.89,96.10,95.50,7.74,4.77
4.90,96.10,96.60,6.54,4.86
nan,nan,nan,nan,nan
4.91,96.10,97.20,6.96,4.92
4.92,96.10,96.10,8.82,4.90
nan,nan,nan,nan,nan
4.94,96.10,95.50,8.10,4.79
4.95,96.10,96.60,7.68,4.77
nan,nan,nan,nan,nan
4.96,96.10,97.70,7.74,4.73
nan,nan,nan,nan,nan
4.97,96.10,94.50,6.66,4.82
4.98,96.10,96.60,6.84,4.88
nan,nan,nan,nan,nan
4.99,96.10,94.50,9.66,4.86
5.00,96.10,96.60,8.82,4.82
nan,nan,nan,nan,nan
5.01,96.10,95.50,8.28,4.73
5.02,96.10,95.50,6.78,4.79
nan,nan,nan,nan,nan
5.03,96.10,97.20,7.86,4.77
nan,nan,nan,nan,nan
5.04,96.10,95.00,7.38,4.84
5.05,96.10,95.50,7.92,4.82
nan,nan,nan,nan,nan
5.06,96.10,95.00,9.36,4.79
5.07,96.10,94.50,7.86,4.86
nan,nan,nan,nan,nan
5.08,96.10,93.40,7.56,4.84
5.09,96.10,95.50,7.68,4.82
nan,nan,nan,nan,nan
5.10,96.10,97.70,6.18,4.88
5.11,96.10,96.60,8.40,4.88
nan,nan,nan,nan,nan
5.12,96.10,96.60,8.94,4.84
