# setPoint, prevsetPoint, Current
99.000,1.250,102.248
96.100,102.248,104.314
84.800,104.314,94.008
15.900,94.008,10.245
0.900,10.245,0.015
70.100,0.015,70.814
20.300,70.814,16.023
42.000,16.023,36.221
64.400,36.221,65.753
56.200,65.753,58.547
38.000,58.547,35.784
90.200,35.784,95.251
47.600,95.251,50.123
49.900,50.123,50.506
72.900,50.506,76.619
29.300,76.619,26.534
77.200,26.534,81.118
62.300,81.118,69.043
31.800,69.043,30.354
56.800,30.354,56.465
18.900,56.465,14.666
46.400,14.666,41.802
46.400,41.802,44.923
2.000,44.923,-0.409
35.300,-0.409,26.838
2.600,26.838,0.028
56.800,0.028,53.539
35.500,53.539,31.408
59.700,31.408,58.744
25.400,58.744,19.863
36.800,19.863,32.437
8.200,32.437,2.493
37.600,2.493,31.131
47.700,31.131,42.276
42.800,42.276,39.498
34.500,39.498,31.920
3.600,31.920,0.243
54.800,0.243,52.713
76.900,52.713,79.780
36.100,79.780,34.275
92.400,34.275,96.226
8.100,96.226,2.494
40.700,2.494,33.539
32.800,33.539,28.403
96.200,28.403,101.161
84.500,101.161,95.849
67.900,95.849,77.160
20.400,77.160,16.254
38.400,16.254,32.817
61.200,32.817,62.169
57.500,62.169,59.469
23.800,59.469,20.205
62.800,20.205,64.614
15.800,64.614,10.284
77.600,10.284,80.583
60.900,80.583,66.679
60.000,66.679,64.520
54.400,64.520,61.259
61.200,61.259,64.908
30.300,64.908,29.404
58.400,29.404,59.004
63.500,59.004,66.022
0.900,66.022,-0.605
41.900,-0.605,35.239
83.000,35.239,86.317
69.400,86.317,76.732
83.400,76.732,89.119
29.000,89.119,25.418
5.000,25.418,0.786
46.100,0.786,41.480
95.600,41.480,101.472
63.000,101.472,70.971
68.400,70.971,74.546
11.500,74.546,5.857
13.900,5.857,6.521
80.300,6.521,83.744
81.000,83.744,86.007
36.600,86.007,36.015
79.800,36.015,83.820
82.800,83.820,90.210
68.700,90.210,75.758
93.100,75.758,102.343
71.400,102.343,82.067
64.300,82.067,73.430
41.800,73.430,43.445
1.500,43.445,-0.185
44.800,-0.185,39.453
90.500,39.453,96.546
31.600,96.546,28.046
35.500,28.046,31.781
73.300,31.781,77.292
73.600,77.292,77.826
1.400,77.826,-0.674
36.700,-0.674,29.173
30.600,29.173,24.239
66.500,24.239,67.995
53.700,67.995,55.371
44.000,55.371,46.520
53.900,46.520,54.251
56.900,54.251,57.512
85.400,57.512,90.855
20.500,90.855,16.788
96.300,16.788,102.519
56.700,102.519,63.395
42.000,63.395,42.925
26.800,42.925,24.396
32.400,24.396,28.073
22.900,28.073,18.849
66.600,18.849,69.367
66.800,69.367,69.888
78.500,69.888,83.971
98.800,83.971,108.349
50.300,108.349,54.677
49.900,54.677,54.990
29.300,54.990,26.179
23.700,26.179,19.938
66.900,19.938,68.400
92.300,68.400,100.870
79.500,100.870,89.443
67.400,89.443,77.336
66.800,77.336,76.669
49.100,76.669,53.913
30.800,53.913,29.173
55.800,29.173,56.924
89.900,56.924,96.469
39.900,96.469,40.804
60.100,40.804,62.670
70.900,62.670,75.731
81.100,75.731,87.409
42.600,87.409,44.684
65.000,44.684,68.230
92.100,68.230,102.042
3.200,102.042,-0.375
92.900,-0.375,97.903
96.600,97.903,104.434
19.700,104.434,15.896
4.900,15.896,0.911
74.000,0.911,76.442
68.100,76.442,72.964
64.400,72.964,70.111
65.100,70.111,69.412
51.900,69.412,56.104
97.700,56.104,106.696
49.100,106.696,53.964
2.200,53.964,-0.278
91.000,-0.278,95.213
77.000,95.213,85.345
43.100,85.345,43.861
46.300,43.861,46.333
29.600,46.333,26.367
0.000,26.367,-0.837
0.400,-0.837,-0.217
0.000,-0.217,-0.519
3.000,-0.519,0.152
0.700,0.152,-0.370
3.700,-0.370,0.238
3.700,0.238,0.021
10.900,0.021,2.357
5.600,2.357,0.267
11.000,0.267,2.267
10.400,2.267,2.603
11.800,2.603,3.037
8.900,3.037,1.482
17.900,1.482,6.325
14.500,6.325,4.966
18.700,4.966,8.385
14.700,8.385,6.392
26.100,6.392,16.888
25.500,16.888,16.536
29.700,16.536,19.146
26.100,19.146,17.023
27.700,17.023,19.038
27.100,19.038,18.677
29.300,18.677,20.687
27.900,20.687,19.180
38.100,19.180,31.095
36.600,31.095,29.769
44.400,29.769,38.596
41.900,38.596,36.012
48.500,36.012,45.296
48.000,45.296,44.102
55.400,44.102,55.269
50.200,55.269,50.194
54.600,50.194,54.139
53.700,54.139,53.106
60.900,53.106,61.630
56.100,61.630,57.074
64.700,57.074,66.523
64.200,66.523,67.089
66.800,67.089,69.789
65.000,69.789,70.388
66.000,70.388,69.172
64.300,69.172,67.772
71.900,67.772,76.574
68.500,76.574,74.148
68.500,74.148,74.770
65.300,74.770,71.842
68.700,71.842,73.787
63.700,73.787,69.861
72.900,69.861,77.600
68.000,77.600,74.614
71.400,74.614,76.039
66.000,76.039,73.076
74.600,73.076,79.446
70.100,79.446,78.852
79.900,78.852,86.209
78.900,86.209,85.996
88.300,85.996,96.235
85.500,96.235,94.771
90.000,94.771,97.903
84.800,97.903,95.673
90.000,95.673,99.274
84.700,99.274,97.951
90.000,97.951,100.063
84.400,100.063,95.672
90.000,95.672,98.925
86.900,98.925,98.779
89.100,98.779,98.986
85.200,98.986,95.874
86.800,95.874,96.591
82.600,96.591,94.346
90.000,94.346,100.617
87.100,100.617,98.171
90.000,98.171,101.127
88.300,101.127,98.527
100.000,98.527,111.352
90.400,111.352,103.917
91.000,103.917,106.176
85.000,106.176,100.425
90.800,100.425,102.557
83.800,102.557,99.137
84.000,99.137,97.569
80.600,97.569,94.147
84.000,94.147,97.535
82.000,97.535,95.869
82.300,95.869,95.362
77.700,95.362,93.812
82.800,93.812,94.867
81.400,94.867,95.194
81.700,95.194,94.843
74.900,94.843,89.246
75.500,89.246,88.751
68.700,88.751,82.628
70.400,82.628,81.989
66.400,81.989,78.802
71.700,78.802,82.504
68.900,82.504,80.211
74.900,80.211,84.881
65.300,84.881,77.907
71.000,77.907,80.713
70.000,80.713,81.489
72.600,81.489,82.879
63.400,82.879,74.642
66.300,74.642,76.516
60.100,76.516,69.723
63.500,69.723,71.048
57.700,71.048,66.682
61.400,66.682,69.063
53.600,69.063,61.374
54.800,61.374,63.743
45.000,63.743,49.558
45.400,49.558,49.311
44.600,49.311,47.828
46.600,47.828,49.222
41.200,49.222,43.689
43.400,43.689,44.515
34.200,44.515,34.934
37.600,34.934,36.693
29.400,36.693,27.286
31.300,27.286,28.804
30.900,28.804,27.946
33.800,27.946,30.349
28.800,30.349,27.508
33.200,27.508,31.375
26.200,31.375,23.338
30.600,23.338,25.845
28.000,25.845,24.428
29.800,24.428,24.207
18.800,24.207,15.144
22.200,15.144,17.048
10.200,17.048,5.429
12.300,5.429,4.827
10.100,4.827,4.253
15.700,4.253,6.613
12.300,6.613,5.076
14.600,5.076,7.361
10.000,7.361,3.526
13.800,3.526,6.203
10.000,6.203,3.510
12.900,3.510,4.960
11.300,4.960,4.399
16.300,4.399,6.810
10.000,6.810,2.884
15.400,2.884,6.083
10.000,6.083,5.002
11.800,5.002,4.195
10.000,4.195,3.517
11.300,3.517,3.908
10.000,3.908,3.422
10.000,3.422,4.298
