# setPoint, prevTorque, Torque
3.41,1.25,0.47
18.34,0.47,8.05
2.85,1.25,0.54
18.34,0.54,7.45
2.85,1.25,2.21
18.34,2.21,8.78
2.85,1.25,1.63
18.34,1.63,7.80
2.85,1.25,1.23
18.34,1.23,9.10
2.85,1.25,1.19
28.80,1.19,20.07
2.18,1.25,1.38
28.80,1.38,19.89
2.18,1.25,0.84
28.80,0.84,18.92
2.18,1.25,1.04
28.80,1.04,19.33
2.18,1.25,1.18
28.80,1.18,20.41
2.18,1.25,1.68
37.09,1.68,29.60
1.49,1.25,0.12
37.09,0.12,28.93
1.49,1.25,2.23
37.09,2.23,29.36
1.49,1.25,1.58
37.09,1.58,29.49
1.49,1.25,1.08
37.09,1.08,29.86
1.49,1.25,2.45
44.60,2.45,40.95
0.82,1.25,0.47
44.60,0.47,40.87
0.82,1.25,1.55
44.60,1.55,40.45
0.82,1.25,1.27
44.60,1.27,41.02
0.82,1.25,0.88
44.60,0.88,41.79
0.82,1.25,-0.26
52.12,-0.26,50.15
0.22,1.25,0.85
52.12,0.85,49.77
0.22,1.25,0.71
52.12,0.71,51.63
0.22,1.25,0.43
52.12,0.43,51.66
0.22,1.25,1.77
52.12,1.77,50.68
0.22,1.25,-0.33
59.96,-0.33,60.06
0.00,1.25,0.02
59.96,0.02,61.42
0.00,1.25,-0.09
59.96,-0.09,61.13
0.00,1.25,1.06
59.96,1.06,62.32
0.00,1.25,1.06
59.96,1.06,62.30
0.00,1.25,0.94
68.15,0.94,71.83
0.00,1.25,1.55
68.15,1.55,71.13
0.00,1.25,0.59
68.15,0.59,71.26
0.00,1.25,-0.20
68.15,-0.20,71.28
0.00,1.25,1.60
68.15,1.60,70.66
0.00,1.25,0.34
76.58,0.34,79.91
0.00,1.25,1.44
76.58,1.44,81.12
0.00,1.25,1.29
76.58,1.29,80.86
0.00,1.25,-0.27
76.58,-0.27,79.90
0.00,1.25,-0.51
76.58,-0.51,80.62
0.00,1.25,1.47
85.17,1.47,90.60
0.00,1.25,0.00
85.17,0.00,89.47
0.00,1.25,0.62
85.17,0.62,91.48
0.00,1.25,1.81
85.17,1.81,91.89
0.00,1.25,1.54
85.17,1.54,91.16
0.00,1.25,1.29
94.05,1.29,98.54
0.76,1.25,4.83
94.05,4.83,99.52
0.76,1.25,8.66
94.05,8.66,67.37
0.76,1.25,1.63
94.05,1.63,98.83
0.76,1.25,1.00
94.05,1.00,98.34
0.76,1.25,1.18
100.00,1.18,106.14
0.00,1.25,1.08
100.00,1.08,106.76
0.00,1.25,1.34
100.00,1.34,103.27
0.00,1.25,1.58
100.00,1.58,104.60
0.00,1.25,0.90
100.00,0.90,105.78
