# Actual Command, Previous Torque, Measured Torque, Predicted Command
63.200,0.000,4.903,56.379
15.400,4.903,1.083,10.430
17.200,1.083,1.111,11.039
42.800,1.111,2.795,35.431
57.900,2.795,4.026,47.931
46.300,4.026,3.272,40.385
82.200,3.272,6.386,69.242
71.700,6.386,5.597,62.610
29.900,5.597,2.028,26.443
26.400,2.028,1.785,23.051
78.500,1.785,6.061,66.542
1.400,6.061,0.654,-0.375
47.200,0.654,2.962,37.194
58.600,2.962,3.978,47.457
25.400,3.978,1.698,21.739
37.600,1.698,2.360,30.575
70.300,2.360,5.298,59.983
45.400,5.298,3.345,41.126
43.900,3.345,3.184,39.487
51.400,3.184,3.670,44.394
34.900,3.670,2.470,31.850
99.700,2.470,8.042,84.635
37.600,8.042,2.619,33.521
15.000,2.619,1.098,10.757
88.100,1.098,7.084,75.204
44.300,7.084,3.196,39.610
50.400,3.196,3.581,43.503
25.400,3.581,1.769,22.814
93.300,1.769,7.556,79.628
62.800,7.556,4.935,56.677
53.100,4.935,4.121,48.867
79.200,4.121,6.262,68.213
61.800,6.262,4.928,56.612
16.700,4.928,1.259,14.092
54.900,1.259,3.814,45.830
34.800,3.814,2.398,31.020
93.700,2.398,7.675,80.814
13.200,7.675,1.009,8.767
9.400,1.009,0.816,4.051
80.100,0.816,6.313,68.636
70.700,6.313,5.649,63.058
17.300,5.649,1.268,14.269
16.100,1.268,1.134,11.532
67.600,1.134,5.034,57.591
15.100,5.034,1.301,14.910
9.300,1.301,0.813,3.973
16.200,0.813,1.018,8.974
65.400,1.018,4.817,55.575
99.500,4.817,8.264,87.026
77.300,8.264,6.520,70.358
68.000,6.520,5.614,62.757
81.400,5.614,6.546,70.575
20.300,6.546,1.520,18.863
39.100,1.520,2.544,32.687
2.200,2.544,0.666,-0.031
66.800,0.666,4.999,57.269
24.800,4.999,1.637,20.784
30.200,1.637,1.819,23.549
77.900,1.819,5.982,65.882
22.700,5.982,1.490,18.350
26.000,1.490,1.634,20.736
71.500,1.634,5.642,62.998
17.500,5.642,1.415,17.030
92.800,1.415,7.640,80.462
8.500,7.640,0.819,4.129
74.300,0.819,5.654,63.101
80.500,5.654,6.340,68.860
20.800,6.340,1.499,18.505
10.200,1.499,0.827,4.336
93.700,0.827,7.665,80.713
27.200,7.665,1.799,23.257
20.300,1.799,1.467,17.951
1.900,1.467,0.643,-0.692
61.400,0.643,4.418,51.767
41.000,4.418,2.806,35.548
95.200,2.806,7.802,82.110
72.500,7.802,5.943,65.555
33.800,5.943,2.347,30.422
73.400,2.347,5.673,63.264
31.300,5.673,2.180,28.395
49.600,2.180,3.508,42.770
96.100,3.508,7.914,83.277
7.400,7.914,0.767,2.760
23.900,0.767,1.385,16.485
53.300,1.385,3.669,44.384
0.200,3.669,0.602,-1.894
99.900,0.602,8.051,84.731
97.700,8.051,8.140,85.687
61.000,8.140,4.913,56.472
67.000,4.913,5.209,59.184
99.500,5.209,8.293,87.339
58.700,8.293,4.760,55.039
38.200,4.760,2.730,34.733
52.400,2.730,3.807,45.760
7.300,3.807,0.683,0.451
38.700,0.683,2.394,30.973
42.700,2.394,2.700,34.408
50.700,2.700,3.463,42.317
94.600,3.463,7.892,83.046
42.400,7.892,3.176,39.405
46.800,3.176,3.295,40.618
41.100,3.295,3.027,37.870
35.700,3.027,2.465,31.793
92.100,2.465,7.597,80.033
6.500,7.597,0.751,2.329
37.200,0.751,2.320,30.102
26.600,2.320,1.682,21.491
34.900,1.682,2.145,27.956
51.000,2.145,3.497,42.659
7.200,3.497,0.721,1.511
79.600,0.721,6.131,67.125
70.300,6.131,5.719,63.658
27.000,5.719,1.900,24.703
58.500,1.900,4.351,51.117
60.100,4.351,4.483,52.395
76.900,4.483,5.930,65.446
12.100,5.930,0.971,7.883
69.400,0.971,5.188,58.994
87.500,5.188,6.953,74.046
64.800,6.953,5.254,59.589
22.200,5.254,1.575,19.781
65.100,1.575,4.961,56.918
1.500,4.961,0.665,-0.060
65.500,0.665,4.837,55.763
7.200,4.837,0.785,3.239
36.400,0.785,2.237,29.100
13.900,2.237,0.961,7.647
81.200,0.961,6.618,71.179
71.900,6.618,5.858,64.839
49.400,5.858,3.816,45.850
33.300,3.816,2.418,31.252
60.900,2.418,4.522,52.771
12.200,4.522,1.122,11.276
24.700,1.122,1.521,18.880
83.900,1.521,6.791,72.645
30.700,6.791,2.134,27.816
8.900,2.134,0.869,5.404
18.400,0.869,1.238,13.675
39.000,1.238,2.543,32.676
50.600,2.543,3.452,42.206
96.500,3.452,7.959,83.752
91.800,7.959,7.790,81.986
98.700,7.790,8.271,87.101
2.700,8.271,0.665,-0.060
56.600,0.665,3.952,47.199
61.600,3.952,4.478,52.347
21.700,4.478,1.498,18.488
97.300,1.498,8.023,84.432
84.700,8.023,7.223,76.463
80.000,7.223,6.827,72.954
27.400,6.827,1.971,25.680
50.700,1.971,3.580,43.493
87.000,3.580,7.175,76.025
22.500,7.175,1.535,19.116
28.600,1.535,1.781,22.992
35.200,1.781,2.246,29.210
50.100,2.246,3.505,42.740
38.700,3.505,2.775,35.217
66.400,2.775,4.983,57.121
8.000,4.983,0.798,3.581
55.700,0.798,3.899,46.674
35.500,3.899,2.489,32.066
26.400,2.489,1.800,23.272
14.600,1.800,1.194,12.785
12.700,1.194,1.011,8.813
17.600,1.011,1.131,11.468
4.800,1.131,0.690,0.648
25.200,0.690,1.492,18.385
25.700,1.492,1.484,18.247
13.500,1.484,0.972,7.907
32.500,0.972,1.884,24.478
2.200,1.884,0.653,-0.404
21.400,0.653,1.265,14.210
42.800,1.265,2.837,35.878
8.100,2.837,0.767,2.760
88.600,0.767,7.355,77.692
75.000,7.355,6.236,67.997
33.300,6.236,2.421,31.287
71.000,2.421,5.443,61.267
54.000,5.443,4.336,50.971
3.300,4.336,0.673,0.168
29.900,0.673,1.762,22.710
34.700,1.762,2.118,27.613
25.200,2.118,1.622,20.544
78.200,1.622,6.276,68.329
65.100,6.276,5.220,59.283
